rule_id,rule_name,rule_type,threshold_value,weight,severity_level,recommendation_text
4109,File Naming Convention,formatting,3,0.4,Low,Include target role in filename for organization
4110,Spelling and Grammar,grammar,97,0.74,Critical,Have a peer review your resume before submitting
4111,Spelling and Grammar,grammar,96,0.51,High,Have a peer review your resume before submitting
4112,Spelling and Grammar,grammar,99,0.64,High,Pay special attention to company and technology names
4113,Skills Section Format,formatting,18,0.36,Medium,"Group skills by category (Technical, Soft, Tools)"
4114,Spelling and Grammar,grammar,96,0.67,Critical,Use Grammarly or similar tools for final review
4115,Relevance Score,content,67,0.3,High,Remove irrelevant experience for focused applications
4116,Summary Section Length,formatting,63,0.26,Low,Keep professional summary to 3-4 sentences maximum
4117,Keyword Density,content,24,0.69,High,Distribute keywords naturally throughout the resume
4118,Section Order,structure,6,0.28,High,Place Experience section before Education for 3+ years experience
4119,Contact Information Completeness,content,5,0.81,Critical,Include city and state (full address not required)
4120,Project Showcase,content,1,0.37,Medium,Describe your specific role and contribution
4121,Font Consistency,formatting,2,0.66,Medium,Avoid decorative or script fonts
4122,Project Showcase,content,1,0.26,High,Link to live projects or case studies when possible
4123,Resume Length,formatting,2,0.14,High,Prioritize recent and relevant experience
4124,Resume Length,formatting,3,0.19,High,2-page maximum for senior professionals
4125,Gap Analysis,timeline,11,0.9,Critical,Address employment gaps longer than 6 months
4126,Bullet Point Count Per Role,formatting,4,0.23,High,Add more bullet points to fully describe your contributions
4127,Summary Section Length,formatting,60,0.2,Medium,Summary should be 50-80 words for optimal impact
4128,Education Section Detail,content,4,0.91,Medium,Add relevant coursework for entry-level candidates
4129,Keyword Density,content,14,0.27,Medium,Match exact phrases from the job posting when possible
4130,Relevance Score,content,56,0.06,High,Highlight transferable skills from unrelated roles
4131,Acronym Expansion,content,10,0.8,Medium,Don't assume the reader knows company-specific acronyms
4132,Resume Length,formatting,2,0.79,High,Prioritize recent and relevant experience
4133,File Naming Convention,formatting,2,0.5,Low,Name file: FirstName_LastName_Resume.pdf
4134,Personal Pronoun Usage,grammar,3,0.1,Medium,"Remove all first-person pronouns (I, me, my)"
4135,Certification Listing,content,1,0.75,Low,Include certification ID or verification link
4136,Keyword Density,content,11,0.26,High,Match exact phrases from the job posting when possible
4137,Certification Listing,content,2,0.67,Medium,Remove expired certifications unless renewal is pending
4138,Keyword Density,content,11,0.95,Medium,Distribute keywords naturally throughout the resume
4139,Experience Date Format,formatting,3,0.59,Medium,Use 'Present' for current positions
4140,Relevance Score,content,44,0.05,High,Customize skills section for each application
4141,Contact Information Completeness,content,3,0.34,High,"Include full name, email, phone, LinkedIn, and location"
4142,Personal Pronoun Usage,grammar,3,0.76,High,"Remove all first-person pronouns (I, me, my)"
4143,Experience Date Format,formatting,2,0.34,Medium,Use 'Present' for current positions
4144,Project Showcase,content,4,0.54,Medium,Link to live projects or case studies when possible
4145,Relevance Score,content,63,0.51,High,Tailor resume content to match the target role by 70%+
4146,ATS-Friendly Formatting,compatibility,1,0.52,High,"Use standard section headers (Experience, Education, Skills)"
4147,ATS-Friendly Formatting,compatibility,3,0.06,Critical,"Avoid tables, text boxes, and columns for ATS parsing"
4148,White Space Ratio,formatting,35,0.45,Low,Use consistent spacing between sections
4149,Gap Analysis,timeline,9,0.8,High,Be prepared to explain gaps in interviews
4150,Spelling and Grammar,grammar,96,0.76,Critical,Proofread thoroughly — spelling errors are automatic rejections
4151,Spelling and Grammar,grammar,97,0.68,High,Proofread thoroughly — spelling errors are automatic rejections
4152,Font Consistency,formatting,2,0.58,Medium,Use no more than 2 font families throughout
4153,Keyword Density,content,22,0.47,High,Match exact phrases from the job posting when possible
4154,Gap Analysis,timeline,16,0.98,Critical,Use functional format if gaps are significant
4155,Quantified Achievements,content,45,0.09,High,"Add team sizes, project budgets, or user counts"
4156,Font Consistency,formatting,3,0.53,Medium,Keep font size between 10-12pt for body text
4157,Font Consistency,formatting,1,0.19,Medium,Use no more than 2 font families throughout
4158,Bullet Point Length,formatting,22,0.81,Medium,Shorten overly long bullets to focus on key results
4159,File Naming Convention,formatting,1,0.33,Low,Avoid generic names like 'resume.pdf' or 'document.docx'
4160,Action Verb Usage,content,82,0.62,High,Choose action verbs that demonstrate leadership and impact
4161,Skills Section Format,formatting,8,0.7,Low,"Group skills by category (Technical, Soft, Tools)"
4162,Font Consistency,formatting,1,0.11,Low,Avoid decorative or script fonts
4163,Personal Pronoun Usage,grammar,4,0.36,Medium,Start bullets with action verbs instead of pronouns
4164,Resume Length,formatting,2,0.46,High,Prioritize recent and relevant experience
4165,Resume Length,formatting,3,0.5,Medium,2-page maximum for senior professionals
4166,Quantified Achievements,content,58,0.46,High,Use numbers to differentiate your resume from generic ones
4167,Gap Analysis,timeline,3,0.45,Critical,Address employment gaps longer than 6 months
4168,Skills Section Format,formatting,10,0.09,Low,Use industry-standard skill names for ATS matching
4169,Project Showcase,content,2,0.98,High,"Quantify project impact (users, revenue, efficiency)"
4170,Acronym Expansion,content,7,0.09,Low,Spell out acronyms on first use with abbreviation in parentheses
4171,Resume Length,formatting,1,0.25,High,2-page maximum for senior professionals
4172,White Space Ratio,formatting,24,0.05,Medium,Ensure the resume doesn't look cluttered or sparse
4173,Action Verb Usage,content,92,0.76,High,"Use past tense for previous roles, present for current"
4174,Project Showcase,content,1,0.8,Medium,"Quantify project impact (users, revenue, efficiency)"
4175,Tense Consistency,grammar,86,0.99,Low,Use past tense for all previous positions
4176,Bullet Point Count Per Role,formatting,3,0.82,Low,Add more bullet points to fully describe your contributions
4177,Keyword Density,content,8,0.58,Medium,Don't keyword-stuff — maintain readability
4178,Font Consistency,formatting,3,0.63,Low,"Use 14-16pt for name, 12-14pt for section headers"
4179,Project Showcase,content,5,0.92,Medium,Describe your specific role and contribution
4180,File Naming Convention,formatting,3,0.88,Low,Name file: FirstName_LastName_Resume.pdf
4181,Education Section Detail,content,2,0.84,Low,Add relevant coursework for entry-level candidates
4182,Gap Analysis,timeline,13,0.13,Critical,Be prepared to explain gaps in interviews
4183,ATS-Friendly Formatting,compatibility,4,0.06,High,Don't put critical info in headers or footers
4184,Bullet Point Count Per Role,formatting,8,0.62,Medium,Reduce bullet points to highlight key achievements only
4185,Experience Date Format,formatting,2,0.52,Medium,Use consistent date format (Month Year - Month Year)
4186,Spelling and Grammar,grammar,95,0.2,Critical,Proofread thoroughly — spelling errors are automatic rejections
4187,Gap Analysis,timeline,7,0.12,Medium,Use functional format if gaps are significant
4188,Experience Date Format,formatting,3,0.96,Medium,Include both start and end dates for each role
4189,Bullet Point Length,formatting,18,0.1,Low,Expand brief bullets with metrics and context
4190,Experience Date Format,formatting,4,0.52,Low,Avoid listing only years — include months for precision
4191,Personal Pronoun Usage,grammar,4,0.2,High,Avoid third-person references as well
4192,Keyword Density,content,13,0.43,Medium,Match exact phrases from the job posting when possible
4193,Section Order,structure,6,0.8,Medium,Put Skills section near the top for ATS optimization
4194,Certification Listing,content,2,0.92,Low,Include certification ID or verification link
4195,Font Consistency,formatting,3,0.46,Medium,Use no more than 2 font families throughout
4196,Tense Consistency,grammar,82,0.16,Low,Use past tense for all previous positions
4197,ATS-Friendly Formatting,compatibility,1,0.9,High,"Avoid tables, text boxes, and columns for ATS parsing"
4198,Hyperlink Validation,formatting,5,0.88,Low,"Include LinkedIn, portfolio, or GitHub links"
4199,Relevance Score,content,94,0.11,Medium,Remove irrelevant experience for focused applications
4200,Education Section Detail,content,4,0.11,Medium,Add relevant coursework for entry-level candidates
4201,Summary Section Length,formatting,44,0.83,Low,Avoid generic summaries — tailor to each application
4202,Education Section Detail,content,5,0.89,Low,"Include degree, institution, graduation year, and GPA if above 3.5"
4203,Spelling and Grammar,grammar,98,0.87,High,Pay special attention to company and technology names
4204,Bullet Point Length,formatting,19,0.38,Medium,Keep bullet points between 1-2 lines for scannability
4205,Section Order,structure,1,0.85,Medium,Place Experience section before Education for 3+ years experience
4206,ATS-Friendly Formatting,compatibility,1,0.8,High,Don't put critical info in headers or footers
4207,Project Showcase,content,1,0.29,Medium,"Quantify project impact (users, revenue, efficiency)"
4208,ATS-Friendly Formatting,compatibility,1,0.91,High,Don't put critical info in headers or footers
4209,Quantified Achievements,content,32,0.31,Critical,"Quantify impact with percentages, dollars, or timeframes"
4210,Gap Analysis,timeline,10,0.59,High,"Include freelance, volunteer, or education during gaps"
4211,White Space Ratio,formatting,20,0.61,Medium,Maintain 20-30% white space for readability
4212,Certification Listing,content,5,0.84,Low,Remove expired certifications unless renewal is pending
4213,Spelling and Grammar,grammar,98,0.43,Critical,Have a peer review your resume before submitting
4214,Relevance Score,content,75,0.59,Medium,Highlight transferable skills from unrelated roles
4215,Bullet Point Length,formatting,25,0.63,Medium,Keep bullet points between 1-2 lines for scannability
4216,Quantified Achievements,content,35,0.68,High,"Quantify impact with percentages, dollars, or timeframes"
4217,Hyperlink Validation,formatting,0,0.48,Medium,Verify links point to professional content
4218,File Naming Convention,formatting,2,0.35,Low,Avoid generic names like 'resume.pdf' or 'document.docx'
4219,Experience Date Format,formatting,3,0.77,Medium,Avoid listing only years — include months for precision
4220,Relevance Score,content,45,0.09,High,Remove irrelevant experience for focused applications
4221,Font Consistency,formatting,2,0.55,Medium,Keep font size between 10-12pt for body text
4222,File Naming Convention,formatting,2,0.99,Low,Never use special characters in filename
4223,Hyperlink Validation,formatting,5,0.6,Medium,Verify links point to professional content
4224,Bullet Point Count Per Role,formatting,4,0.17,High,Consolidate similar bullets into stronger impact statements
4225,Keyword Density,content,17,0.77,Medium,Include 15-25 relevant keywords from the job description
4226,Font Consistency,formatting,1,0.06,Medium,Avoid decorative or script fonts
4227,Experience Date Format,formatting,3,0.82,Low,Use 'Present' for current positions
4228,Font Consistency,formatting,3,0.67,Medium,Avoid decorative or script fonts
4229,Contact Information Completeness,content,6,0.2,Critical,Ensure email is professional (not personal/funny)
4230,Tense Consistency,grammar,95,0.2,Medium,Use past tense for all previous positions
4231,White Space Ratio,formatting,35,0.13,Low,Avoid cramming text — use proper margins and spacing
4232,Summary Section Length,formatting,50,0.22,Low,Avoid generic summaries — tailor to each application
4233,Experience Date Format,formatting,3,0.84,Low,Use 'Present' for current positions
4234,Font Consistency,formatting,1,0.76,Low,"Use 14-16pt for name, 12-14pt for section headers"
4235,Personal Pronoun Usage,grammar,4,0.88,High,Avoid third-person references as well
4236,Keyword Density,content,10,0.96,Medium,Don't keyword-stuff — maintain readability
4237,Bullet Point Length,formatting,20,0.64,Low,Keep bullet points between 1-2 lines for scannability
4238,Certification Listing,content,3,0.78,Medium,Include certification ID or verification link
4239,Experience Date Format,formatting,1,0.92,Medium,Use 'Present' for current positions
4240,Bullet Point Count Per Role,formatting,5,0.32,High,Reduce bullet points to highlight key achievements only
4241,Summary Section Length,formatting,45,0.74,Low,Summary should be 50-80 words for optimal impact
4242,Spelling and Grammar,grammar,95,0.89,High,Proofread thoroughly — spelling errors are automatic rejections
4243,Gap Analysis,timeline,8,0.74,High,Use functional format if gaps are significant
4244,Quantified Achievements,content,74,0.32,Critical,Include at least 2-3 metrics per role
4245,Bullet Point Count Per Role,formatting,7,0.3,Medium,Reduce bullet points to highlight key achievements only
4246,Experience Date Format,formatting,4,0.7,Medium,Include both start and end dates for each role
4247,Resume Length,formatting,1,0.93,Medium,Keep resume to 1 page for less than 10 years experience
4248,ATS-Friendly Formatting,compatibility,5,0.14,High,"Use standard section headers (Experience, Education, Skills)"
4249,Tense Consistency,grammar,99,0.67,Low,Use past tense for all previous positions
4250,Bullet Point Length,formatting,22,0.2,Low,Shorten overly long bullets to focus on key results
4251,ATS-Friendly Formatting,compatibility,3,0.82,Critical,Don't put critical info in headers or footers
4252,Hyperlink Validation,formatting,2,0.48,Medium,Use shortened URLs for cleaner formatting
4253,Resume Length,formatting,2,0.25,Medium,Prioritize recent and relevant experience
4254,Spelling and Grammar,grammar,97,0.76,High,Use Grammarly or similar tools for final review
4255,Tense Consistency,grammar,100,0.35,Low,Be consistent within each role's bullet points
4256,Certification Listing,content,2,0.24,Low,Prioritize industry-recognized certifications
4257,Contact Information Completeness,content,3,0.58,Critical,Add LinkedIn profile URL for professional credibility
4258,Education Section Detail,content,2,0.37,Low,"Include honors, Dean's List, or academic awards"
4259,Action Verb Usage,content,95,0.2,Medium,Choose action verbs that demonstrate leadership and impact
4260,Quantified Achievements,content,58,0.46,High,Use numbers to differentiate your resume from generic ones
4261,Font Consistency,formatting,3,0.56,Low,Keep font size between 10-12pt for body text
4262,Tense Consistency,grammar,89,0.13,Medium,Avoid mixing tenses within the same section
4263,Hyperlink Validation,formatting,1,0.35,Low,Use shortened URLs for cleaner formatting
4264,Section Order,structure,6,0.58,Medium,Put Skills section near the top for ATS optimization
4265,Relevance Score,content,52,0.79,Medium,Highlight transferable skills from unrelated roles
4266,Spelling and Grammar,grammar,96,0.14,Critical,Use Grammarly or similar tools for final review
4267,File Naming Convention,formatting,1,0.73,Low,Include target role in filename for organization
4268,Section Order,structure,3,0.05,High,Lead with Summary/Profile section for immediate impact
4269,Contact Information Completeness,content,3,0.31,Critical,"Include full name, email, phone, LinkedIn, and location"
4270,Resume Length,formatting,2,0.93,Medium,Prioritize recent and relevant experience
4271,White Space Ratio,formatting,34,0.93,Medium,Use consistent spacing between sections
4272,Experience Date Format,formatting,1,0.82,Medium,Use consistent date format (Month Year - Month Year)
4273,Hyperlink Validation,formatting,2,0.83,Low,"Include LinkedIn, portfolio, or GitHub links"
4274,Quantified Achievements,content,80,0.21,Critical,Use numbers to differentiate your resume from generic ones
4275,ATS-Friendly Formatting,compatibility,5,0.14,Critical,"Avoid tables, text boxes, and columns for ATS parsing"
4276,Project Showcase,content,1,0.26,Medium,"Quantify project impact (users, revenue, efficiency)"
4277,Resume Length,formatting,3,0.75,High,Remove outdated roles beyond 15 years
4278,Acronym Expansion,content,6,0.75,Medium,Spell out acronyms on first use with abbreviation in parentheses
4279,Personal Pronoun Usage,grammar,4,0.54,Medium,Avoid third-person references as well
4280,Bullet Point Length,formatting,14,0.59,Low,Shorten overly long bullets to focus on key results
4281,Summary Section Length,formatting,61,0.48,Medium,Summary should be 50-80 words for optimal impact
4282,Action Verb Usage,content,92,0.91,Medium,Choose action verbs that demonstrate leadership and impact
4283,Gap Analysis,timeline,1,0.16,Medium,Use functional format if gaps are significant
4284,Skills Section Format,formatting,10,0.3,Low,Use industry-standard skill names for ATS matching
4285,Bullet Point Length,formatting,24,0.48,Low,Shorten overly long bullets to focus on key results
4286,Hyperlink Validation,formatting,0,0.81,Medium,"Include LinkedIn, portfolio, or GitHub links"
4287,Acronym Expansion,content,8,0.5,Medium,Balance between full terms (ATS) and acronyms (readability)
4288,Tense Consistency,grammar,88,0.07,Low,Avoid mixing tenses within the same section
4289,Font Consistency,formatting,2,0.43,Medium,"Use 14-16pt for name, 12-14pt for section headers"
4290,Bullet Point Count Per Role,formatting,8,0.96,Medium,Consolidate similar bullets into stronger impact statements
4291,Summary Section Length,formatting,40,0.87,Low,Keep professional summary to 3-4 sentences maximum
4292,Skills Section Format,formatting,9,0.87,Low,List 8-15 most relevant skills for the target role
4293,Personal Pronoun Usage,grammar,3,0.58,Medium,Avoid third-person references as well
4294,Quantified Achievements,content,78,0.46,High,"Quantify impact with percentages, dollars, or timeframes"
4295,Spelling and Grammar,grammar,96,0.86,High,Use Grammarly or similar tools for final review
4296,Resume Length,formatting,3,0.59,High,Prioritize recent and relevant experience
4297,Hyperlink Validation,formatting,0,0.68,Medium,Use shortened URLs for cleaner formatting
4298,Font Consistency,formatting,1,0.99,Medium,"Use 14-16pt for name, 12-14pt for section headers"
4299,Contact Information Completeness,content,4,0.67,High,Include city and state (full address not required)
4300,Quantified Achievements,content,43,0.6,High,"Add team sizes, project budgets, or user counts"
4301,Acronym Expansion,content,2,0.98,Low,Don't assume the reader knows company-specific acronyms
4302,ATS-Friendly Formatting,compatibility,3,0.97,High,"Use standard section headers (Experience, Education, Skills)"
4303,Skills Section Format,formatting,8,0.76,Low,Prioritize hard skills over soft skills in this section
4304,Keyword Density,content,22,0.77,Medium,Match exact phrases from the job posting when possible
4305,Bullet Point Count Per Role,formatting,5,0.8,High,Reduce bullet points to highlight key achievements only
4306,Quantified Achievements,content,70,0.13,Critical,Include at least 2-3 metrics per role
4307,ATS-Friendly Formatting,compatibility,3,0.75,Critical,Save as .docx or .pdf only — avoid .jpg or .png
4308,Acronym Expansion,content,6,0.12,Medium,Use industry-standard acronyms without expansion
4309,Action Verb Usage,content,91,0.25,Medium,Start every bullet point with a strong action verb
4310,ATS-Friendly Formatting,compatibility,2,0.6,Critical,Save as .docx or .pdf only — avoid .jpg or .png
4311,Skills Section Format,formatting,20,0.46,Medium,Prioritize hard skills over soft skills in this section
4312,Tense Consistency,grammar,95,0.59,Medium,Be consistent within each role's bullet points
4313,White Space Ratio,formatting,37,0.25,Medium,Maintain 20-30% white space for readability
4314,Project Showcase,content,3,0.29,Medium,Link to live projects or case studies when possible
4315,Relevance Score,content,44,0.79,High,Remove irrelevant experience for focused applications
4316,Acronym Expansion,content,1,0.46,Medium,Use industry-standard acronyms without expansion
4317,Tense Consistency,grammar,84,0.63,Low,Use present tense only for current role
4318,Bullet Point Count Per Role,formatting,8,0.16,Medium,Consolidate similar bullets into stronger impact statements
4319,Bullet Point Count Per Role,formatting,3,0.13,Low,Use 3-6 bullet points per role for optimal readability
4320,Relevance Score,content,46,0.55,High,Highlight transferable skills from unrelated roles
4321,Bullet Point Count Per Role,formatting,5,0.76,Medium,Reduce bullet points to highlight key achievements only
4322,ATS-Friendly Formatting,compatibility,3,0.77,Critical,"Use standard section headers (Experience, Education, Skills)"
4323,Quantified Achievements,content,67,0.13,Critical,Include at least 2-3 metrics per role
4324,Certification Listing,content,8,0.81,Medium,List certifications with issuing body and date
4325,Font Consistency,formatting,2,0.35,Medium,Use no more than 2 font families throughout
4326,File Naming Convention,formatting,3,0.98,Low,Include target role in filename for organization
4327,Tense Consistency,grammar,87,0.48,Low,Avoid mixing tenses within the same section
4328,Gap Analysis,timeline,12,0.42,High,Use functional format if gaps are significant
4329,Skills Section Format,formatting,6,0.09,Medium,"Group skills by category (Technical, Soft, Tools)"
4330,Skills Section Format,formatting,11,0.46,Medium,List 8-15 most relevant skills for the target role
4331,Action Verb Usage,content,71,0.53,Medium,"Use past tense for previous roles, present for current"
4332,Font Consistency,formatting,3,0.9,Medium,Keep font size between 10-12pt for body text
4333,White Space Ratio,formatting,39,0.68,Medium,Maintain 20-30% white space for readability
4334,Project Showcase,content,3,0.64,High,Link to live projects or case studies when possible
4335,Skills Section Format,formatting,20,0.16,Medium,"Group skills by category (Technical, Soft, Tools)"
4336,Hyperlink Validation,formatting,2,0.84,Medium,Ensure all URLs are clickable and functional
4337,Keyword Density,content,26,0.64,High,Distribute keywords naturally throughout the resume
4338,Skills Section Format,formatting,18,0.53,Low,Prioritize hard skills over soft skills in this section
4339,ATS-Friendly Formatting,compatibility,5,0.08,Critical,"Avoid tables, text boxes, and columns for ATS parsing"
4340,Project Showcase,content,5,0.24,High,Link to live projects or case studies when possible
4341,White Space Ratio,formatting,36,0.87,Medium,Ensure the resume doesn't look cluttered or sparse
4342,Gap Analysis,timeline,9,0.99,Medium,Use functional format if gaps are significant
4343,ATS-Friendly Formatting,compatibility,3,0.1,Critical,Don't put critical info in headers or footers
4344,Font Consistency,formatting,1,0.43,Low,Avoid decorative or script fonts
4345,Tense Consistency,grammar,93,0.82,Medium,Avoid mixing tenses within the same section
4346,Quantified Achievements,content,77,0.67,High,Use numbers to differentiate your resume from generic ones
4347,Font Consistency,formatting,2,0.97,Medium,"Use 14-16pt for name, 12-14pt for section headers"
4348,Certification Listing,content,1,0.85,Medium,Prioritize industry-recognized certifications
4349,Certification Listing,content,3,0.91,Medium,Remove expired certifications unless renewal is pending
4350,Education Section Detail,content,2,0.07,Low,"Include honors, Dean's List, or academic awards"
4351,White Space Ratio,formatting,27,0.21,Medium,Ensure the resume doesn't look cluttered or sparse
4352,File Naming Convention,formatting,1,0.35,Low,Never use special characters in filename
4353,Action Verb Usage,content,99,0.88,High,"Use past tense for previous roles, present for current"
4354,Action Verb Usage,content,88,0.58,High,"Use past tense for previous roles, present for current"
4355,Bullet Point Length,formatting,25,0.27,Low,Shorten overly long bullets to focus on key results
4356,Experience Date Format,formatting,2,0.6,Medium,Avoid listing only years — include months for precision
4357,Skills Section Format,formatting,8,0.62,Low,Prioritize hard skills over soft skills in this section
4358,Resume Length,formatting,3,0.82,Medium,Remove outdated roles beyond 15 years
4359,Bullet Point Count Per Role,formatting,6,0.25,Low,Consolidate similar bullets into stronger impact statements
4360,Quantified Achievements,content,35,0.74,High,Include at least 2-3 metrics per role
4361,Font Consistency,formatting,1,0.85,Low,"Use 14-16pt for name, 12-14pt for section headers"
4362,Education Section Detail,content,2,0.44,Low,Add relevant coursework for entry-level candidates
4363,Personal Pronoun Usage,grammar,1,0.25,High,Avoid third-person references as well
4364,Resume Length,formatting,2,0.67,High,Remove outdated roles beyond 15 years
4365,Quantified Achievements,content,74,0.76,High,Use numbers to differentiate your resume from generic ones
4366,Action Verb Usage,content,73,0.24,Medium,Choose action verbs that demonstrate leadership and impact
4367,Gap Analysis,timeline,19,0.16,High,"Include freelance, volunteer, or education during gaps"
4368,Relevance Score,content,49,0.83,Medium,Highlight transferable skills from unrelated roles
4369,Section Order,structure,1,0.22,Medium,Place Experience section before Education for 3+ years experience
4370,Tense Consistency,grammar,93,0.81,Low,Avoid mixing tenses within the same section
4371,Contact Information Completeness,content,5,0.33,High,Ensure email is professional (not personal/funny)
4372,Personal Pronoun Usage,grammar,2,0.59,High,Avoid third-person references as well
4373,Tense Consistency,grammar,86,0.87,Low,Use present tense only for current role
4374,Bullet Point Count Per Role,formatting,6,0.29,Low,Add more bullet points to fully describe your contributions
4375,Education Section Detail,content,5,0.72,Medium,"Include honors, Dean's List, or academic awards"
4376,Tense Consistency,grammar,96,0.07,Low,Be consistent within each role's bullet points
4377,White Space Ratio,formatting,40,0.08,Low,Ensure the resume doesn't look cluttered or sparse
4378,Project Showcase,content,4,0.87,Medium,Link to live projects or case studies when possible
4379,Tense Consistency,grammar,90,0.11,Medium,Avoid mixing tenses within the same section
4380,Section Order,structure,6,0.62,Medium,Lead with Summary/Profile section for immediate impact
4381,Action Verb Usage,content,85,0.59,Medium,Avoid repeating the same action verb within a role
4382,Summary Section Length,formatting,42,0.29,Medium,Include 2-3 key achievements in your summary
4383,Relevance Score,content,81,0.71,High,Tailor resume content to match the target role by 70%+
4384,Experience Date Format,formatting,2,0.94,Medium,Avoid listing only years — include months for precision
4385,Keyword Density,content,5,0.51,High,Include 15-25 relevant keywords from the job description
4386,Section Order,structure,7,0.85,Medium,Put Skills section near the top for ATS optimization
4387,White Space Ratio,formatting,23,0.3,Low,Ensure the resume doesn't look cluttered or sparse
4388,Tense Consistency,grammar,81,0.77,Medium,Use present tense only for current role
4389,Hyperlink Validation,formatting,5,0.55,Medium,Use shortened URLs for cleaner formatting
4390,Quantified Achievements,content,62,0.27,Medium,Include at least 2-3 metrics per role
4391,Personal Pronoun Usage,grammar,2,0.46,High,Start bullets with action verbs instead of pronouns
4392,Education Section Detail,content,4,0.88,Low,"Include honors, Dean's List, or academic awards"
4393,Relevance Score,content,48,0.54,High,Remove irrelevant experience for focused applications
4394,Relevance Score,content,40,0.87,Medium,Tailor resume content to match the target role by 70%+
4395,Acronym Expansion,content,9,0.81,Low,Balance between full terms (ATS) and acronyms (readability)
4396,Quantified Achievements,content,45,0.46,Critical,Include at least 2-3 metrics per role
4397,Certification Listing,content,8,0.95,Medium,Prioritize industry-recognized certifications
4398,Quantified Achievements,content,32,1.0,Critical,"Add team sizes, project budgets, or user counts"
4399,Gap Analysis,timeline,6,1.0,Medium,Use functional format if gaps are significant
4400,File Naming Convention,formatting,1,0.46,Low,Include target role in filename for organization
4401,Spelling and Grammar,grammar,97,0.64,High,Pay special attention to company and technology names
4402,Project Showcase,content,1,0.2,Medium,"Quantify project impact (users, revenue, efficiency)"
4403,File Naming Convention,formatting,1,0.41,Low,Never use special characters in filename
4404,Action Verb Usage,content,61,0.39,Medium,Avoid repeating the same action verb within a role
4405,Font Consistency,formatting,2,0.98,Medium,Use no more than 2 font families throughout
4406,Bullet Point Count Per Role,formatting,6,0.81,High,Use 3-6 bullet points per role for optimal readability
4407,Quantified Achievements,content,80,0.7,Medium,"Quantify impact with percentages, dollars, or timeframes"
4408,Experience Date Format,formatting,2,0.19,Low,Use consistent date format (Month Year - Month Year)
4409,File Naming Convention,formatting,3,0.14,Low,Avoid generic names like 'resume.pdf' or 'document.docx'
4410,Education Section Detail,content,2,0.17,Low,"Include honors, Dean's List, or academic awards"
4411,Section Order,structure,6,0.77,Medium,Place Experience section before Education for 3+ years experience
4412,Spelling and Grammar,grammar,98,0.34,High,Proofread thoroughly — spelling errors are automatic rejections
4413,Contact Information Completeness,content,3,0.91,High,"Include full name, email, phone, LinkedIn, and location"
4414,White Space Ratio,formatting,29,0.26,Medium,Ensure the resume doesn't look cluttered or sparse
4415,Personal Pronoun Usage,grammar,2,0.62,High,Avoid third-person references as well
4416,Experience Date Format,formatting,2,0.66,Medium,Use 'Present' for current positions
4417,Education Section Detail,content,3,0.87,Low,"Include honors, Dean's List, or academic awards"
4418,Acronym Expansion,content,3,0.87,Medium,Use industry-standard acronyms without expansion
4419,Experience Date Format,formatting,2,0.86,Medium,Use 'Present' for current positions
4420,Gap Analysis,timeline,11,0.23,Medium,"Include freelance, volunteer, or education during gaps"
4421,White Space Ratio,formatting,31,0.79,Medium,Ensure the resume doesn't look cluttered or sparse
4422,Personal Pronoun Usage,grammar,5,0.91,Medium,Resume should use implied first person
4423,Gap Analysis,timeline,1,0.94,Medium,Address employment gaps longer than 6 months
4424,Contact Information Completeness,content,6,0.3,Critical,Include city and state (full address not required)
4425,Personal Pronoun Usage,grammar,3,0.69,High,"Remove all first-person pronouns (I, me, my)"
4426,Education Section Detail,content,2,0.61,Medium,"Include honors, Dean's List, or academic awards"
4427,Contact Information Completeness,content,5,0.67,High,Add LinkedIn profile URL for professional credibility
4428,Resume Length,formatting,2,0.28,High,Keep resume to 1 page for less than 10 years experience
4429,Education Section Detail,content,2,0.62,Medium,List certifications separately from formal education
4430,White Space Ratio,formatting,31,0.4,Medium,Avoid cramming text — use proper margins and spacing
4431,Education Section Detail,content,2,0.68,Low,Add relevant coursework for entry-level candidates
4432,Keyword Density,content,19,0.47,High,Don't keyword-stuff — maintain readability
4433,Keyword Density,content,25,0.31,High,Match exact phrases from the job posting when possible
4434,Gap Analysis,timeline,5,0.89,High,"Include freelance, volunteer, or education during gaps"
4435,Contact Information Completeness,content,4,0.19,High,Ensure email is professional (not personal/funny)
4436,Resume Length,formatting,3,0.62,Medium,Prioritize recent and relevant experience
4437,Relevance Score,content,42,0.11,Medium,Customize skills section for each application
4438,Resume Length,formatting,2,0.57,High,Remove outdated roles beyond 15 years
4439,Resume Length,formatting,3,0.9,High,Prioritize recent and relevant experience
4440,Certification Listing,content,1,0.18,Medium,Remove expired certifications unless renewal is pending
4441,Hyperlink Validation,formatting,4,0.68,Medium,Use shortened URLs for cleaner formatting
4442,Tense Consistency,grammar,83,0.4,Low,Be consistent within each role's bullet points
4443,Action Verb Usage,content,81,0.79,Medium,Avoid repeating the same action verb within a role
4444,ATS-Friendly Formatting,compatibility,4,0.41,Critical,"Avoid tables, text boxes, and columns for ATS parsing"
4445,Contact Information Completeness,content,4,0.19,High,Ensure email is professional (not personal/funny)
4446,Tense Consistency,grammar,92,0.82,Medium,Use present tense only for current role
4447,Resume Length,formatting,2,0.31,Medium,2-page maximum for senior professionals
4448,Tense Consistency,grammar,100,0.37,Low,Use past tense for all previous positions
