mapping_id,role_id,skill_id,importance_weight,required_level,is_mandatory,experience_required_years,recency_required_years,certification_required,priority_rank
41782,16923,8454,0.3,Advanced,Yes,2,4,No,3
41783,37836,467,0.96,Basic,No,7,4,Yes,7
41784,13600,4068,0.37,Advanced,No,1,5,Yes,9
41785,26530,23767,0.34,Basic,No,1,3,No,5
41786,8438,32105,0.27,Intermediate,No,9,2,Yes,4
41787,43745,20841,0.54,Advanced,Yes,9,3,Yes,9
41788,19280,31908,0.92,Intermediate,Yes,3,2,Yes,2
41789,29113,33058,0.24,Intermediate,Yes,8,2,No,5
41790,42477,275,0.3,Basic,No,0,5,Yes,9
41791,8152,13657,0.1,Advanced,No,3,2,Yes,2
41792,10150,27488,0.91,Intermediate,Yes,4,1,Yes,2
41793,45256,2920,0.86,Intermediate,Yes,7,1,No,1
41794,47185,2584,0.44,Basic,No,3,3,Yes,10
41795,28017,5655,0.06,Intermediate,Yes,5,4,Yes,1
41796,47045,23825,0.57,Intermediate,Yes,1,5,Yes,10
41797,49357,34603,0.37,Intermediate,Yes,8,4,Yes,1
41798,42296,8052,0.14,Basic,No,3,5,Yes,6
41799,388,25307,0.84,Basic,No,2,4,Yes,9
41800,19828,17942,0.56,Advanced,No,1,3,Yes,6
41801,9106,13934,0.5,Basic,No,5,1,No,9
41802,39006,39384,0.15,Intermediate,No,7,4,No,6
41803,40097,41951,0.7,Basic,Yes,8,1,No,3
41804,9835,29343,0.19,Intermediate,Yes,7,5,No,3
41805,40781,23532,0.26,Basic,Yes,9,3,Yes,2
41806,28806,26389,0.04,Advanced,No,10,1,Yes,2
41807,23120,684,0.15,Basic,Yes,4,5,No,7
41808,28168,21215,0.41,Advanced,No,9,1,No,9
41809,38480,35222,0.27,Basic,No,2,5,No,10
41810,35205,14958,0.44,Basic,Yes,2,1,Yes,7
41811,8504,24201,0.2,Advanced,Yes,10,2,No,5
41812,13839,13009,0.88,Advanced,No,4,4,Yes,2
41813,32106,40526,0.55,Intermediate,No,3,3,Yes,1
41814,10217,23847,0.91,Intermediate,No,9,4,No,4
41815,7908,28740,0.9,Basic,Yes,6,4,Yes,4
41816,39010,31588,0.25,Basic,No,5,2,Yes,6
41817,48505,34232,0.44,Intermediate,No,3,1,Yes,8
41818,803,21880,0.03,Basic,No,4,1,No,6
41819,21191,42019,0.8,Basic,Yes,9,1,Yes,8
41820,12331,46640,0.28,Intermediate,Yes,10,2,No,10
41821,14098,32054,0.55,Basic,No,10,1,Yes,10
41822,37846,10339,0.12,Advanced,No,10,3,No,2
41823,28710,33656,0.73,Advanced,Yes,0,4,Yes,5
41824,23643,16442,0.54,Advanced,Yes,10,3,Yes,10
41825,35562,6944,0.23,Basic,Yes,0,5,Yes,6
41826,29589,19310,0.92,Intermediate,No,10,4,Yes,2
41827,43544,348,0.65,Basic,Yes,2,1,Yes,1
41828,1361,24229,0.36,Intermediate,No,9,4,No,4
41829,14798,8465,0.3,Advanced,Yes,6,3,No,6
41830,33068,13528,0.46,Advanced,No,6,1,Yes,1
41831,46363,20300,0.16,Basic,Yes,1,5,Yes,2
41832,9290,26439,0.14,Advanced,Yes,5,3,No,3
41833,22688,27368,0.67,Advanced,Yes,5,5,Yes,5
41834,8349,13769,0.79,Advanced,Yes,2,3,No,6
41835,7653,1292,0.29,Intermediate,Yes,0,1,No,3
41836,12215,37641,0.36,Intermediate,Yes,4,5,Yes,7
41837,34902,12224,0.58,Advanced,Yes,10,3,No,1
41838,11070,22962,0.6,Basic,No,6,1,No,8
41839,32483,24531,0.45,Basic,No,7,4,No,10
41840,37397,285,0.21,Intermediate,Yes,6,5,Yes,2
41841,48504,16600,0.89,Advanced,Yes,3,3,Yes,4
41842,19965,27449,0.29,Basic,No,3,2,No,10
41843,35772,13136,0.16,Intermediate,No,8,3,Yes,2
41844,42064,40171,0.35,Intermediate,No,1,4,No,7
41845,34650,33553,0.35,Advanced,Yes,7,4,Yes,3
41846,33093,4918,0.01,Advanced,Yes,10,2,Yes,6
41847,2560,7776,0.56,Advanced,Yes,2,2,Yes,6
41848,1673,5857,0.33,Intermediate,No,10,5,No,2
41849,49284,19475,0.7,Advanced,Yes,7,3,Yes,7
41850,46548,2964,0.1,Basic,No,6,2,Yes,5
41851,44080,48271,0.51,Intermediate,No,7,5,Yes,5
41852,17295,27079,0.45,Basic,No,10,1,No,1
41853,4912,41303,0.31,Basic,No,1,1,Yes,9
41854,31880,27155,0.19,Basic,No,10,1,No,6
41855,30523,400,0.51,Advanced,No,9,5,Yes,2
41856,36429,34347,0.97,Basic,Yes,3,3,No,1
41857,25551,25784,0.31,Advanced,No,3,1,No,4
41858,35837,48400,0.2,Intermediate,Yes,0,5,No,4
41859,137,26966,0.49,Intermediate,Yes,10,4,Yes,1
41860,15840,836,0.85,Intermediate,Yes,1,5,Yes,10
41861,8332,14010,0.06,Advanced,Yes,9,3,No,2
41862,29943,11837,0.26,Intermediate,Yes,7,4,No,1
41863,11186,47138,0.42,Intermediate,Yes,3,5,No,5
41864,13518,13681,0.98,Advanced,No,7,5,No,1
41865,36369,36955,0.79,Intermediate,Yes,9,2,Yes,7
41866,37506,34604,0.22,Basic,No,4,3,No,10
41867,18847,13853,0.04,Basic,No,9,2,No,10
41868,33178,28892,0.45,Intermediate,Yes,3,2,Yes,3
41869,21143,15022,0.37,Basic,No,9,5,Yes,1
41870,45712,39871,0.32,Advanced,No,8,5,No,2
41871,21622,23979,0.08,Advanced,Yes,5,4,Yes,10
41872,4894,36405,0.04,Advanced,Yes,4,5,No,5
41873,48275,1941,0.74,Intermediate,No,10,1,No,9
41874,43141,13706,0.81,Intermediate,Yes,10,4,Yes,3
41875,32604,39647,0.21,Intermediate,Yes,8,5,No,2
41876,20662,27753,0.45,Basic,Yes,9,2,Yes,8
41877,20524,10437,0.05,Intermediate,Yes,4,2,No,1
41878,5044,15732,0.96,Intermediate,No,1,1,No,5
41879,31519,1591,0.22,Basic,No,9,1,No,5
41880,29864,5838,0.54,Basic,Yes,2,3,No,3
41881,42171,14792,0.69,Advanced,Yes,7,1,Yes,1
41882,34924,48126,0.09,Basic,Yes,4,4,Yes,5
41883,21350,29073,0.86,Advanced,No,10,3,No,2
41884,39458,38263,0.17,Basic,Yes,10,4,No,4
41885,29758,35181,0.96,Intermediate,Yes,5,1,Yes,2
41886,35403,29213,0.2,Basic,No,8,1,No,9
41887,16568,48870,0.67,Basic,No,2,4,Yes,1
41888,32209,40740,0.6,Intermediate,No,1,5,Yes,1
41889,24580,20526,0.15,Intermediate,Yes,7,1,Yes,1
41890,24601,34277,1.0,Advanced,No,1,3,No,10
41891,45255,39558,0.42,Advanced,No,0,5,No,2
41892,15289,29884,0.45,Basic,Yes,4,1,Yes,4
41893,40628,16251,0.26,Basic,Yes,7,3,No,10
41894,40888,1529,0.3,Advanced,No,2,5,No,4
41895,24592,45721,0.12,Advanced,Yes,4,2,No,10
41896,29627,7183,0.13,Advanced,No,3,5,Yes,1
41897,22218,9864,0.22,Intermediate,Yes,0,3,Yes,8
41898,46082,10474,0.18,Advanced,No,5,1,Yes,1
41899,32877,35756,0.49,Basic,No,1,1,Yes,3
41900,24344,13144,0.81,Intermediate,Yes,1,2,No,10
41901,16068,31188,0.95,Basic,Yes,7,2,No,7
41902,18980,13966,0.94,Advanced,Yes,8,5,Yes,2
41903,43007,43899,0.42,Basic,Yes,1,5,No,5
41904,42650,8592,0.79,Advanced,Yes,2,4,No,1
41905,36449,38159,0.52,Basic,Yes,5,4,No,3
41906,37358,23027,0.54,Advanced,Yes,5,4,Yes,10
41907,26477,36638,0.23,Intermediate,No,4,5,No,5
41908,44332,5933,0.18,Intermediate,Yes,2,4,Yes,3
41909,29601,3319,0.82,Basic,No,6,5,Yes,3
41910,17805,49065,0.88,Intermediate,Yes,8,5,Yes,5
41911,24771,936,0.06,Advanced,Yes,3,4,Yes,3
41912,30696,33026,0.78,Intermediate,No,2,4,No,2
41913,17302,7695,0.64,Advanced,No,2,4,Yes,10
41914,38882,10879,0.49,Basic,Yes,4,1,Yes,10
41915,2075,47394,0.59,Basic,Yes,2,4,No,6
41916,23272,37427,0.88,Intermediate,No,1,1,Yes,5
41917,1487,15295,0.36,Advanced,No,0,5,No,5
41918,27714,46131,0.1,Advanced,Yes,7,5,No,6
41919,47898,34866,0.46,Intermediate,No,7,5,Yes,4
41920,43081,39388,1.0,Intermediate,No,1,4,No,1
41921,45928,8295,0.78,Advanced,No,9,2,Yes,2
41922,33587,30556,0.99,Advanced,Yes,7,5,No,7
41923,34451,24400,0.29,Basic,Yes,7,5,No,4
41924,1429,31133,0.36,Advanced,Yes,4,2,Yes,7
41925,13770,27959,0.25,Advanced,Yes,7,1,No,4
41926,40225,19465,0.87,Basic,Yes,1,5,No,6
41927,11853,18666,0.93,Advanced,Yes,2,3,Yes,1
41928,14241,25572,0.54,Basic,No,10,1,Yes,9
41929,1909,4710,0.12,Advanced,No,3,3,Yes,6
41930,43727,29467,0.38,Basic,No,5,1,Yes,10
41931,23527,12132,0.97,Basic,No,5,5,No,8
41932,17263,32589,0.01,Advanced,No,1,2,No,1
41933,35381,37875,0.16,Basic,Yes,2,5,Yes,5
41934,26812,45018,0.45,Intermediate,No,7,1,Yes,6
41935,42864,6347,0.99,Advanced,No,0,3,Yes,1
41936,11365,13442,0.66,Intermediate,No,1,2,No,3
41937,29420,35957,0.07,Basic,No,4,5,No,2
41938,4657,46483,0.73,Basic,No,8,3,Yes,1
41939,14687,39399,0.09,Advanced,Yes,9,2,Yes,6
41940,31383,1109,0.92,Advanced,No,8,3,No,8
41941,9266,36625,0.93,Intermediate,Yes,7,1,Yes,4
41942,1625,32830,0.99,Intermediate,No,4,5,No,1
41943,5224,21036,0.69,Advanced,No,10,2,Yes,1
41944,27989,26270,0.15,Basic,Yes,5,2,No,1
41945,9131,26531,0.95,Advanced,Yes,0,2,No,2
41946,42328,3383,0.05,Basic,Yes,0,1,No,6
41947,47712,20896,0.62,Advanced,No,10,3,No,2
41948,1026,6773,0.24,Intermediate,Yes,9,1,No,6
41949,23194,44355,0.72,Advanced,Yes,9,4,Yes,4
41950,27122,22824,0.55,Intermediate,Yes,1,2,No,2
41951,1985,35281,0.28,Intermediate,No,7,1,Yes,10
41952,46774,49035,0.22,Basic,Yes,9,5,Yes,1
41953,23152,47268,0.07,Advanced,No,3,1,No,4
41954,49794,30031,0.97,Intermediate,No,0,1,Yes,4
41955,36128,12240,0.96,Advanced,No,6,2,Yes,6
41956,33941,12494,0.55,Basic,No,9,3,Yes,7
41957,21544,17033,0.93,Intermediate,No,1,3,No,7
41958,39619,15733,0.97,Intermediate,No,10,3,No,4
41959,39632,36882,0.55,Advanced,Yes,8,3,Yes,10
41960,12616,28891,0.01,Basic,Yes,2,3,No,6
41961,12193,17247,0.41,Advanced,Yes,1,5,Yes,9
41962,35520,210,0.59,Basic,Yes,0,3,Yes,9
41963,9044,26182,0.3,Advanced,No,5,4,Yes,9
41964,10124,39189,0.78,Basic,Yes,10,3,No,6
41965,4030,34226,0.08,Advanced,No,1,4,No,8
41966,18819,18916,0.47,Basic,No,1,4,Yes,8
41967,45254,17116,0.19,Basic,No,4,1,Yes,10
41968,38210,41436,0.78,Advanced,No,9,3,Yes,5
41969,2114,17857,0.4,Basic,No,4,3,Yes,7
41970,14520,33540,0.44,Intermediate,Yes,2,1,No,3
41971,38381,44469,0.85,Advanced,No,5,2,No,4
41972,39292,44750,0.94,Basic,No,0,3,No,5
41973,49513,4893,0.54,Intermediate,No,2,3,Yes,7
41974,15993,40391,0.61,Intermediate,Yes,6,5,No,8
41975,46473,33490,0.88,Advanced,Yes,4,4,No,7
41976,8039,21266,0.41,Advanced,Yes,8,4,Yes,3
41977,23819,45399,0.36,Basic,Yes,5,4,Yes,2
41978,23847,5517,0.94,Intermediate,Yes,10,2,No,8
41979,25389,16203,0.37,Advanced,No,3,1,Yes,5
41980,28699,47316,0.46,Basic,No,6,1,No,2
41981,7323,27279,0.43,Basic,Yes,8,2,No,6
41982,23890,12663,0.46,Intermediate,No,0,5,No,8
41983,37163,10300,0.88,Advanced,Yes,8,2,Yes,8
41984,39799,39717,0.16,Advanced,Yes,1,5,No,1
41985,15030,10957,0.02,Intermediate,Yes,2,4,Yes,7
41986,45529,2889,0.06,Intermediate,Yes,7,3,No,2
41987,9601,9357,0.49,Intermediate,No,9,2,No,7
41988,16293,35103,0.96,Intermediate,Yes,10,3,No,3
41989,46976,3297,0.89,Advanced,No,5,1,No,9
41990,39304,36824,0.02,Advanced,No,4,5,Yes,1
41991,29721,4677,0.31,Basic,No,10,5,Yes,1
41992,4402,47406,0.94,Advanced,No,10,1,No,8
41993,7175,31145,0.38,Advanced,No,2,2,Yes,3
41994,36506,27531,0.21,Basic,No,8,1,No,6
41995,46145,3740,0.58,Advanced,Yes,2,4,Yes,2
41996,45557,192,0.06,Intermediate,Yes,2,2,Yes,5
41997,8877,11559,0.3,Advanced,Yes,5,3,No,5
41998,41703,39346,0.73,Basic,No,6,4,No,7
41999,9908,30969,0.2,Basic,Yes,7,2,No,4
42000,15710,16040,0.15,Advanced,No,10,5,Yes,3
42001,46441,31789,0.84,Intermediate,Yes,0,4,Yes,2
42002,19599,27237,0.53,Advanced,No,3,3,Yes,2
42003,22120,39044,0.97,Advanced,No,4,2,No,6
42004,44523,35527,0.19,Basic,Yes,5,3,No,4
42005,43511,16698,0.77,Advanced,Yes,2,1,Yes,4
42006,25806,42134,0.36,Advanced,Yes,6,5,No,7
42007,35881,1954,0.91,Intermediate,No,8,4,Yes,2
42008,45310,3410,0.77,Intermediate,No,9,2,No,2
42009,20199,6320,0.13,Basic,Yes,8,2,Yes,3
42010,35741,39035,0.01,Advanced,Yes,8,1,Yes,2
42011,2189,44738,0.48,Advanced,No,1,2,Yes,8
42012,29527,25496,0.9,Advanced,No,8,1,No,2
42013,19240,39361,0.05,Basic,Yes,4,2,Yes,7
42014,39880,21785,0.66,Intermediate,No,3,1,Yes,3
42015,29319,18440,0.17,Intermediate,Yes,7,2,No,8
42016,10747,49192,0.75,Advanced,No,1,5,No,5
42017,23098,42783,0.36,Basic,No,2,5,Yes,6
42018,36738,46969,0.93,Advanced,Yes,10,4,No,5
42019,19694,9799,0.76,Advanced,No,6,5,No,3
42020,30017,26813,0.9,Intermediate,Yes,3,4,Yes,7
42021,35663,9446,0.98,Intermediate,Yes,8,1,No,9
42022,15951,1305,0.05,Basic,Yes,0,4,No,5
42023,16214,37056,0.23,Intermediate,No,3,5,Yes,2
42024,34101,5523,0.42,Advanced,Yes,10,2,No,6
42025,13293,28642,0.93,Basic,No,10,2,No,10
42026,9038,45690,0.67,Intermediate,No,7,5,Yes,4
42027,28189,45058,0.81,Basic,No,2,3,No,10
42028,31227,47492,0.83,Basic,No,4,1,Yes,9
42029,22994,27631,0.81,Advanced,Yes,8,1,Yes,8
42030,107,6779,0.41,Advanced,Yes,7,4,No,3
42031,20571,3482,0.4,Advanced,Yes,5,2,No,7
42032,5862,8928,0.67,Basic,Yes,1,3,No,1
42033,38186,1537,0.81,Intermediate,Yes,7,4,Yes,7
42034,43480,27063,0.52,Intermediate,Yes,9,2,Yes,1
42035,34683,7544,0.78,Advanced,No,1,1,Yes,2
42036,27010,17388,0.52,Advanced,No,1,2,No,5
42037,22374,511,0.87,Basic,No,5,1,Yes,1
42038,27022,47808,0.55,Basic,Yes,9,4,No,7
42039,20024,406,0.64,Intermediate,No,3,1,No,9
42040,34957,38102,0.89,Advanced,No,10,5,Yes,9
42041,46167,9829,0.5,Advanced,No,10,5,No,1
42042,30377,43791,0.66,Basic,Yes,2,4,Yes,2
42043,10283,13397,0.94,Intermediate,Yes,7,1,No,2
42044,33810,35670,0.84,Basic,No,6,2,No,4
42045,11556,34306,0.17,Advanced,No,10,4,No,8
42046,6456,16830,0.77,Advanced,No,8,1,Yes,5
42047,9481,13592,0.59,Intermediate,Yes,5,3,Yes,4
42048,15463,20710,0.75,Basic,No,2,5,Yes,8
42049,34009,11780,0.61,Advanced,No,4,5,No,1
42050,22927,36749,0.38,Basic,Yes,9,3,Yes,3
42051,30267,18542,0.44,Advanced,Yes,10,2,No,2
42052,29782,20637,0.24,Advanced,Yes,8,1,Yes,7
42053,38568,13653,0.88,Advanced,Yes,8,5,Yes,9
42054,36549,43458,0.26,Intermediate,Yes,9,3,Yes,10
42055,35778,40747,0.61,Intermediate,Yes,10,3,Yes,7
42056,20679,34094,0.48,Basic,No,7,1,No,10
42057,17606,18425,0.3,Basic,No,4,5,Yes,4
42058,10310,31578,0.66,Intermediate,Yes,4,4,No,9
42059,19519,37727,0.58,Advanced,No,0,3,No,3
42060,31181,41686,0.93,Advanced,Yes,9,5,No,1
42061,620,27795,0.92,Advanced,No,7,1,No,3
42062,8853,18440,0.39,Basic,No,0,5,Yes,9
42063,34709,14022,0.08,Intermediate,Yes,8,2,Yes,2
42064,34185,48789,0.26,Intermediate,No,1,5,No,7
42065,25555,24712,0.78,Advanced,No,8,2,Yes,8
42066,42836,19335,0.08,Intermediate,Yes,7,5,No,8
42067,29433,40819,0.08,Advanced,Yes,8,2,No,7
42068,13839,49781,0.85,Intermediate,No,5,2,No,5
42069,46267,20470,0.61,Advanced,No,0,2,No,4
42070,8331,30715,0.2,Intermediate,No,5,3,Yes,1
42071,19706,48436,0.9,Basic,No,10,5,No,4
42072,12705,48765,0.61,Advanced,Yes,2,3,Yes,9
42073,36086,47339,0.93,Intermediate,Yes,9,5,No,10
42074,45625,17764,0.09,Basic,No,4,4,Yes,7
42075,11917,27997,0.82,Intermediate,No,4,3,No,5
42076,17058,11246,0.15,Intermediate,Yes,3,5,Yes,2
42077,23466,845,0.63,Intermediate,Yes,0,2,Yes,8
42078,39991,48354,0.52,Advanced,Yes,9,3,Yes,1
42079,11128,34836,0.1,Basic,Yes,1,5,Yes,1
42080,5560,2711,0.08,Basic,Yes,5,3,No,4
42081,45983,3390,0.26,Intermediate,No,10,4,Yes,1
42082,26962,13342,0.76,Intermediate,Yes,2,1,No,4
42083,47199,28963,0.98,Intermediate,Yes,10,4,No,5
42084,18740,21974,0.98,Basic,Yes,9,4,Yes,4
42085,18642,36585,0.12,Intermediate,Yes,3,3,No,9
42086,24941,7325,0.35,Basic,Yes,6,4,No,10
42087,14409,41349,0.82,Advanced,Yes,10,2,Yes,3
42088,47153,3260,0.84,Basic,Yes,6,4,Yes,10
42089,25700,14805,0.4,Advanced,No,7,5,Yes,5
42090,3806,789,0.14,Advanced,No,8,2,No,6
42091,7939,46956,0.43,Intermediate,Yes,3,3,Yes,9
42092,49671,35224,1.0,Advanced,Yes,0,3,Yes,9
42093,7423,39131,0.6,Intermediate,No,7,3,Yes,10
42094,37463,17373,0.9,Basic,Yes,6,5,Yes,5
42095,38862,3564,0.55,Basic,Yes,6,4,Yes,6
42096,28526,44251,0.18,Basic,No,9,5,Yes,4
42097,49010,16964,0.8,Advanced,No,3,1,No,9
42098,19921,44490,0.23,Advanced,Yes,9,5,Yes,9
42099,28110,32968,0.1,Basic,Yes,1,2,No,8
42100,6847,43782,0.24,Intermediate,No,5,2,Yes,7
42101,4917,11655,0.49,Intermediate,Yes,10,5,No,1
42102,13354,25572,0.94,Basic,No,1,5,Yes,3
42103,1979,29352,0.49,Basic,No,4,4,No,6
42104,32212,28791,0.85,Intermediate,Yes,5,2,No,8
42105,23262,22575,0.35,Intermediate,Yes,2,5,No,2
42106,1511,36865,0.2,Intermediate,Yes,7,2,Yes,2
42107,4715,34019,0.87,Advanced,No,3,2,No,9
42108,1604,2658,0.14,Basic,Yes,1,4,No,1
42109,22676,6418,0.14,Advanced,Yes,9,2,No,8
42110,13851,18292,0.26,Intermediate,No,4,3,Yes,1
42111,715,22210,0.3,Basic,Yes,5,3,Yes,1
42112,980,11481,0.16,Advanced,Yes,7,5,Yes,8
42113,38627,43622,0.35,Intermediate,Yes,3,3,No,9
42114,39270,28286,0.21,Advanced,No,1,1,Yes,10
42115,13608,21641,0.72,Advanced,Yes,9,3,Yes,9
42116,39866,20626,0.69,Advanced,Yes,9,3,No,6
42117,18983,2628,0.47,Basic,Yes,5,3,Yes,3
42118,15588,23659,0.78,Advanced,No,8,4,No,2
42119,6030,36716,0.87,Basic,Yes,5,5,No,10
42120,42838,7345,0.33,Basic,No,3,4,No,5
42121,29713,29098,0.81,Basic,Yes,5,3,Yes,3
42122,32977,22206,0.38,Advanced,Yes,4,5,No,7
42123,49175,11040,0.84,Basic,No,6,5,No,9
42124,36977,17880,0.6,Advanced,No,10,3,Yes,10
42125,5824,8937,0.59,Basic,No,7,4,Yes,3
42126,23679,12640,0.39,Intermediate,Yes,7,3,Yes,1
42127,30016,6145,0.83,Basic,Yes,6,1,No,6
42128,7815,44175,0.13,Advanced,No,8,5,No,4
42129,30852,7869,0.43,Basic,Yes,7,1,No,1
42130,40750,34121,0.38,Intermediate,No,2,2,Yes,9
42131,19160,40908,0.86,Basic,No,1,4,Yes,2
42132,29678,35116,0.52,Intermediate,Yes,8,4,Yes,8
42133,48689,43658,0.18,Advanced,Yes,10,1,No,9
42134,31875,890,0.8,Advanced,Yes,2,2,Yes,6
42135,36127,23292,0.01,Intermediate,No,2,1,Yes,3
42136,16013,8765,0.82,Intermediate,Yes,8,4,Yes,5
42137,8453,25768,0.66,Basic,No,10,5,Yes,7
42138,14737,24502,0.76,Advanced,Yes,1,2,No,2
42139,10702,21902,0.96,Intermediate,No,1,2,No,10
42140,22623,48702,0.51,Advanced,Yes,5,5,No,1
42141,26951,27232,0.82,Advanced,No,5,3,Yes,3
42142,10942,1106,0.17,Basic,No,3,1,No,9
42143,11641,35357,0.07,Advanced,Yes,8,2,No,5
42144,30218,22446,0.99,Intermediate,Yes,4,2,Yes,3
42145,48297,43228,0.8,Advanced,Yes,6,1,No,8
42146,4472,14657,0.9,Intermediate,Yes,10,1,Yes,1
42147,6041,3037,0.44,Intermediate,No,6,2,Yes,1
42148,17104,3449,0.42,Advanced,No,10,5,No,6
42149,42772,45317,0.9,Intermediate,No,10,3,No,1
42150,43814,19053,0.12,Basic,Yes,10,1,Yes,9
42151,5206,24221,0.27,Advanced,No,10,1,No,9
42152,5287,25568,0.11,Intermediate,No,3,3,No,3
42153,24369,2147,0.86,Intermediate,Yes,6,2,No,4
42154,49677,13616,0.1,Basic,Yes,6,3,Yes,8
42155,9340,18899,0.51,Intermediate,No,6,3,No,7
42156,31298,29770,0.78,Basic,Yes,4,4,No,6
42157,25555,23571,0.82,Basic,No,2,2,Yes,2
42158,3977,463,0.47,Advanced,No,1,3,Yes,3
42159,45387,47901,0.43,Basic,Yes,2,5,No,3
42160,13884,36372,0.35,Intermediate,Yes,1,4,No,8
42161,8905,9949,0.8,Advanced,No,5,2,No,1
42162,27898,2601,0.01,Intermediate,Yes,10,5,No,1
42163,32078,22348,0.9,Basic,Yes,7,1,No,7
42164,21694,47764,0.73,Intermediate,No,4,5,Yes,9
42165,31607,21556,0.09,Basic,Yes,6,2,No,8
42166,39728,3221,0.67,Basic,No,6,5,Yes,10
42167,9296,49386,0.99,Intermediate,No,1,3,Yes,2
42168,24723,30532,0.71,Advanced,No,10,1,No,5
42169,12002,31704,0.57,Intermediate,No,1,5,Yes,7
42170,14644,10709,0.11,Basic,Yes,7,3,Yes,10
42171,33642,7646,0.5,Basic,No,10,2,Yes,9
42172,44054,15311,0.52,Intermediate,No,1,1,No,3
42173,19763,14550,0.93,Advanced,No,9,1,Yes,10
42174,45586,40863,0.75,Basic,Yes,4,1,Yes,5
42175,34525,7197,0.13,Basic,Yes,0,2,Yes,4
42176,13676,2215,0.97,Advanced,No,5,4,No,1
42177,356,37276,0.92,Advanced,No,1,2,Yes,3
42178,27434,49124,0.15,Intermediate,Yes,9,3,No,5
42179,32369,27834,0.65,Basic,Yes,8,1,No,10
42180,44691,3838,0.93,Advanced,No,3,1,No,9
42181,21186,40016,0.41,Basic,No,7,2,No,1
42182,5972,36442,0.75,Advanced,Yes,2,4,No,10
42183,40373,4727,0.93,Advanced,No,9,2,No,5
42184,113,6281,0.48,Intermediate,No,1,3,No,1
42185,11518,6721,0.77,Basic,Yes,4,1,No,9
42186,11217,48035,0.35,Intermediate,Yes,8,1,No,7
42187,878,9178,0.92,Intermediate,No,9,5,Yes,9
42188,362,27926,0.79,Intermediate,No,7,4,No,5
42189,48321,27001,0.41,Basic,No,7,4,Yes,6
42190,27833,42091,0.16,Advanced,Yes,4,3,Yes,2
42191,27581,39896,0.64,Basic,Yes,1,3,Yes,9
42192,19236,44830,0.41,Advanced,Yes,8,1,No,3
42193,47257,8437,0.39,Basic,Yes,0,3,Yes,8
42194,24173,39266,0.23,Basic,Yes,6,2,Yes,6
42195,11564,38182,0.57,Basic,Yes,4,2,Yes,4
42196,46796,23509,0.52,Intermediate,Yes,7,4,No,8
42197,13860,9966,0.48,Basic,No,10,4,No,9
42198,36826,36393,0.93,Advanced,No,3,5,No,2
42199,39771,45337,0.96,Intermediate,No,10,2,Yes,7
42200,38956,43503,0.37,Basic,No,5,5,No,3
42201,31254,39693,0.81,Basic,Yes,1,2,Yes,7
42202,23525,13222,0.97,Advanced,No,5,2,Yes,4
42203,49493,41974,0.87,Intermediate,Yes,10,5,Yes,10
42204,13888,31924,0.81,Intermediate,No,6,5,Yes,9
42205,33568,40840,0.72,Intermediate,No,5,1,No,3
42206,48143,30150,0.5,Intermediate,Yes,4,2,Yes,3
42207,34143,39815,0.95,Basic,No,8,2,Yes,4
42208,28891,23543,0.7,Basic,Yes,0,5,No,4
42209,4762,9447,0.87,Intermediate,No,7,1,No,8
42210,32945,27278,0.66,Basic,No,1,2,Yes,10
42211,21120,10794,0.04,Intermediate,No,3,2,No,8
42212,32991,10635,0.95,Basic,Yes,10,4,Yes,5
42213,33579,17902,0.63,Intermediate,Yes,9,5,Yes,5
42214,25428,16172,0.66,Basic,No,5,3,No,8
42215,48435,15555,0.63,Basic,No,6,1,Yes,9
42216,44348,23130,0.45,Basic,Yes,8,3,No,5
42217,1798,2147,0.58,Advanced,No,1,3,Yes,5
42218,20253,5237,0.7,Intermediate,Yes,2,5,No,9
42219,25411,753,0.55,Basic,No,5,3,No,1
42220,20791,18188,0.69,Basic,No,5,1,Yes,8
42221,3736,22099,0.25,Advanced,Yes,5,4,Yes,8
42222,36045,21339,0.12,Intermediate,Yes,5,5,No,8
42223,16393,47996,0.56,Basic,Yes,0,1,No,4
42224,33106,47536,0.82,Intermediate,Yes,5,3,No,6
42225,6792,45064,0.08,Intermediate,Yes,7,3,No,5
42226,29761,20369,0.75,Intermediate,Yes,10,3,Yes,10
42227,9116,41235,0.04,Intermediate,Yes,7,2,No,2
42228,31368,13577,0.34,Advanced,Yes,10,3,No,3
42229,18356,33271,0.78,Advanced,No,4,5,No,10
42230,15318,26187,0.22,Intermediate,Yes,6,4,No,2
42231,37727,11667,0.42,Advanced,No,1,2,No,2
42232,401,19888,0.25,Advanced,Yes,3,4,No,7
42233,43499,18805,0.69,Intermediate,No,2,4,Yes,2
42234,11137,20981,0.73,Intermediate,Yes,5,1,No,10
42235,12919,9312,0.57,Intermediate,No,3,1,Yes,8
42236,10576,15866,0.13,Basic,No,7,1,Yes,9
42237,46000,9230,0.23,Intermediate,No,8,3,Yes,10
42238,7364,42292,0.88,Basic,No,7,1,Yes,5
42239,32560,15745,0.39,Basic,Yes,7,5,Yes,9
42240,16500,35452,0.68,Advanced,No,2,2,No,2
42241,32656,42045,0.68,Advanced,No,1,2,Yes,4
42242,34999,7640,0.37,Basic,No,5,5,No,7
42243,18806,16458,0.08,Intermediate,Yes,3,1,Yes,1
42244,44259,28872,0.26,Basic,Yes,8,5,Yes,7
42245,15083,39030,0.73,Intermediate,Yes,3,2,Yes,10
42246,48479,5635,0.47,Advanced,No,1,2,No,4
