certification_id,certification_name,provider,related_skill_id,difficulty_level,average_cost,duration_months,global_recognition_score,renewal_required,validity_years
45305,Azure Administrator,ProviderX,134,Beginner,149,10,0.24,Yes,5
45306,TensorFlow Developer,ProviderX,809,Beginner,320,5,0.9,No,5
45307,TensorFlow Developer,ProviderX,893,Advanced,311,10,0.68,Yes,3
45308,Azure Administrator,ProviderX,875,Intermediate,400,8,0.76,Yes,5
45309,Oracle Java SE,ProviderX,375,Intermediate,64,10,0.26,No,1
45310,TensorFlow Developer,ProviderX,447,Beginner,313,4,0.71,Yes,5
45311,Azure Administrator,ProviderX,301,Advanced,490,5,0.36,Yes,1
45312,AWS Solutions Architect,ProviderX,694,Advanced,125,9,0.77,No,5
45313,Google Cloud Engineer,ProviderX,572,Beginner,78,6,0.91,No,2
45314,Azure Administrator,ProviderX,136,Beginner,186,7,0.32,Yes,1
45315,Google Cloud Engineer,ProviderX,962,Intermediate,224,4,0.5,Yes,1
45316,TensorFlow Developer,ProviderX,177,Beginner,299,8,0.76,Yes,3
45317,Google Cloud Engineer,ProviderX,681,Intermediate,303,2,0.88,No,1
45318,Google Cloud Engineer,ProviderX,746,Advanced,53,3,0.34,Yes,2
45319,Oracle Java SE,ProviderX,744,Beginner,260,2,0.45,No,1
45320,Azure Administrator,ProviderX,33,Beginner,410,5,0.48,Yes,2
45321,Google Cloud Engineer,ProviderX,904,Advanced,185,9,0.82,No,5
45322,Google Cloud Engineer,ProviderX,696,Advanced,232,2,0.89,Yes,2
45323,AWS Solutions Architect,ProviderX,259,Beginner,342,2,0.06,Yes,1
45324,TensorFlow Developer,ProviderX,84,Advanced,207,3,0.48,No,5
45325,TensorFlow Developer,ProviderX,289,Advanced,428,6,0.77,Yes,4
45326,Oracle Java SE,ProviderX,795,Intermediate,265,6,0.44,No,2
45327,Oracle Java SE,ProviderX,107,Beginner,494,7,0.79,Yes,1
45328,TensorFlow Developer,ProviderX,959,Beginner,295,5,0.2,No,2
45329,Azure Administrator,ProviderX,851,Intermediate,324,9,0.42,Yes,5
45330,AWS Solutions Architect,ProviderX,799,Advanced,140,1,0.0,No,4
45331,Azure Administrator,ProviderX,973,Intermediate,95,11,0.25,Yes,4
45332,Oracle Java SE,ProviderX,497,Advanced,382,10,0.18,Yes,1
45333,AWS Solutions Architect,ProviderX,133,Beginner,484,7,0.99,No,4
45334,Oracle Java SE,ProviderX,782,Intermediate,425,2,0.42,Yes,4
45335,AWS Solutions Architect,ProviderX,836,Intermediate,483,6,0.52,No,5
45336,TensorFlow Developer,ProviderX,549,Intermediate,85,9,0.56,No,5
45337,Google Cloud Engineer,ProviderX,370,Advanced,192,1,0.9,No,5
45338,AWS Solutions Architect,ProviderX,963,Intermediate,259,12,0.38,No,5
45339,Oracle Java SE,ProviderX,562,Beginner,132,7,0.67,No,1
45340,AWS Solutions Architect,ProviderX,124,Beginner,432,4,0.44,Yes,1
45341,TensorFlow Developer,ProviderX,574,Beginner,244,7,0.17,No,3
45342,Oracle Java SE,ProviderX,650,Advanced,335,1,0.03,No,5
45343,Google Cloud Engineer,ProviderX,207,Intermediate,156,8,0.82,Yes,5
45344,Oracle Java SE,ProviderX,843,Intermediate,418,9,0.09,Yes,2
45345,Oracle Java SE,ProviderX,887,Intermediate,262,12,0.4,Yes,5
45346,Azure Administrator,ProviderX,335,Advanced,412,9,0.4,Yes,1
45347,AWS Solutions Architect,ProviderX,884,Beginner,280,8,0.49,No,5
45348,Azure Administrator,ProviderX,910,Advanced,417,8,0.7,Yes,5
45349,Azure Administrator,ProviderX,132,Advanced,383,4,0.09,No,5
45350,Google Cloud Engineer,ProviderX,171,Advanced,166,7,0.94,Yes,2
45351,Google Cloud Engineer,ProviderX,72,Intermediate,222,1,0.29,Yes,5
45352,Oracle Java SE,ProviderX,551,Beginner,145,9,0.55,Yes,3
45353,Oracle Java SE,ProviderX,360,Intermediate,213,4,0.53,No,2
45354,AWS Solutions Architect,ProviderX,495,Intermediate,487,9,0.97,Yes,4
45355,AWS Solutions Architect,ProviderX,737,Intermediate,267,2,0.27,No,5
45356,Azure Administrator,ProviderX,716,Beginner,382,5,0.94,No,3
45357,Oracle Java SE,ProviderX,0,Beginner,190,10,0.51,No,1
45358,TensorFlow Developer,ProviderX,252,Beginner,385,10,0.15,No,4
45359,Azure Administrator,ProviderX,331,Beginner,442,7,0.22,No,4
45360,TensorFlow Developer,ProviderX,232,Advanced,289,9,0.43,No,3
45361,Azure Administrator,ProviderX,13,Beginner,230,11,0.0,No,3
45362,TensorFlow Developer,ProviderX,344,Intermediate,149,4,0.47,No,2
45363,Google Cloud Engineer,ProviderX,907,Advanced,84,9,0.29,Yes,2
45364,AWS Solutions Architect,ProviderX,871,Beginner,446,12,0.44,Yes,2
45365,Azure Administrator,ProviderX,960,Intermediate,181,5,0.66,No,1
45366,TensorFlow Developer,ProviderX,673,Intermediate,238,7,0.52,No,4
45367,Google Cloud Engineer,ProviderX,669,Intermediate,97,2,0.19,No,5
45368,Google Cloud Engineer,ProviderX,870,Intermediate,390,8,0.06,No,2
45369,TensorFlow Developer,ProviderX,853,Advanced,76,3,0.6,No,4
45370,AWS Solutions Architect,ProviderX,961,Beginner,389,3,0.75,No,5
45371,TensorFlow Developer,ProviderX,367,Intermediate,382,4,0.95,No,5
45372,Azure Administrator,ProviderX,343,Intermediate,290,2,0.92,No,1
45373,Oracle Java SE,ProviderX,916,Beginner,82,12,0.42,Yes,2
45374,Oracle Java SE,ProviderX,214,Intermediate,442,3,0.63,Yes,5
45375,Oracle Java SE,ProviderX,606,Advanced,282,3,0.8,No,5
45376,Oracle Java SE,ProviderX,550,Intermediate,197,8,0.94,No,1
45377,Azure Administrator,ProviderX,776,Beginner,460,3,0.79,Yes,3
45378,TensorFlow Developer,ProviderX,388,Advanced,269,10,0.85,No,3
45379,TensorFlow Developer,ProviderX,559,Intermediate,190,1,0.18,Yes,2
45380,TensorFlow Developer,ProviderX,476,Advanced,374,12,0.8,No,2
45381,Google Cloud Engineer,ProviderX,736,Beginner,58,10,0.56,Yes,2
45382,Oracle Java SE,ProviderX,180,Intermediate,78,6,0.08,No,2
45383,Oracle Java SE,ProviderX,117,Advanced,183,6,0.31,No,5
45384,TensorFlow Developer,ProviderX,616,Beginner,62,11,1.0,No,5
45385,Oracle Java SE,ProviderX,739,Advanced,66,4,0.32,No,1
45386,AWS Solutions Architect,ProviderX,347,Advanced,434,10,0.92,Yes,1
45387,Google Cloud Engineer,ProviderX,426,Beginner,184,8,0.07,Yes,4
45388,Google Cloud Engineer,ProviderX,236,Beginner,117,4,0.2,No,2
45389,Google Cloud Engineer,ProviderX,657,Intermediate,56,2,0.77,Yes,1
45390,Google Cloud Engineer,ProviderX,760,Advanced,72,9,0.31,No,4
45391,AWS Solutions Architect,ProviderX,967,Advanced,170,11,0.93,No,5
45392,TensorFlow Developer,ProviderX,964,Intermediate,488,10,0.97,No,4
45393,Azure Administrator,ProviderX,798,Beginner,356,9,0.48,No,4
45394,Oracle Java SE,ProviderX,663,Advanced,189,11,0.11,Yes,5
45395,Google Cloud Engineer,ProviderX,262,Intermediate,218,3,0.25,No,3
45396,Azure Administrator,ProviderX,504,Beginner,56,3,0.27,No,4
45397,Google Cloud Engineer,ProviderX,63,Intermediate,216,10,0.16,No,3
45398,Oracle Java SE,ProviderX,94,Advanced,288,8,0.11,Yes,3
45399,Oracle Java SE,ProviderX,583,Beginner,136,6,0.92,No,4
45400,AWS Solutions Architect,ProviderX,542,Intermediate,486,7,0.83,No,4
45401,TensorFlow Developer,ProviderX,620,Intermediate,155,4,0.24,No,4
45402,TensorFlow Developer,ProviderX,543,Advanced,472,8,0.68,No,3
45403,Azure Administrator,ProviderX,481,Beginner,208,8,0.47,Yes,5
45404,AWS Solutions Architect,ProviderX,564,Beginner,333,1,0.12,Yes,1
45405,Google Cloud Engineer,ProviderX,144,Intermediate,274,7,0.06,Yes,3
45406,AWS Solutions Architect,ProviderX,696,Beginner,176,8,0.71,Yes,3
45407,AWS Solutions Architect,ProviderX,639,Advanced,113,2,0.86,Yes,2
45408,Azure Administrator,ProviderX,517,Advanced,78,12,0.55,Yes,4
45409,AWS Solutions Architect,ProviderX,807,Intermediate,364,7,0.49,No,1
45410,Azure Administrator,ProviderX,511,Advanced,187,3,0.72,Yes,2
45411,Oracle Java SE,ProviderX,734,Intermediate,139,9,0.08,Yes,5
45412,Oracle Java SE,ProviderX,59,Advanced,441,5,0.22,No,3
45413,Google Cloud Engineer,ProviderX,132,Beginner,288,6,0.98,Yes,5
45414,AWS Solutions Architect,ProviderX,537,Intermediate,103,7,0.0,Yes,1
45415,AWS Solutions Architect,ProviderX,609,Intermediate,232,6,0.5,Yes,5
45416,AWS Solutions Architect,ProviderX,395,Intermediate,103,3,0.72,No,1
45417,Azure Administrator,ProviderX,212,Intermediate,227,8,0.56,Yes,2
45418,Google Cloud Engineer,ProviderX,617,Intermediate,72,6,0.39,Yes,2
45419,Oracle Java SE,ProviderX,951,Intermediate,233,10,0.66,No,4
45420,Google Cloud Engineer,ProviderX,255,Advanced,265,6,0.18,Yes,4
45421,TensorFlow Developer,ProviderX,359,Beginner,433,1,0.6,No,2
45422,AWS Solutions Architect,ProviderX,664,Advanced,470,6,0.61,Yes,3
45423,AWS Solutions Architect,ProviderX,735,Beginner,366,4,0.35,Yes,5
45424,AWS Solutions Architect,ProviderX,860,Advanced,484,3,0.82,Yes,3
45425,Google Cloud Engineer,ProviderX,645,Beginner,282,4,0.67,No,4
45426,AWS Solutions Architect,ProviderX,140,Beginner,413,4,0.48,Yes,3
45427,Azure Administrator,ProviderX,458,Intermediate,107,5,0.55,No,1
45428,Azure Administrator,ProviderX,206,Beginner,243,1,0.8,No,5
45429,TensorFlow Developer,ProviderX,502,Intermediate,264,2,0.05,Yes,1
45430,Azure Administrator,ProviderX,57,Advanced,434,7,0.74,No,4
45431,AWS Solutions Architect,ProviderX,784,Intermediate,409,10,0.25,No,4
45432,TensorFlow Developer,ProviderX,22,Beginner,205,2,0.57,No,5
45433,Azure Administrator,ProviderX,588,Advanced,392,3,0.03,Yes,3
45434,Azure Administrator,ProviderX,927,Beginner,159,2,0.26,Yes,5
45435,AWS Solutions Architect,ProviderX,506,Intermediate,443,6,0.9,Yes,3
45436,AWS Solutions Architect,ProviderX,232,Intermediate,112,8,0.08,Yes,5
45437,AWS Solutions Architect,ProviderX,908,Beginner,435,1,0.02,No,5
45438,TensorFlow Developer,ProviderX,79,Beginner,264,4,0.63,No,4
45439,Azure Administrator,ProviderX,743,Intermediate,67,11,0.57,No,2
45440,TensorFlow Developer,ProviderX,605,Intermediate,377,9,0.28,No,1
45441,Oracle Java SE,ProviderX,404,Beginner,403,9,0.62,No,1
45442,AWS Solutions Architect,ProviderX,152,Intermediate,354,1,0.95,No,5
45443,TensorFlow Developer,ProviderX,192,Beginner,173,8,0.08,Yes,1
45444,Oracle Java SE,ProviderX,501,Beginner,139,11,0.13,Yes,3
45445,Oracle Java SE,ProviderX,347,Advanced,196,10,0.8,No,1
45446,Google Cloud Engineer,ProviderX,11,Advanced,177,5,0.8,Yes,2
45447,Google Cloud Engineer,ProviderX,143,Beginner,287,4,0.41,Yes,5
45448,TensorFlow Developer,ProviderX,500,Intermediate,454,12,0.67,Yes,2
45449,Azure Administrator,ProviderX,439,Advanced,243,5,0.28,Yes,2
45450,Oracle Java SE,ProviderX,119,Advanced,106,10,0.14,No,2
45451,AWS Solutions Architect,ProviderX,751,Advanced,261,3,0.59,No,1
45452,Oracle Java SE,ProviderX,186,Advanced,378,11,0.75,Yes,4
45453,Google Cloud Engineer,ProviderX,171,Intermediate,436,4,0.7,Yes,1
45454,Azure Administrator,ProviderX,535,Intermediate,314,7,0.47,Yes,2
45455,AWS Solutions Architect,ProviderX,240,Intermediate,137,6,0.07,No,5
45456,Azure Administrator,ProviderX,877,Intermediate,498,9,0.66,No,5
45457,Oracle Java SE,ProviderX,768,Beginner,466,3,0.85,Yes,3
45458,Google Cloud Engineer,ProviderX,383,Beginner,117,1,0.85,No,3
45459,Oracle Java SE,ProviderX,643,Advanced,140,5,0.46,No,1
45460,TensorFlow Developer,ProviderX,681,Beginner,382,2,0.4,Yes,4
45461,TensorFlow Developer,ProviderX,210,Intermediate,300,10,0.03,No,1
45462,TensorFlow Developer,ProviderX,4,Intermediate,193,1,0.5,No,2
45463,AWS Solutions Architect,ProviderX,815,Beginner,193,11,0.8,No,5
45464,Google Cloud Engineer,ProviderX,551,Advanced,254,5,0.84,Yes,4
45465,TensorFlow Developer,ProviderX,460,Advanced,163,4,0.19,Yes,1
45466,Azure Administrator,ProviderX,516,Intermediate,296,12,0.56,Yes,5
45467,Azure Administrator,ProviderX,944,Advanced,467,6,0.45,No,1
45468,TensorFlow Developer,ProviderX,115,Intermediate,352,8,0.32,No,1
45469,AWS Solutions Architect,ProviderX,463,Advanced,309,11,0.66,No,5
45470,AWS Solutions Architect,ProviderX,999,Intermediate,284,11,0.78,No,5
45471,AWS Solutions Architect,ProviderX,986,Advanced,225,4,0.55,No,1
45472,Google Cloud Engineer,ProviderX,824,Advanced,64,9,0.39,Yes,2
45473,Oracle Java SE,ProviderX,533,Beginner,338,10,0.41,No,2
45474,Oracle Java SE,ProviderX,603,Beginner,241,2,0.95,No,5
45475,AWS Solutions Architect,ProviderX,51,Advanced,357,9,0.43,No,1
45476,AWS Solutions Architect,ProviderX,634,Beginner,215,10,0.91,No,4
45477,TensorFlow Developer,ProviderX,686,Advanced,185,6,0.78,Yes,5
45478,AWS Solutions Architect,ProviderX,36,Intermediate,360,1,0.44,No,3
45479,Google Cloud Engineer,ProviderX,257,Intermediate,98,5,0.13,No,2
45480,Oracle Java SE,ProviderX,575,Advanced,411,12,0.27,Yes,5
45481,TensorFlow Developer,ProviderX,420,Intermediate,284,8,0.27,No,2
45482,AWS Solutions Architect,ProviderX,277,Intermediate,143,11,0.57,No,5
45483,AWS Solutions Architect,ProviderX,887,Intermediate,67,12,0.55,No,5
45484,Azure Administrator,ProviderX,840,Beginner,365,5,0.3,No,5
45485,AWS Solutions Architect,ProviderX,846,Beginner,224,11,0.27,No,3
45486,Oracle Java SE,ProviderX,1,Advanced,153,7,0.95,No,3
45487,Google Cloud Engineer,ProviderX,806,Beginner,307,6,0.25,No,3
45488,Oracle Java SE,ProviderX,605,Beginner,296,7,0.86,No,3
45489,AWS Solutions Architect,ProviderX,808,Advanced,190,2,0.06,Yes,4
45490,Azure Administrator,ProviderX,367,Beginner,183,5,0.8,Yes,2
45491,TensorFlow Developer,ProviderX,815,Advanced,481,8,0.06,Yes,4
45492,Google Cloud Engineer,ProviderX,407,Intermediate,457,2,0.46,No,2
45493,AWS Solutions Architect,ProviderX,762,Intermediate,215,10,0.82,Yes,4
45494,Oracle Java SE,ProviderX,96,Advanced,379,5,0.74,Yes,4
45495,Oracle Java SE,ProviderX,942,Advanced,419,12,0.76,Yes,3
45496,Oracle Java SE,ProviderX,368,Advanced,487,4,0.17,Yes,4
45497,Azure Administrator,ProviderX,180,Beginner,361,3,0.51,No,5
45498,TensorFlow Developer,ProviderX,528,Beginner,99,6,0.34,No,2
45499,TensorFlow Developer,ProviderX,154,Intermediate,398,4,0.99,Yes,1
45500,Google Cloud Engineer,ProviderX,224,Beginner,404,8,0.08,No,4
45501,AWS Solutions Architect,ProviderX,814,Advanced,295,5,0.67,Yes,4
45502,TensorFlow Developer,ProviderX,849,Intermediate,144,5,0.6,Yes,2
45503,Azure Administrator,ProviderX,528,Intermediate,492,11,0.47,Yes,4
45504,TensorFlow Developer,ProviderX,292,Beginner,240,5,0.44,Yes,5
45505,Oracle Java SE,ProviderX,308,Intermediate,296,4,0.62,No,1
45506,Google Cloud Engineer,ProviderX,838,Intermediate,347,11,0.05,Yes,2
45507,Azure Administrator,ProviderX,662,Intermediate,159,5,0.91,No,3
45508,Oracle Java SE,ProviderX,231,Beginner,155,8,0.5,Yes,2
45509,AWS Solutions Architect,ProviderX,788,Intermediate,123,8,0.93,No,1
45510,AWS Solutions Architect,ProviderX,85,Beginner,220,4,0.53,Yes,4
45511,Google Cloud Engineer,ProviderX,723,Intermediate,322,5,0.51,Yes,1
45512,Azure Administrator,ProviderX,200,Beginner,290,1,0.86,No,5
45513,TensorFlow Developer,ProviderX,686,Intermediate,430,1,0.98,No,2
45514,Oracle Java SE,ProviderX,583,Beginner,421,7,0.05,Yes,4
45515,Oracle Java SE,ProviderX,677,Advanced,407,3,0.93,Yes,5
45516,Azure Administrator,ProviderX,166,Beginner,491,10,0.66,Yes,3
45517,TensorFlow Developer,ProviderX,879,Advanced,389,7,0.68,Yes,5
45518,AWS Solutions Architect,ProviderX,925,Beginner,498,12,0.1,No,3
45519,Google Cloud Engineer,ProviderX,731,Beginner,496,11,0.43,Yes,2
45520,AWS Solutions Architect,ProviderX,282,Intermediate,186,12,0.03,No,5
45521,AWS Solutions Architect,ProviderX,746,Advanced,94,12,0.25,Yes,2
45522,Google Cloud Engineer,ProviderX,922,Advanced,322,4,0.77,Yes,4
45523,Google Cloud Engineer,ProviderX,357,Intermediate,479,5,0.25,Yes,3
45524,Google Cloud Engineer,ProviderX,419,Advanced,314,2,0.47,No,3
45525,Azure Administrator,ProviderX,740,Intermediate,185,8,0.58,No,4
45526,Azure Administrator,ProviderX,957,Intermediate,149,7,0.36,No,1
45527,TensorFlow Developer,ProviderX,999,Intermediate,354,12,0.25,Yes,5
45528,Azure Administrator,ProviderX,107,Beginner,179,6,0.93,No,5
45529,Google Cloud Engineer,ProviderX,260,Advanced,456,7,0.79,No,4
45530,Google Cloud Engineer,ProviderX,173,Advanced,267,8,0.79,No,4
45531,Oracle Java SE,ProviderX,108,Intermediate,321,12,0.14,Yes,3
45532,TensorFlow Developer,ProviderX,673,Advanced,467,2,0.22,Yes,5
45533,Azure Administrator,ProviderX,299,Beginner,257,4,0.91,No,1
45534,Google Cloud Engineer,ProviderX,985,Intermediate,213,8,0.67,No,2
45535,Azure Administrator,ProviderX,279,Advanced,283,2,0.95,No,5
45536,TensorFlow Developer,ProviderX,375,Advanced,252,6,0.61,No,4
45537,AWS Solutions Architect,ProviderX,351,Beginner,182,5,0.36,Yes,2
45538,Google Cloud Engineer,ProviderX,46,Intermediate,199,12,0.99,No,5
45539,Google Cloud Engineer,ProviderX,865,Intermediate,252,6,0.53,Yes,3
45540,TensorFlow Developer,ProviderX,410,Beginner,485,5,0.88,No,2
45541,Google Cloud Engineer,ProviderX,120,Intermediate,367,6,0.79,No,5
45542,AWS Solutions Architect,ProviderX,233,Beginner,299,8,0.93,No,4
45543,AWS Solutions Architect,ProviderX,103,Intermediate,59,12,0.82,Yes,1
45544,TensorFlow Developer,ProviderX,976,Advanced,140,10,0.68,Yes,3
45545,Google Cloud Engineer,ProviderX,842,Beginner,395,5,0.55,No,2
45546,AWS Solutions Architect,ProviderX,392,Intermediate,397,2,0.81,No,3
45547,Google Cloud Engineer,ProviderX,412,Advanced,204,12,0.26,No,3
45548,TensorFlow Developer,ProviderX,849,Beginner,400,12,0.91,Yes,3
45549,TensorFlow Developer,ProviderX,766,Advanced,469,4,0.83,No,5
45550,Google Cloud Engineer,ProviderX,416,Intermediate,319,8,0.07,Yes,2
45551,AWS Solutions Architect,ProviderX,670,Beginner,390,3,0.23,No,1
45552,Azure Administrator,ProviderX,279,Beginner,132,4,0.1,No,3
45553,AWS Solutions Architect,ProviderX,846,Beginner,75,4,0.24,Yes,3
45554,Oracle Java SE,ProviderX,451,Advanced,221,8,0.88,Yes,4
45555,Google Cloud Engineer,ProviderX,398,Beginner,325,3,0.71,Yes,1
45556,Oracle Java SE,ProviderX,341,Intermediate,182,12,0.22,Yes,3
45557,Azure Administrator,ProviderX,126,Intermediate,71,5,0.03,Yes,5
45558,Azure Administrator,ProviderX,136,Beginner,195,7,0.54,No,4
45559,Azure Administrator,ProviderX,934,Advanced,477,8,0.79,Yes,4
45560,AWS Solutions Architect,ProviderX,684,Beginner,116,6,0.59,No,4
45561,Azure Administrator,ProviderX,756,Intermediate,370,7,0.75,Yes,4
45562,Google Cloud Engineer,ProviderX,933,Advanced,466,2,0.22,No,1
45563,Google Cloud Engineer,ProviderX,946,Intermediate,158,10,0.76,Yes,4
45564,TensorFlow Developer,ProviderX,534,Beginner,296,2,0.26,No,3
45565,Google Cloud Engineer,ProviderX,317,Advanced,147,4,0.29,Yes,4
45566,TensorFlow Developer,ProviderX,494,Advanced,183,9,0.64,No,1
45567,Azure Administrator,ProviderX,893,Intermediate,361,6,0.51,Yes,3
45568,Oracle Java SE,ProviderX,5,Beginner,254,9,0.87,Yes,2
45569,Google Cloud Engineer,ProviderX,552,Intermediate,404,3,0.99,Yes,5
45570,AWS Solutions Architect,ProviderX,416,Intermediate,260,11,0.77,Yes,1
45571,Azure Administrator,ProviderX,281,Beginner,222,8,0.43,No,3
45572,AWS Solutions Architect,ProviderX,864,Intermediate,56,9,0.24,Yes,3
45573,Azure Administrator,ProviderX,787,Advanced,319,1,0.96,No,4
45574,TensorFlow Developer,ProviderX,556,Intermediate,313,2,0.37,No,2
45575,Oracle Java SE,ProviderX,135,Intermediate,298,3,0.62,No,3
45576,Azure Administrator,ProviderX,486,Beginner,283,12,0.69,Yes,3
45577,Google Cloud Engineer,ProviderX,329,Advanced,242,3,0.68,No,4
45578,Google Cloud Engineer,ProviderX,707,Advanced,50,11,0.21,Yes,3
45579,Oracle Java SE,ProviderX,612,Intermediate,233,3,0.51,No,4
45580,Google Cloud Engineer,ProviderX,227,Beginner,317,11,0.86,No,4
45581,Google Cloud Engineer,ProviderX,352,Intermediate,302,3,0.26,Yes,5
45582,Azure Administrator,ProviderX,39,Advanced,470,4,0.14,No,2
45583,Google Cloud Engineer,ProviderX,515,Advanced,193,3,0.6,No,1
45584,TensorFlow Developer,ProviderX,944,Intermediate,245,9,0.05,Yes,4
45585,Azure Administrator,ProviderX,124,Beginner,171,5,0.28,Yes,4
45586,Google Cloud Engineer,ProviderX,487,Intermediate,409,1,0.54,Yes,2
45587,TensorFlow Developer,ProviderX,794,Beginner,251,9,0.35,No,3
45588,Azure Administrator,ProviderX,852,Beginner,135,4,0.09,No,5
45589,TensorFlow Developer,ProviderX,257,Beginner,207,2,0.68,Yes,3
45590,Azure Administrator,ProviderX,26,Intermediate,105,8,0.78,No,2
45591,Google Cloud Engineer,ProviderX,600,Advanced,437,6,0.24,No,1
45592,AWS Solutions Architect,ProviderX,319,Advanced,446,7,0.26,Yes,3
45593,Google Cloud Engineer,ProviderX,652,Advanced,469,8,0.09,Yes,1
45594,AWS Solutions Architect,ProviderX,689,Beginner,244,3,0.35,No,2
45595,Oracle Java SE,ProviderX,337,Advanced,459,3,0.04,No,4
45596,AWS Solutions Architect,ProviderX,755,Advanced,401,4,0.35,No,4
45597,AWS Solutions Architect,ProviderX,872,Intermediate,343,8,0.31,Yes,3
45598,AWS Solutions Architect,ProviderX,447,Beginner,435,3,0.35,No,4
45599,TensorFlow Developer,ProviderX,78,Advanced,305,5,0.28,Yes,1
45600,TensorFlow Developer,ProviderX,49,Advanced,299,10,0.13,No,3
45601,TensorFlow Developer,ProviderX,464,Beginner,499,5,1.0,Yes,5
45602,Google Cloud Engineer,ProviderX,332,Beginner,423,10,0.53,Yes,3
45603,AWS Solutions Architect,ProviderX,152,Advanced,95,10,0.68,No,3
45604,TensorFlow Developer,ProviderX,203,Intermediate,93,11,0.89,No,5
45605,TensorFlow Developer,ProviderX,509,Intermediate,310,4,0.74,No,1
45606,Azure Administrator,ProviderX,127,Beginner,398,5,0.29,Yes,3
45607,Google Cloud Engineer,ProviderX,603,Beginner,287,3,0.58,Yes,2
45608,Oracle Java SE,ProviderX,693,Advanced,499,10,0.65,Yes,5
45609,Oracle Java SE,ProviderX,978,Advanced,397,4,0.81,Yes,1
45610,Oracle Java SE,ProviderX,550,Intermediate,153,2,0.27,No,5
45611,Azure Administrator,ProviderX,271,Intermediate,145,5,0.61,No,4
45612,Google Cloud Engineer,ProviderX,349,Advanced,68,10,0.71,No,5
45613,TensorFlow Developer,ProviderX,561,Advanced,166,7,0.78,No,3
45614,Google Cloud Engineer,ProviderX,922,Intermediate,496,5,0.74,No,2
45615,Azure Administrator,ProviderX,754,Intermediate,185,6,0.81,No,3
45616,Oracle Java SE,ProviderX,517,Advanced,199,1,0.78,Yes,1
45617,Google Cloud Engineer,ProviderX,873,Intermediate,438,6,0.79,Yes,2
45618,Oracle Java SE,ProviderX,391,Beginner,468,12,0.9,No,5
45619,AWS Solutions Architect,ProviderX,26,Intermediate,137,11,0.66,Yes,3
45620,TensorFlow Developer,ProviderX,492,Intermediate,476,7,0.24,Yes,2
45621,Oracle Java SE,ProviderX,179,Intermediate,271,6,0.51,Yes,3
45622,Google Cloud Engineer,ProviderX,587,Intermediate,368,5,0.72,No,2
45623,AWS Solutions Architect,ProviderX,774,Advanced,338,12,0.27,Yes,5
45624,TensorFlow Developer,ProviderX,175,Advanced,413,3,0.95,No,1
45625,Google Cloud Engineer,ProviderX,208,Intermediate,71,1,0.78,Yes,2
45626,Azure Administrator,ProviderX,184,Intermediate,409,10,0.28,Yes,4
45627,AWS Solutions Architect,ProviderX,851,Advanced,231,11,0.34,Yes,5
45628,AWS Solutions Architect,ProviderX,566,Advanced,461,4,0.95,Yes,1
45629,Azure Administrator,ProviderX,505,Intermediate,264,5,0.5,Yes,3
45630,TensorFlow Developer,ProviderX,291,Advanced,120,11,0.68,Yes,4
45631,AWS Solutions Architect,ProviderX,743,Advanced,265,2,0.68,No,5
45632,Azure Administrator,ProviderX,503,Intermediate,434,6,0.21,No,4
45633,AWS Solutions Architect,ProviderX,481,Beginner,187,4,0.82,No,5
45634,Google Cloud Engineer,ProviderX,777,Intermediate,107,8,0.83,No,5
45635,TensorFlow Developer,ProviderX,52,Beginner,140,9,1.0,Yes,5
45636,Azure Administrator,ProviderX,254,Intermediate,205,9,0.45,Yes,2
45637,TensorFlow Developer,ProviderX,383,Intermediate,491,6,0.85,Yes,5
45638,AWS Solutions Architect,ProviderX,187,Advanced,98,11,0.29,No,4
45639,TensorFlow Developer,ProviderX,991,Beginner,496,5,0.23,No,3
45640,Oracle Java SE,ProviderX,416,Beginner,372,5,0.71,No,5
45641,Oracle Java SE,ProviderX,810,Advanced,238,6,0.92,Yes,3
45642,TensorFlow Developer,ProviderX,70,Beginner,480,5,0.5,No,2
45643,TensorFlow Developer,ProviderX,511,Intermediate,266,1,0.02,No,1
45644,Azure Administrator,ProviderX,605,Beginner,255,12,0.74,No,1
45645,Google Cloud Engineer,ProviderX,544,Advanced,245,6,0.39,Yes,2
45646,Google Cloud Engineer,ProviderX,291,Beginner,372,7,0.93,No,5
45647,Google Cloud Engineer,ProviderX,261,Intermediate,68,11,0.86,No,5
45648,Oracle Java SE,ProviderX,567,Beginner,461,11,0.0,Yes,3
45649,AWS Solutions Architect,ProviderX,938,Advanced,191,4,0.29,No,4
45650,Oracle Java SE,ProviderX,152,Intermediate,191,5,0.61,Yes,2
45651,Google Cloud Engineer,ProviderX,520,Intermediate,245,3,0.34,Yes,4
45652,Google Cloud Engineer,ProviderX,603,Intermediate,490,3,0.69,Yes,2
45653,Azure Administrator,ProviderX,534,Intermediate,301,6,0.5,No,1
45654,Google Cloud Engineer,ProviderX,196,Intermediate,334,12,0.54,No,5
45655,AWS Solutions Architect,ProviderX,89,Intermediate,256,9,0.54,Yes,2
45656,Google Cloud Engineer,ProviderX,97,Intermediate,59,5,0.4,No,4
45657,AWS Solutions Architect,ProviderX,736,Beginner,436,1,0.99,No,5
45658,Oracle Java SE,ProviderX,491,Beginner,57,7,0.49,Yes,1
45659,Azure Administrator,ProviderX,754,Intermediate,162,5,0.51,Yes,1
