indicator_id,phrase_pattern,soft_skill_type,weight,polarity,confidence_score
36406,managed deadlines,Teamwork,0.64,positive,0.77
36407,managed deadlines,Communication,0.9,positive,0.92
36408,managed deadlines,Communication,0.26,positive,0.68
36409,managed deadlines,Problem Solving,0.37,negative,0.72
36410,communicated effectively,Leadership,0.11,positive,0.63
36411,managed deadlines,Leadership,0.62,positive,0.82
36412,handled pressure,Adaptability,0.55,positive,0.62
36413,collaborated with team,Problem Solving,0.5,positive,0.94
36414,managed deadlines,Teamwork,0.73,positive,0.68
36415,collaborated with team,Leadership,0.4,negative,0.89
36416,collaborated with team,Teamwork,0.2,negative,0.93
36417,managed deadlines,Leadership,0.09,negative,0.99
36418,collaborated with team,Adaptability,0.82,positive,0.89
36419,managed deadlines,Adaptability,0.03,negative,0.93
36420,resolved conflicts,Adaptability,0.97,positive,0.73
36421,resolved conflicts,Problem Solving,0.78,negative,0.68
36422,communicated effectively,Leadership,0.32,positive,0.93
36423,collaborated with team,Leadership,0.19,negative,0.95
36424,managed deadlines,Teamwork,0.01,positive,0.61
36425,resolved conflicts,Teamwork,0.31,positive,0.94
36426,managed deadlines,Leadership,0.47,negative,0.99
36427,resolved conflicts,Leadership,0.78,negative,0.74
36428,managed deadlines,Communication,0.19,negative,0.76
36429,communicated effectively,Communication,0.22,negative,0.86
36430,managed deadlines,Problem Solving,0.66,negative,0.84
36431,handled pressure,Communication,0.93,negative,0.71
36432,handled pressure,Leadership,0.34,negative,0.68
36433,managed deadlines,Communication,0.18,negative,0.77
36434,collaborated with team,Adaptability,0.14,positive,0.95
36435,collaborated with team,Teamwork,0.59,negative,0.65
36436,collaborated with team,Adaptability,0.86,positive,0.95
36437,resolved conflicts,Problem Solving,0.01,positive,0.71
36438,resolved conflicts,Problem Solving,0.58,positive,0.9
36439,handled pressure,Teamwork,0.18,negative,0.97
36440,communicated effectively,Teamwork,0.3,positive,0.63
36441,communicated effectively,Leadership,0.97,negative,0.85
36442,collaborated with team,Problem Solving,0.24,positive,0.74
36443,handled pressure,Adaptability,0.14,negative,0.73
36444,handled pressure,Adaptability,0.26,positive,0.68
36445,resolved conflicts,Leadership,0.12,positive,0.93
36446,resolved conflicts,Leadership,0.07,negative,0.88
36447,resolved conflicts,Communication,0.72,negative,0.72
36448,resolved conflicts,Problem Solving,0.3,negative,0.88
36449,communicated effectively,Leadership,0.95,negative,0.72
36450,handled pressure,Adaptability,0.73,positive,0.96
36451,handled pressure,Adaptability,0.87,positive,0.92
36452,communicated effectively,Problem Solving,0.01,negative,0.95
36453,collaborated with team,Problem Solving,0.54,negative,0.81
36454,resolved conflicts,Leadership,0.0,positive,0.99
36455,handled pressure,Teamwork,0.49,negative,0.62
36456,resolved conflicts,Problem Solving,0.04,positive,0.69
36457,collaborated with team,Adaptability,0.0,positive,0.67
36458,collaborated with team,Problem Solving,0.08,positive,0.99
36459,managed deadlines,Communication,0.11,positive,0.79
36460,collaborated with team,Leadership,0.78,positive,0.78
36461,collaborated with team,Leadership,0.21,negative,0.72
36462,resolved conflicts,Teamwork,0.39,negative,0.63
36463,managed deadlines,Problem Solving,0.16,positive,0.72
36464,collaborated with team,Leadership,0.25,positive,0.77
36465,resolved conflicts,Adaptability,0.65,negative,0.91
36466,collaborated with team,Communication,0.81,negative,0.6
36467,communicated effectively,Adaptability,0.89,negative,0.98
36468,collaborated with team,Leadership,0.96,positive,0.97
36469,communicated effectively,Teamwork,0.73,negative,0.7
36470,communicated effectively,Problem Solving,0.84,negative,0.79
36471,collaborated with team,Leadership,0.57,positive,0.61
36472,collaborated with team,Communication,0.27,positive,0.71
36473,handled pressure,Adaptability,0.46,negative,0.64
36474,collaborated with team,Communication,0.18,positive,0.98
36475,collaborated with team,Leadership,0.47,positive,0.63
36476,communicated effectively,Problem Solving,0.48,positive,0.89
36477,communicated effectively,Teamwork,0.64,positive,0.63
36478,resolved conflicts,Leadership,0.37,negative,0.86
36479,resolved conflicts,Leadership,0.33,positive,0.76
36480,handled pressure,Problem Solving,0.23,negative,0.86
36481,collaborated with team,Teamwork,0.82,positive,0.69
36482,managed deadlines,Leadership,0.9,positive,0.63
36483,managed deadlines,Teamwork,0.49,negative,0.98
36484,resolved conflicts,Communication,0.76,negative,0.6
36485,resolved conflicts,Adaptability,0.91,negative,0.83
36486,resolved conflicts,Problem Solving,0.2,positive,0.61
36487,managed deadlines,Communication,0.08,negative,0.67
36488,collaborated with team,Teamwork,0.0,positive,0.68
36489,resolved conflicts,Leadership,0.36,positive,0.81
36490,resolved conflicts,Problem Solving,0.66,positive,0.91
36491,collaborated with team,Problem Solving,0.8,negative,0.92
36492,handled pressure,Adaptability,0.23,negative,0.92
36493,managed deadlines,Problem Solving,0.81,negative,0.64
36494,managed deadlines,Teamwork,0.31,positive,0.96
36495,handled pressure,Leadership,0.12,positive,0.93
36496,resolved conflicts,Communication,0.75,positive,0.63
36497,collaborated with team,Problem Solving,0.34,positive,0.67
36498,handled pressure,Leadership,0.04,negative,0.94
36499,managed deadlines,Leadership,0.65,positive,0.88
36500,managed deadlines,Leadership,0.11,positive,0.84
36501,resolved conflicts,Leadership,0.24,negative,0.83
36502,collaborated with team,Teamwork,0.53,negative,0.73
36503,communicated effectively,Teamwork,0.16,positive,0.76
36504,managed deadlines,Problem Solving,0.22,negative,0.87
36505,resolved conflicts,Adaptability,0.18,negative,0.8
36506,resolved conflicts,Leadership,0.94,positive,0.89
36507,handled pressure,Leadership,0.29,negative,0.81
36508,handled pressure,Communication,0.35,positive,0.98
36509,managed deadlines,Teamwork,0.11,positive,0.71
36510,handled pressure,Teamwork,0.52,positive,0.95
36511,communicated effectively,Leadership,0.62,positive,0.86
36512,communicated effectively,Teamwork,0.67,positive,0.9
36513,communicated effectively,Leadership,0.99,negative,0.8
36514,collaborated with team,Problem Solving,0.87,negative,0.89
36515,resolved conflicts,Communication,0.96,negative,0.93
36516,resolved conflicts,Problem Solving,0.34,negative,0.72
36517,managed deadlines,Communication,0.08,negative,0.89
36518,handled pressure,Problem Solving,0.95,negative,0.76
36519,collaborated with team,Teamwork,0.31,positive,0.88
36520,resolved conflicts,Communication,0.15,negative,0.82
36521,resolved conflicts,Problem Solving,0.85,negative,0.67
36522,handled pressure,Communication,0.29,positive,0.93
36523,managed deadlines,Leadership,0.38,negative,0.88
36524,collaborated with team,Communication,0.63,negative,0.69
36525,communicated effectively,Teamwork,0.03,positive,0.9
36526,collaborated with team,Teamwork,0.7,positive,0.76
36527,handled pressure,Problem Solving,0.64,negative,0.82
36528,communicated effectively,Teamwork,0.26,positive,0.82
36529,handled pressure,Teamwork,0.36,negative,0.92
36530,communicated effectively,Communication,0.51,negative,0.95
36531,managed deadlines,Leadership,0.78,negative,0.79
36532,handled pressure,Adaptability,0.59,negative,0.66
36533,resolved conflicts,Teamwork,0.8,negative,0.68
36534,managed deadlines,Teamwork,0.1,positive,0.92
36535,communicated effectively,Teamwork,0.92,negative,0.92
36536,handled pressure,Teamwork,0.99,negative,0.95
36537,handled pressure,Leadership,0.43,positive,0.84
36538,handled pressure,Communication,0.72,negative,0.72
36539,communicated effectively,Adaptability,0.5,negative,0.68
36540,collaborated with team,Leadership,0.7,negative,0.7
36541,communicated effectively,Teamwork,0.36,positive,0.73
36542,collaborated with team,Communication,0.45,positive,0.93
36543,collaborated with team,Problem Solving,0.04,negative,0.65
36544,resolved conflicts,Leadership,0.6,positive,0.83
36545,resolved conflicts,Adaptability,0.05,negative,0.95
36546,collaborated with team,Leadership,0.6,positive,0.88
36547,managed deadlines,Communication,0.72,positive,0.93
36548,communicated effectively,Adaptability,0.25,positive,0.94
36549,resolved conflicts,Adaptability,0.34,positive,0.65
36550,handled pressure,Adaptability,0.31,negative,0.71
36551,handled pressure,Leadership,0.59,negative,0.77
36552,resolved conflicts,Problem Solving,0.64,positive,0.88
36553,handled pressure,Adaptability,0.52,positive,0.61
36554,resolved conflicts,Leadership,0.86,positive,0.83
36555,handled pressure,Problem Solving,0.35,negative,0.81
36556,managed deadlines,Problem Solving,0.67,negative,0.92
36557,communicated effectively,Adaptability,0.43,negative,0.76
36558,resolved conflicts,Communication,0.73,negative,0.9
36559,handled pressure,Communication,0.04,positive,0.71
36560,collaborated with team,Communication,0.77,positive,0.89
36561,collaborated with team,Teamwork,0.08,positive,0.96
36562,managed deadlines,Communication,0.48,positive,0.67
36563,resolved conflicts,Problem Solving,0.61,positive,0.88
36564,handled pressure,Teamwork,0.99,negative,0.99
36565,collaborated with team,Communication,0.56,negative,0.72
36566,communicated effectively,Leadership,0.45,negative,0.91
36567,resolved conflicts,Leadership,0.09,negative,0.84
36568,communicated effectively,Problem Solving,0.21,negative,0.62
36569,collaborated with team,Communication,0.47,negative,0.71
36570,resolved conflicts,Adaptability,0.87,positive,0.78
36571,handled pressure,Adaptability,0.99,negative,0.84
36572,resolved conflicts,Communication,0.23,negative,0.85
36573,communicated effectively,Teamwork,0.68,positive,0.8
36574,handled pressure,Adaptability,0.1,negative,0.93
36575,collaborated with team,Communication,0.95,negative,0.99
36576,managed deadlines,Teamwork,0.84,negative,0.79
36577,handled pressure,Adaptability,0.7,negative,0.89
36578,resolved conflicts,Adaptability,0.71,negative,0.63
36579,resolved conflicts,Teamwork,0.0,positive,0.71
36580,handled pressure,Adaptability,0.7,negative,0.85
36581,collaborated with team,Problem Solving,0.76,negative,0.77
36582,communicated effectively,Leadership,0.92,negative,0.77
36583,collaborated with team,Communication,0.25,positive,0.63
36584,communicated effectively,Communication,0.8,positive,0.88
36585,communicated effectively,Communication,0.28,negative,0.81
36586,managed deadlines,Teamwork,0.77,positive,0.68
36587,collaborated with team,Problem Solving,0.88,positive,0.94
36588,resolved conflicts,Communication,0.29,positive,0.99
36589,resolved conflicts,Adaptability,0.65,positive,0.9
36590,managed deadlines,Adaptability,0.57,negative,0.7
36591,communicated effectively,Teamwork,0.99,positive,0.85
36592,communicated effectively,Adaptability,0.16,positive,0.65
36593,collaborated with team,Leadership,0.15,negative,0.99
36594,collaborated with team,Leadership,0.68,negative,0.82
36595,managed deadlines,Communication,0.94,negative,0.65
36596,resolved conflicts,Problem Solving,0.8,negative,0.87
36597,managed deadlines,Leadership,0.1,positive,0.83
36598,resolved conflicts,Problem Solving,0.87,negative,0.99
36599,communicated effectively,Problem Solving,0.62,positive,0.71
36600,collaborated with team,Adaptability,0.57,negative,0.8
36601,collaborated with team,Teamwork,0.5,negative,0.61
36602,handled pressure,Problem Solving,0.24,negative,0.72
36603,handled pressure,Adaptability,0.18,negative,0.65
36604,handled pressure,Communication,0.78,positive,0.73
36605,communicated effectively,Communication,0.58,negative,0.78
36606,resolved conflicts,Communication,0.11,negative,0.94
36607,resolved conflicts,Adaptability,0.57,negative,0.7
36608,communicated effectively,Adaptability,0.21,negative,0.98
36609,handled pressure,Problem Solving,1.0,negative,0.86
36610,collaborated with team,Leadership,0.79,negative,0.76
36611,communicated effectively,Communication,0.23,negative,0.85
36612,managed deadlines,Teamwork,0.7,negative,0.62
36613,managed deadlines,Leadership,0.34,negative,0.84
36614,managed deadlines,Adaptability,0.62,negative,0.88
36615,collaborated with team,Problem Solving,0.25,positive,0.92
36616,handled pressure,Teamwork,0.54,positive,0.7
36617,collaborated with team,Adaptability,0.03,positive,0.67
36618,collaborated with team,Adaptability,0.34,positive,0.65
36619,communicated effectively,Communication,0.26,positive,0.77
36620,resolved conflicts,Communication,0.24,negative,0.73
36621,managed deadlines,Teamwork,0.41,positive,0.7
36622,resolved conflicts,Leadership,0.26,negative,0.79
36623,resolved conflicts,Teamwork,0.09,positive,0.64
36624,collaborated with team,Leadership,0.47,negative,0.73
36625,resolved conflicts,Problem Solving,0.05,positive,0.86
36626,handled pressure,Teamwork,0.34,negative,0.88
36627,collaborated with team,Adaptability,0.83,positive,0.96
36628,communicated effectively,Adaptability,0.62,negative,0.82
36629,resolved conflicts,Communication,0.37,positive,0.68
36630,collaborated with team,Leadership,0.72,positive,0.95
36631,collaborated with team,Leadership,0.34,negative,0.79
36632,managed deadlines,Adaptability,0.46,negative,0.66
36633,managed deadlines,Adaptability,0.81,negative,0.88
36634,handled pressure,Teamwork,0.06,negative,0.83
36635,collaborated with team,Communication,0.4,positive,0.67
36636,managed deadlines,Problem Solving,0.39,negative,0.9
36637,collaborated with team,Communication,0.54,negative,0.94
36638,handled pressure,Communication,0.38,positive,0.65
36639,handled pressure,Teamwork,0.98,positive,0.98
36640,collaborated with team,Adaptability,0.76,negative,0.91
36641,resolved conflicts,Leadership,0.56,negative,0.98
36642,collaborated with team,Problem Solving,0.91,positive,0.71
36643,managed deadlines,Leadership,0.61,negative,0.97
36644,resolved conflicts,Problem Solving,0.56,positive,0.78
36645,communicated effectively,Communication,0.56,positive,0.78
36646,communicated effectively,Problem Solving,0.45,negative,0.77
36647,handled pressure,Problem Solving,0.14,positive,0.69
36648,collaborated with team,Leadership,0.16,positive,0.75
36649,collaborated with team,Teamwork,0.41,negative,0.91
36650,handled pressure,Teamwork,0.63,negative,0.84
36651,handled pressure,Communication,0.6,positive,0.61
36652,handled pressure,Communication,0.81,positive,0.64
36653,collaborated with team,Problem Solving,0.71,negative,0.81
36654,managed deadlines,Problem Solving,0.27,positive,0.98
36655,collaborated with team,Adaptability,0.51,negative,0.98
36656,resolved conflicts,Problem Solving,0.68,positive,0.83
36657,communicated effectively,Leadership,0.6,negative,0.92
36658,communicated effectively,Leadership,0.49,positive,0.96
36659,resolved conflicts,Leadership,0.17,negative,0.88
36660,collaborated with team,Problem Solving,0.6,positive,0.79
36661,handled pressure,Teamwork,0.43,negative,0.6
36662,managed deadlines,Problem Solving,0.05,negative,0.97
36663,collaborated with team,Teamwork,0.96,negative,0.69
36664,handled pressure,Leadership,0.2,positive,0.63
36665,collaborated with team,Leadership,0.66,positive,0.72
36666,resolved conflicts,Teamwork,0.9,positive,0.86
36667,managed deadlines,Problem Solving,0.54,negative,0.63
36668,resolved conflicts,Teamwork,0.83,negative,0.83
36669,collaborated with team,Adaptability,0.9,positive,0.88
36670,managed deadlines,Communication,0.06,negative,0.94
36671,communicated effectively,Adaptability,0.24,negative,0.93
36672,collaborated with team,Problem Solving,0.21,positive,0.71
36673,collaborated with team,Adaptability,0.57,negative,0.62
36674,handled pressure,Teamwork,0.53,positive,0.84
36675,collaborated with team,Adaptability,0.78,positive,0.97
36676,communicated effectively,Communication,0.8,negative,0.79
36677,communicated effectively,Adaptability,0.54,negative,0.61
36678,managed deadlines,Communication,0.87,positive,0.73
36679,resolved conflicts,Adaptability,0.79,positive,0.61
36680,communicated effectively,Communication,0.88,negative,0.72
36681,handled pressure,Adaptability,0.19,positive,0.68
36682,communicated effectively,Teamwork,0.25,positive,0.71
36683,collaborated with team,Problem Solving,0.35,negative,0.85
36684,communicated effectively,Adaptability,0.16,positive,0.69
36685,communicated effectively,Leadership,0.98,negative,0.87
36686,resolved conflicts,Problem Solving,0.79,negative,0.86
36687,communicated effectively,Adaptability,0.53,positive,0.73
36688,managed deadlines,Adaptability,0.8,negative,0.96
36689,collaborated with team,Leadership,0.28,positive,0.88
36690,handled pressure,Leadership,0.2,positive,0.81
36691,handled pressure,Adaptability,0.72,positive,0.66
36692,resolved conflicts,Communication,0.53,positive,0.82
36693,communicated effectively,Teamwork,0.49,positive,0.83
36694,communicated effectively,Leadership,0.92,positive,0.64
36695,managed deadlines,Problem Solving,0.08,negative,0.9
36696,managed deadlines,Teamwork,0.78,positive,0.62
36697,resolved conflicts,Communication,0.51,negative,0.81
36698,collaborated with team,Teamwork,0.52,negative,0.8
36699,collaborated with team,Leadership,0.77,negative,0.63
36700,managed deadlines,Communication,0.63,negative,0.98
36701,handled pressure,Problem Solving,0.97,positive,0.65
36702,handled pressure,Problem Solving,0.36,positive,0.97
36703,communicated effectively,Leadership,0.63,negative,0.82
36704,handled pressure,Communication,0.19,negative,0.61
36705,resolved conflicts,Adaptability,0.65,positive,0.89
36706,resolved conflicts,Adaptability,0.79,negative,0.98
36707,communicated effectively,Problem Solving,0.82,positive,0.93
36708,communicated effectively,Adaptability,0.99,negative,0.76
36709,managed deadlines,Adaptability,0.61,negative,0.89
36710,collaborated with team,Communication,0.72,negative,0.64
36711,communicated effectively,Teamwork,0.1,positive,0.64
36712,resolved conflicts,Problem Solving,0.99,negative,0.71
36713,communicated effectively,Adaptability,0.11,negative,0.78
36714,handled pressure,Teamwork,0.26,negative,0.78
36715,managed deadlines,Adaptability,0.06,negative,0.71
36716,collaborated with team,Adaptability,0.26,negative,0.74
36717,managed deadlines,Adaptability,0.43,positive,0.84
36718,communicated effectively,Leadership,0.84,positive,0.65
36719,handled pressure,Communication,0.76,negative,0.88
36720,resolved conflicts,Adaptability,0.98,positive,0.83
36721,communicated effectively,Adaptability,0.01,positive,0.61
36722,collaborated with team,Leadership,0.11,positive,0.73
36723,managed deadlines,Teamwork,0.37,positive,0.68
36724,collaborated with team,Communication,0.17,negative,0.76
36725,handled pressure,Teamwork,0.25,negative,0.9
36726,handled pressure,Problem Solving,0.88,negative,0.79
36727,resolved conflicts,Problem Solving,0.28,negative,0.62
36728,communicated effectively,Leadership,0.56,positive,0.96
36729,resolved conflicts,Leadership,0.57,negative,0.9
36730,managed deadlines,Adaptability,0.15,negative,0.75
36731,communicated effectively,Teamwork,0.39,positive,0.91
36732,handled pressure,Problem Solving,0.54,negative,0.76
36733,communicated effectively,Adaptability,0.77,negative,0.69
36734,collaborated with team,Leadership,0.39,positive,0.92
36735,collaborated with team,Adaptability,0.42,negative,0.82
36736,managed deadlines,Problem Solving,0.44,negative,0.92
36737,resolved conflicts,Leadership,0.22,positive,0.67
36738,communicated effectively,Problem Solving,0.26,positive,0.84
36739,collaborated with team,Teamwork,0.13,negative,0.71
36740,collaborated with team,Leadership,0.01,negative,0.83
36741,resolved conflicts,Communication,0.4,positive,0.74
36742,communicated effectively,Problem Solving,0.53,negative,0.87
36743,managed deadlines,Adaptability,0.52,positive,0.67
36744,handled pressure,Teamwork,0.78,positive,0.85
36745,communicated effectively,Adaptability,0.7,negative,0.71
36746,managed deadlines,Communication,0.71,negative,0.84
36747,collaborated with team,Teamwork,0.14,negative,0.83
36748,collaborated with team,Leadership,0.78,positive,0.75
36749,collaborated with team,Problem Solving,0.63,negative,0.85
36750,handled pressure,Adaptability,0.09,negative,0.99
36751,resolved conflicts,Teamwork,0.18,negative,0.66
36752,managed deadlines,Leadership,0.29,negative,0.96
36753,managed deadlines,Problem Solving,0.41,positive,0.83
36754,communicated effectively,Problem Solving,0.38,positive,0.99
36755,resolved conflicts,Communication,0.05,negative,0.72
36756,collaborated with team,Adaptability,0.45,negative,0.67
36757,managed deadlines,Teamwork,0.59,positive,0.88
36758,communicated effectively,Communication,0.51,negative,0.75
36759,handled pressure,Problem Solving,0.54,positive,0.93
36760,handled pressure,Communication,0.17,positive,0.93
36761,communicated effectively,Problem Solving,0.76,positive,0.81
36762,resolved conflicts,Communication,0.6,positive,0.86
36763,resolved conflicts,Communication,0.14,positive,0.71
36764,resolved conflicts,Problem Solving,0.67,positive,0.74
36765,managed deadlines,Problem Solving,0.66,positive,0.98
36766,handled pressure,Communication,0.95,negative,0.66
36767,collaborated with team,Leadership,0.77,negative,0.67
36768,communicated effectively,Adaptability,0.48,negative,0.75
36769,communicated effectively,Problem Solving,0.87,negative,0.91
36770,communicated effectively,Problem Solving,0.53,positive,0.94
36771,communicated effectively,Teamwork,0.4,negative,0.94
36772,collaborated with team,Teamwork,0.2,positive,0.63
36773,communicated effectively,Problem Solving,0.78,positive,0.75
36774,handled pressure,Leadership,0.81,positive,0.88
36775,handled pressure,Teamwork,0.45,positive,0.64
36776,collaborated with team,Teamwork,0.52,negative,0.64
36777,collaborated with team,Leadership,0.45,negative,0.86
36778,collaborated with team,Communication,0.22,negative,0.63
36779,handled pressure,Teamwork,0.85,negative,0.75
36780,collaborated with team,Adaptability,0.42,positive,0.68
36781,resolved conflicts,Communication,0.68,negative,0.64
36782,resolved conflicts,Communication,0.62,negative,0.79
36783,communicated effectively,Problem Solving,0.69,positive,0.62
36784,managed deadlines,Leadership,0.24,negative,0.8
36785,managed deadlines,Problem Solving,0.17,negative,0.7
36786,collaborated with team,Teamwork,0.51,positive,0.88
36787,managed deadlines,Leadership,0.55,positive,0.98
36788,managed deadlines,Adaptability,0.18,negative,0.81
36789,handled pressure,Problem Solving,0.95,positive,0.68
36790,resolved conflicts,Leadership,0.91,negative,0.69
36791,communicated effectively,Teamwork,0.3,negative,0.68
36792,collaborated with team,Teamwork,0.12,negative,0.83
36793,managed deadlines,Problem Solving,0.41,negative,0.91
36794,handled pressure,Adaptability,0.61,positive,0.78
36795,handled pressure,Adaptability,0.34,negative,0.87
36796,resolved conflicts,Communication,0.74,negative,0.84
36797,handled pressure,Leadership,0.65,positive,0.95
36798,collaborated with team,Problem Solving,0.3,positive,0.88
36799,managed deadlines,Adaptability,0.63,negative,0.98
36800,resolved conflicts,Communication,0.5,positive,0.92
36801,managed deadlines,Problem Solving,0.36,positive,0.64
36802,handled pressure,Problem Solving,0.05,positive,0.66
36803,collaborated with team,Communication,0.24,positive,0.63
36804,collaborated with team,Leadership,0.1,positive,0.61
36805,resolved conflicts,Adaptability,0.81,positive,0.83
36806,communicated effectively,Adaptability,0.77,negative,0.73
36807,handled pressure,Adaptability,0.75,negative,0.7
36808,communicated effectively,Problem Solving,0.56,positive,0.63
36809,resolved conflicts,Adaptability,0.72,positive,0.86
36810,communicated effectively,Communication,0.25,positive,0.88
36811,collaborated with team,Adaptability,0.37,positive,0.89
36812,managed deadlines,Teamwork,0.26,negative,0.65
36813,resolved conflicts,Teamwork,0.68,negative,0.88
36814,managed deadlines,Problem Solving,0.45,negative,0.63
36815,collaborated with team,Leadership,0.35,positive,0.61
36816,handled pressure,Teamwork,0.8,positive,0.78
36817,managed deadlines,Leadership,0.23,positive,0.67
36818,handled pressure,Communication,0.5,positive,0.82
36819,collaborated with team,Problem Solving,0.92,negative,0.86
36820,handled pressure,Adaptability,0.48,positive,0.86
36821,collaborated with team,Problem Solving,0.4,negative,0.79
36822,managed deadlines,Communication,0.15,positive,0.95
36823,handled pressure,Communication,0.55,negative,0.79
36824,communicated effectively,Communication,0.44,positive,0.82
36825,managed deadlines,Problem Solving,0.53,positive,0.75
36826,resolved conflicts,Leadership,0.36,negative,0.81
36827,managed deadlines,Adaptability,0.54,negative,0.62
36828,communicated effectively,Teamwork,0.86,positive,0.6
36829,collaborated with team,Leadership,0.67,positive,0.64
36830,resolved conflicts,Problem Solving,0.45,positive,0.87
36831,resolved conflicts,Leadership,0.18,positive,0.84
36832,managed deadlines,Teamwork,0.33,negative,0.76
36833,collaborated with team,Leadership,0.36,positive,0.62
36834,collaborated with team,Problem Solving,0.57,positive,0.92
36835,managed deadlines,Adaptability,0.45,negative,0.76
36836,resolved conflicts,Problem Solving,0.09,positive,0.64
36837,handled pressure,Teamwork,0.51,negative,0.99
36838,communicated effectively,Teamwork,0.77,positive,0.83
36839,collaborated with team,Leadership,0.16,positive,0.93
36840,managed deadlines,Communication,0.45,positive,0.82
36841,handled pressure,Communication,0.08,positive,0.84
36842,communicated effectively,Communication,0.3,negative,0.97
36843,managed deadlines,Communication,0.41,negative,0.89
36844,collaborated with team,Teamwork,0.72,negative,0.98
36845,collaborated with team,Leadership,0.43,positive,0.97
36846,resolved conflicts,Teamwork,0.73,positive,0.93
36847,collaborated with team,Teamwork,0.05,negative,0.87
36848,resolved conflicts,Problem Solving,0.92,negative,0.75
36849,collaborated with team,Teamwork,0.42,positive,0.84
36850,collaborated with team,Communication,0.77,positive,0.71
36851,handled pressure,Leadership,0.92,positive,0.65
36852,managed deadlines,Leadership,0.52,negative,0.94
36853,managed deadlines,Adaptability,0.69,negative,0.65
36854,handled pressure,Teamwork,0.48,negative,0.78
36855,handled pressure,Communication,0.23,positive,0.66
36856,collaborated with team,Teamwork,0.09,positive,0.7
36857,managed deadlines,Problem Solving,0.2,negative,0.82
36858,resolved conflicts,Communication,0.02,positive,0.81
36859,communicated effectively,Teamwork,0.44,negative,0.94
36860,collaborated with team,Problem Solving,0.08,negative,0.69
36861,collaborated with team,Teamwork,0.58,negative,0.98
36862,managed deadlines,Teamwork,0.09,positive,0.94
36863,communicated effectively,Leadership,0.89,negative,0.84
36864,managed deadlines,Teamwork,0.97,positive,0.97
36865,communicated effectively,Teamwork,0.98,negative,0.83
36866,managed deadlines,Communication,0.92,negative,0.78
36867,managed deadlines,Leadership,0.27,negative,0.85
36868,handled pressure,Communication,0.3,negative,0.85
36869,managed deadlines,Adaptability,0.16,negative,0.92
36870,managed deadlines,Problem Solving,0.0,negative,0.63
36871,managed deadlines,Communication,0.09,positive,0.75
36872,handled pressure,Problem Solving,0.74,negative,0.84
36873,handled pressure,Communication,0.27,positive,0.95
36874,managed deadlines,Teamwork,0.24,negative,0.82
36875,collaborated with team,Leadership,0.68,positive,0.94
36876,communicated effectively,Teamwork,0.31,positive,0.79
36877,managed deadlines,Adaptability,0.7,negative,0.98
36878,handled pressure,Leadership,0.18,negative,0.73
36879,collaborated with team,Leadership,0.71,positive,0.68
36880,communicated effectively,Teamwork,0.02,positive,0.83
36881,collaborated with team,Communication,0.5,negative,0.84
36882,resolved conflicts,Leadership,0.08,negative,0.94
36883,communicated effectively,Teamwork,0.75,negative,0.74
36884,resolved conflicts,Communication,0.48,negative,0.91
36885,managed deadlines,Communication,0.7,positive,0.84
36886,resolved conflicts,Communication,0.1,negative,0.65
36887,resolved conflicts,Adaptability,0.66,positive,0.71
36888,communicated effectively,Teamwork,0.65,positive,0.68
36889,managed deadlines,Teamwork,0.41,positive,0.85
36890,resolved conflicts,Problem Solving,0.1,positive,0.94
36891,resolved conflicts,Leadership,0.73,negative,0.83
36892,handled pressure,Communication,0.29,positive,0.8
36893,communicated effectively,Communication,0.66,positive,0.99
36894,communicated effectively,Communication,0.1,positive,0.71
36895,handled pressure,Problem Solving,0.57,negative,0.87
36896,handled pressure,Teamwork,0.91,negative,0.68
36897,handled pressure,Leadership,0.79,negative,0.94
36898,collaborated with team,Teamwork,0.31,negative,0.65
36899,handled pressure,Adaptability,0.96,negative,0.72
36900,resolved conflicts,Communication,0.64,negative,0.6
36901,managed deadlines,Leadership,0.02,negative,0.67
36902,handled pressure,Teamwork,0.2,positive,0.96
36903,collaborated with team,Communication,0.22,negative,0.88
36904,handled pressure,Adaptability,0.48,negative,0.83
36905,resolved conflicts,Teamwork,0.79,positive,0.69
36906,communicated effectively,Leadership,0.6,positive,0.96
36907,handled pressure,Adaptability,0.79,positive,0.88
36908,communicated effectively,Teamwork,0.61,negative,0.66
36909,collaborated with team,Problem Solving,0.33,positive,0.93
36910,collaborated with team,Leadership,0.67,negative,0.63
36911,managed deadlines,Teamwork,0.5,positive,0.85
36912,managed deadlines,Adaptability,0.04,positive,0.81
36913,handled pressure,Adaptability,0.78,positive,0.76
36914,handled pressure,Communication,0.79,negative,0.82
36915,resolved conflicts,Problem Solving,0.81,negative,0.96
36916,managed deadlines,Problem Solving,0.38,positive,0.92
36917,handled pressure,Problem Solving,0.85,negative,0.75
36918,communicated effectively,Adaptability,0.15,negative,0.65
36919,communicated effectively,Problem Solving,0.63,negative,0.76
36920,resolved conflicts,Adaptability,0.45,negative,0.68
36921,managed deadlines,Leadership,0.06,positive,0.82
36922,handled pressure,Adaptability,0.14,positive,0.6
36923,communicated effectively,Communication,0.01,negative,0.7
36924,collaborated with team,Teamwork,0.91,positive,0.91
36925,collaborated with team,Teamwork,0.39,negative,0.87
36926,handled pressure,Leadership,0.38,negative,0.9
36927,handled pressure,Adaptability,0.67,negative,0.62
36928,managed deadlines,Adaptability,0.94,negative,0.77
36929,handled pressure,Teamwork,0.78,negative,0.71
36930,communicated effectively,Communication,0.92,positive,0.97
