config_id,role_id,skill_weight,experience_weight,keyword_weight,structure_weight,soft_skill_weight,industry_alignment_weight,version,last_updated
48303,576,0.73,0.38,0.59,0.34,0.66,0.64,v1,2026-02-19
48304,709,0.39,0.8,0.6,0.94,0.17,0.4,v1,2026-02-19
48305,565,0.35,0.22,0.3,0.11,0.3,0.65,v1,2026-02-19
48306,873,0.13,0.7,0.3,0.93,0.21,0.04,v1,2026-02-19
48307,587,0.99,0.34,0.43,0.15,0.66,0.15,v1,2026-02-19
48308,89,0.5,0.56,0.61,0.29,0.22,0.77,v1,2026-02-19
48309,667,0.13,0.51,0.98,0.23,0.35,0.15,v1,2026-02-19
48310,805,0.78,0.54,0.63,0.36,0.59,0.09,v1,2026-02-19
48311,179,0.14,0.11,0.49,0.86,0.11,0.65,v1,2026-02-19
48312,155,0.77,0.26,0.51,0.51,0.78,0.13,v1,2026-02-19
48313,634,0.33,0.27,0.82,0.13,0.23,0.54,v1,2026-02-19
48314,889,0.3,0.04,0.51,0.09,0.72,0.05,v1,2026-02-19
48315,848,0.95,0.15,0.52,0.08,0.75,0.88,v1,2026-02-19
48316,914,0.8,0.66,0.23,0.02,0.07,0.03,v1,2026-02-19
48317,82,0.98,0.03,0.14,0.56,0.35,0.64,v1,2026-02-19
48318,793,0.25,0.09,0.49,0.73,0.11,0.39,v1,2026-02-19
48319,73,0.42,0.28,0.56,0.69,0.56,0.82,v1,2026-02-19
48320,389,0.83,0.34,0.53,0.56,0.54,0.91,v1,2026-02-19
48321,156,0.02,0.98,0.72,0.55,0.29,0.58,v1,2026-02-19
48322,734,0.57,0.23,0.08,0.27,0.27,0.32,v1,2026-02-19
48323,874,0.11,0.97,0.68,0.06,0.71,0.76,v1,2026-02-19
48324,628,0.73,0.94,0.49,0.13,0.2,0.97,v1,2026-02-19
48325,467,0.8,0.51,0.32,0.67,0.86,0.48,v1,2026-02-19
48326,584,1.0,0.4,0.78,0.82,0.7,0.64,v1,2026-02-19
48327,102,0.34,0.68,0.42,0.77,0.24,0.65,v1,2026-02-19
48328,343,0.86,0.2,0.68,0.42,0.86,0.96,v1,2026-02-19
48329,205,0.19,0.11,0.18,0.7,0.38,0.07,v1,2026-02-19
48330,361,0.04,0.89,0.58,0.89,0.64,0.13,v1,2026-02-19
48331,194,0.59,0.52,0.76,0.08,0.32,0.86,v1,2026-02-19
48332,293,0.63,0.3,0.49,0.27,0.94,0.75,v1,2026-02-19
48333,934,0.66,0.38,0.63,0.18,0.56,0.23,v1,2026-02-19
48334,206,0.19,0.22,0.98,0.34,0.25,0.2,v1,2026-02-19
48335,96,0.8,0.88,0.3,0.7,0.24,0.54,v1,2026-02-19
48336,123,0.02,0.28,0.26,0.16,0.66,0.37,v1,2026-02-19
48337,410,0.46,0.98,0.31,0.81,0.89,0.54,v1,2026-02-19
48338,720,0.5,0.32,0.82,0.96,0.19,0.99,v1,2026-02-19
48339,944,0.68,0.1,0.24,0.83,0.85,0.22,v1,2026-02-19
48340,604,0.55,0.56,0.78,0.2,0.09,0.4,v1,2026-02-19
48341,665,0.88,0.92,0.22,0.99,0.79,0.3,v1,2026-02-19
48342,659,0.57,0.8,0.4,0.95,0.86,0.52,v1,2026-02-19
48343,140,0.48,0.2,0.62,0.74,0.14,0.98,v1,2026-02-19
48344,404,0.31,0.78,0.96,0.97,0.56,0.18,v1,2026-02-19
48345,375,0.53,0.72,0.12,0.34,0.68,0.21,v1,2026-02-19
48346,794,0.01,0.0,0.86,0.47,0.35,0.79,v1,2026-02-19
48347,106,0.06,0.37,0.37,0.58,0.18,0.5,v1,2026-02-19
48348,512,0.88,0.37,0.15,0.47,0.6,0.72,v1,2026-02-19
48349,201,0.1,0.3,0.27,0.86,0.75,0.54,v1,2026-02-19
48350,788,0.99,0.16,0.75,0.98,0.08,0.71,v1,2026-02-19
48351,19,0.32,0.59,0.89,0.11,0.99,0.53,v1,2026-02-19
48352,492,0.51,0.79,0.34,0.12,0.31,0.54,v1,2026-02-19
48353,595,0.81,0.73,0.35,0.34,0.31,0.39,v1,2026-02-19
48354,557,0.57,0.38,0.85,1.0,0.99,0.71,v1,2026-02-19
48355,929,0.44,0.02,0.33,0.11,0.41,0.15,v1,2026-02-19
48356,40,0.99,0.17,0.22,0.58,0.35,0.82,v1,2026-02-19
48357,599,0.33,0.5,0.99,0.23,0.06,0.56,v1,2026-02-19
48358,421,0.07,0.27,0.67,0.91,0.28,0.49,v1,2026-02-19
48359,576,0.63,0.75,0.21,0.91,0.36,0.4,v1,2026-02-19
48360,959,0.89,0.31,0.5,0.63,0.14,0.3,v1,2026-02-19
48361,129,0.22,0.82,0.31,0.01,1.0,0.25,v1,2026-02-19
48362,455,0.92,0.65,0.71,0.59,0.09,0.16,v1,2026-02-19
48363,602,0.43,0.51,0.39,0.86,0.67,0.6,v1,2026-02-19
48364,588,0.11,0.33,0.49,0.07,0.88,0.66,v1,2026-02-19
48365,220,0.48,0.47,0.16,0.16,0.92,0.13,v1,2026-02-19
48366,190,0.01,0.08,0.81,0.51,0.18,0.2,v1,2026-02-19
48367,351,0.03,0.75,0.45,0.36,0.58,0.04,v1,2026-02-19
48368,523,0.37,0.15,0.83,0.87,0.89,0.24,v1,2026-02-19
48369,428,0.98,0.93,0.68,0.67,0.19,0.32,v1,2026-02-19
48370,556,0.14,0.12,0.66,0.03,0.17,0.53,v1,2026-02-19
48371,544,0.75,0.49,0.8,0.45,0.57,0.22,v1,2026-02-19
48372,354,0.62,0.14,0.46,0.97,0.19,0.31,v1,2026-02-19
48373,575,0.62,0.4,0.88,0.94,0.87,0.19,v1,2026-02-19
48374,478,0.09,0.44,0.49,0.03,0.64,0.28,v1,2026-02-19
48375,783,0.2,0.83,0.14,0.16,0.72,0.85,v1,2026-02-19
48376,695,0.68,0.68,0.54,0.59,0.6,0.17,v1,2026-02-19
48377,928,0.54,0.44,0.89,0.94,0.15,0.91,v1,2026-02-19
48378,460,0.75,0.3,0.24,0.16,0.18,0.44,v1,2026-02-19
48379,608,0.57,0.71,0.3,0.48,0.65,0.28,v1,2026-02-19
48380,642,0.85,0.62,0.17,0.19,0.37,0.75,v1,2026-02-19
48381,45,1.0,0.6,0.9,0.67,0.94,0.17,v1,2026-02-19
48382,684,0.19,0.11,0.51,0.33,0.62,0.67,v1,2026-02-19
48383,998,0.02,1.0,0.15,0.8,0.68,0.07,v1,2026-02-19
48384,920,0.18,0.98,0.19,0.66,0.72,0.3,v1,2026-02-19
48385,704,0.85,0.11,0.75,0.21,0.81,0.31,v1,2026-02-19
48386,10,0.23,0.03,0.21,0.71,0.35,0.63,v1,2026-02-19
48387,982,0.88,0.01,0.91,0.31,0.68,0.89,v1,2026-02-19
48388,501,0.3,0.07,0.22,0.03,0.02,0.86,v1,2026-02-19
48389,111,0.68,0.04,0.98,0.09,0.87,0.76,v1,2026-02-19
48390,979,0.09,0.39,0.17,0.84,0.99,0.62,v1,2026-02-19
48391,973,0.8,0.45,0.43,0.62,0.35,0.3,v1,2026-02-19
48392,458,0.74,0.29,0.41,0.1,0.64,0.99,v1,2026-02-19
48393,527,0.8,0.85,0.74,0.16,0.01,0.09,v1,2026-02-19
48394,543,0.5,0.75,0.78,0.97,0.33,0.47,v1,2026-02-19
48395,515,0.47,0.55,0.13,0.8,0.28,0.61,v1,2026-02-19
48396,546,0.55,0.85,0.6,0.06,0.94,0.71,v1,2026-02-19
48397,674,0.75,0.43,0.77,0.92,0.02,0.39,v1,2026-02-19
48398,570,0.47,0.37,0.87,0.31,0.15,0.58,v1,2026-02-19
48399,471,0.12,0.43,0.1,0.48,0.38,0.68,v1,2026-02-19
48400,47,0.71,0.44,0.95,0.72,0.85,0.89,v1,2026-02-19
48401,223,0.89,0.51,0.37,0.85,0.14,0.86,v1,2026-02-19
48402,668,0.19,0.82,0.18,0.67,0.45,0.58,v1,2026-02-19
48403,95,0.93,0.28,0.96,0.83,1.0,0.43,v1,2026-02-19
48404,129,0.92,0.62,0.37,0.16,0.36,0.15,v1,2026-02-19
48405,436,0.46,0.27,0.88,0.14,0.66,0.42,v1,2026-02-19
48406,196,0.56,0.01,0.01,0.55,0.91,0.58,v1,2026-02-19
48407,298,0.02,0.62,0.89,0.83,0.52,0.96,v1,2026-02-19
48408,513,0.51,0.44,0.94,0.86,0.32,0.03,v1,2026-02-19
48409,102,0.71,0.54,0.63,0.21,0.2,0.58,v1,2026-02-19
48410,807,0.81,0.43,0.8,0.43,0.32,0.09,v1,2026-02-19
48411,949,0.23,0.98,0.26,0.58,0.98,0.35,v1,2026-02-19
48412,122,0.25,0.74,0.93,0.5,0.21,0.74,v1,2026-02-19
48413,315,0.23,0.19,0.5,0.16,0.91,0.6,v1,2026-02-19
48414,990,0.74,0.56,0.07,0.98,0.51,0.27,v1,2026-02-19
48415,986,0.42,0.23,0.59,0.32,0.78,1.0,v1,2026-02-19
48416,683,0.8,0.76,0.38,0.03,0.28,0.4,v1,2026-02-19
48417,447,0.34,0.35,0.44,0.11,0.53,0.77,v1,2026-02-19
48418,516,0.27,0.5,0.07,0.05,0.45,0.61,v1,2026-02-19
48419,27,0.96,0.1,0.27,0.43,0.74,0.26,v1,2026-02-19
48420,493,0.71,0.64,0.23,0.26,0.75,0.06,v1,2026-02-19
48421,699,0.94,0.46,0.87,0.49,0.44,0.76,v1,2026-02-19
48422,490,0.1,0.96,0.82,0.57,0.23,0.72,v1,2026-02-19
48423,881,0.24,0.04,0.88,0.09,0.56,0.82,v1,2026-02-19
48424,463,0.33,0.65,0.16,0.4,0.88,0.15,v1,2026-02-19
48425,319,0.07,0.98,0.08,0.48,0.18,0.61,v1,2026-02-19
48426,952,0.54,0.15,0.47,0.85,0.1,0.51,v1,2026-02-19
48427,509,0.17,0.83,0.41,0.46,0.64,0.64,v1,2026-02-19
48428,131,0.67,0.79,0.74,0.12,0.37,0.83,v1,2026-02-19
48429,947,0.86,0.52,0.52,0.16,0.38,0.82,v1,2026-02-19
48430,458,0.43,0.88,0.48,0.93,0.84,0.65,v1,2026-02-19
48431,424,0.4,0.89,0.44,0.41,0.41,0.3,v1,2026-02-19
48432,327,0.24,0.95,0.05,0.97,0.88,0.77,v1,2026-02-19
48433,22,0.86,0.8,0.52,0.65,0.87,0.31,v1,2026-02-19
48434,709,0.23,0.01,0.51,0.57,0.29,0.25,v1,2026-02-19
48435,790,0.08,0.52,0.56,0.46,0.44,0.19,v1,2026-02-19
48436,381,0.35,0.49,0.71,0.4,0.03,0.18,v1,2026-02-19
48437,47,0.19,0.86,0.45,0.39,0.82,0.21,v1,2026-02-19
48438,877,0.87,0.35,0.4,0.99,0.6,0.64,v1,2026-02-19
48439,411,0.53,0.95,0.64,0.72,0.72,0.3,v1,2026-02-19
48440,293,0.93,0.32,0.67,0.48,0.09,0.61,v1,2026-02-19
48441,439,0.35,0.16,0.02,0.42,0.39,0.42,v1,2026-02-19
48442,600,0.29,0.66,0.25,0.88,0.24,0.26,v1,2026-02-19
48443,473,0.86,0.13,0.1,0.3,0.51,0.05,v1,2026-02-19
48444,490,0.54,0.44,0.84,0.06,0.81,0.31,v1,2026-02-19
48445,906,0.63,0.24,0.12,0.74,0.77,0.86,v1,2026-02-19
48446,471,0.67,0.44,1.0,0.14,0.07,0.05,v1,2026-02-19
48447,213,0.53,0.59,0.14,0.47,0.62,0.05,v1,2026-02-19
48448,81,0.79,0.83,0.82,0.94,0.4,0.13,v1,2026-02-19
48449,76,0.24,0.76,0.04,0.9,0.41,0.42,v1,2026-02-19
48450,718,0.9,0.97,0.18,0.96,0.14,0.14,v1,2026-02-19
48451,895,0.89,0.27,0.19,0.92,0.21,0.77,v1,2026-02-19
48452,317,0.7,0.29,0.71,0.46,0.29,0.62,v1,2026-02-19
48453,869,0.33,0.25,0.58,0.54,0.29,0.84,v1,2026-02-19
48454,397,0.74,0.37,0.18,0.52,0.58,0.79,v1,2026-02-19
48455,886,0.54,0.75,0.77,0.9,0.66,0.25,v1,2026-02-19
48456,264,0.07,0.93,0.77,0.3,0.99,0.67,v1,2026-02-19
48457,528,0.81,0.96,0.1,0.09,0.11,0.94,v1,2026-02-19
48458,758,0.45,0.28,0.7,0.91,0.91,0.36,v1,2026-02-19
48459,488,0.21,0.77,0.17,0.61,0.21,0.32,v1,2026-02-19
48460,96,0.91,0.21,0.48,0.27,0.55,0.33,v1,2026-02-19
48461,499,0.59,0.65,0.39,0.3,0.03,0.03,v1,2026-02-19
48462,936,0.91,0.63,0.36,0.99,0.06,0.94,v1,2026-02-19
48463,178,0.73,0.8,0.69,0.53,0.43,0.88,v1,2026-02-19
48464,20,0.59,0.55,0.3,0.08,0.3,0.4,v1,2026-02-19
48465,585,0.8,0.61,0.54,0.94,0.22,0.32,v1,2026-02-19
48466,254,0.48,0.85,0.06,0.14,0.57,0.4,v1,2026-02-19
48467,171,0.24,0.54,0.93,0.09,0.5,0.76,v1,2026-02-19
48468,508,0.88,0.56,0.74,0.68,0.41,0.08,v1,2026-02-19
48469,210,0.37,0.02,0.51,0.49,0.59,0.08,v1,2026-02-19
48470,989,0.3,0.09,0.01,0.11,0.7,0.67,v1,2026-02-19
48471,65,0.26,0.76,0.75,0.41,0.48,0.93,v1,2026-02-19
48472,66,0.92,0.67,0.04,0.84,0.32,0.77,v1,2026-02-19
48473,449,0.69,0.44,0.09,0.02,0.04,0.11,v1,2026-02-19
48474,220,0.45,0.49,0.66,0.75,0.63,0.63,v1,2026-02-19
48475,194,0.29,0.03,0.04,0.16,0.76,0.16,v1,2026-02-19
48476,999,0.02,0.07,0.24,0.58,0.83,0.52,v1,2026-02-19
48477,872,0.32,0.75,0.93,0.85,0.72,0.35,v1,2026-02-19
48478,828,0.15,0.01,0.0,0.8,0.1,0.39,v1,2026-02-19
48479,38,0.89,0.55,0.51,0.18,0.71,0.34,v1,2026-02-19
48480,480,0.15,0.91,0.79,0.42,0.78,0.99,v1,2026-02-19
48481,755,0.02,0.43,0.29,0.22,0.08,0.24,v1,2026-02-19
48482,769,0.8,0.87,0.45,0.55,0.01,0.98,v1,2026-02-19
48483,112,0.5,0.81,0.85,0.24,0.93,0.51,v1,2026-02-19
48484,154,0.64,0.76,0.13,0.16,0.79,0.28,v1,2026-02-19
48485,807,0.84,0.02,0.37,0.63,0.69,0.85,v1,2026-02-19
48486,614,0.11,0.59,0.65,0.41,0.15,0.92,v1,2026-02-19
48487,808,0.28,0.34,0.33,0.74,0.92,0.66,v1,2026-02-19
48488,859,0.22,0.47,0.5,0.03,0.89,0.85,v1,2026-02-19
48489,467,0.26,0.76,0.41,0.81,0.57,0.94,v1,2026-02-19
48490,643,0.43,0.25,0.96,0.31,0.25,0.81,v1,2026-02-19
48491,394,0.77,0.75,0.53,0.05,0.99,0.98,v1,2026-02-19
48492,673,0.96,0.18,0.14,0.42,0.66,0.66,v1,2026-02-19
48493,960,0.02,0.86,0.37,0.05,0.14,0.89,v1,2026-02-19
48494,228,0.4,0.72,0.95,0.84,0.03,0.87,v1,2026-02-19
48495,595,0.1,0.72,0.8,0.89,0.06,0.89,v1,2026-02-19
48496,470,0.17,0.67,0.4,0.6,0.26,0.77,v1,2026-02-19
48497,54,0.39,0.23,0.28,0.96,0.4,0.74,v1,2026-02-19
48498,518,0.51,0.47,0.27,0.17,0.75,0.1,v1,2026-02-19
48499,297,0.4,0.05,0.54,0.21,0.54,0.82,v1,2026-02-19
48500,481,0.69,0.97,0.85,0.22,0.04,1.0,v1,2026-02-19
48501,395,0.6,0.91,0.48,0.6,0.42,0.72,v1,2026-02-19
48502,574,0.47,0.01,0.83,0.18,0.47,0.9,v1,2026-02-19
48503,816,0.65,0.25,0.78,0.13,0.93,0.39,v1,2026-02-19
48504,878,0.18,0.2,0.45,0.73,0.86,0.89,v1,2026-02-19
48505,765,0.84,0.69,0.82,0.97,0.84,0.79,v1,2026-02-19
48506,296,0.71,0.63,0.42,0.22,0.64,0.58,v1,2026-02-19
48507,631,0.89,0.3,0.12,0.98,0.75,0.09,v1,2026-02-19
48508,775,0.8,0.18,0.79,0.32,0.44,0.56,v1,2026-02-19
48509,900,0.07,0.63,0.49,0.92,0.11,0.47,v1,2026-02-19
48510,686,0.66,0.12,0.11,0.94,0.66,0.09,v1,2026-02-19
48511,54,0.29,0.83,0.51,0.03,0.83,0.72,v1,2026-02-19
48512,226,0.74,0.25,0.69,0.76,0.93,0.13,v1,2026-02-19
48513,653,0.68,0.18,0.35,0.34,0.14,0.18,v1,2026-02-19
48514,39,0.57,0.69,0.23,0.86,0.82,0.98,v1,2026-02-19
48515,215,0.08,0.8,0.78,0.94,0.46,0.36,v1,2026-02-19
48516,807,0.86,0.71,0.4,0.14,0.96,0.48,v1,2026-02-19
48517,102,0.39,0.21,0.44,0.35,0.67,0.7,v1,2026-02-19
48518,131,0.06,0.94,0.56,0.42,0.21,0.34,v1,2026-02-19
48519,311,0.88,0.49,0.32,0.13,0.93,0.06,v1,2026-02-19
48520,725,0.83,0.12,0.73,0.05,0.59,0.75,v1,2026-02-19
48521,742,0.46,0.71,0.08,0.5,0.06,0.52,v1,2026-02-19
48522,372,0.5,0.02,0.25,0.31,0.62,0.77,v1,2026-02-19
48523,775,0.29,0.96,0.39,0.21,0.06,0.99,v1,2026-02-19
48524,651,0.4,0.27,0.12,0.4,0.27,0.45,v1,2026-02-19
48525,789,0.61,0.4,0.26,0.24,0.93,0.88,v1,2026-02-19
48526,745,0.66,0.36,0.39,0.64,0.04,0.79,v1,2026-02-19
48527,785,0.93,0.88,0.88,0.36,0.99,0.37,v1,2026-02-19
48528,990,0.99,0.49,0.46,0.48,0.42,0.08,v1,2026-02-19
48529,745,0.12,0.22,0.45,0.67,0.56,0.85,v1,2026-02-19
48530,241,0.69,0.74,0.29,0.85,0.89,0.51,v1,2026-02-19
48531,377,0.97,0.13,0.25,0.27,0.43,0.41,v1,2026-02-19
48532,409,0.25,0.96,0.44,0.09,0.82,0.48,v1,2026-02-19
48533,754,0.05,0.54,0.09,0.76,0.14,0.73,v1,2026-02-19
48534,770,0.06,0.15,0.57,0.3,0.05,0.16,v1,2026-02-19
48535,623,0.68,0.74,0.21,0.59,0.18,0.47,v1,2026-02-19
48536,672,0.03,0.52,0.29,0.94,0.95,0.92,v1,2026-02-19
48537,665,0.28,0.82,0.73,0.84,0.57,0.87,v1,2026-02-19
48538,271,0.57,0.58,0.06,0.86,0.16,0.47,v1,2026-02-19
48539,884,0.01,0.31,0.24,0.28,0.62,0.77,v1,2026-02-19
48540,192,0.92,0.34,0.85,0.38,0.97,0.47,v1,2026-02-19
48541,556,0.26,0.3,0.03,0.34,0.9,0.71,v1,2026-02-19
48542,952,0.04,0.78,0.0,0.41,0.33,0.32,v1,2026-02-19
48543,579,0.01,0.51,0.24,0.4,0.64,0.61,v1,2026-02-19
48544,155,0.23,0.66,0.31,0.35,0.88,0.85,v1,2026-02-19
48545,650,0.5,0.83,0.78,0.45,0.29,0.5,v1,2026-02-19
48546,143,0.37,0.7,0.86,0.84,0.41,0.79,v1,2026-02-19
48547,323,0.96,0.49,0.65,0.53,0.73,0.19,v1,2026-02-19
48548,105,0.17,0.74,0.77,0.81,0.03,0.14,v1,2026-02-19
48549,426,0.78,0.21,0.78,0.98,0.0,0.49,v1,2026-02-19
48550,830,0.61,0.64,0.56,0.37,0.15,0.27,v1,2026-02-19
48551,92,0.34,0.67,0.62,0.28,0.95,0.95,v1,2026-02-19
48552,137,0.52,0.39,0.43,0.92,0.93,0.31,v1,2026-02-19
48553,231,0.15,0.99,0.21,0.61,0.82,0.12,v1,2026-02-19
48554,784,0.08,0.36,0.73,0.85,0.66,0.55,v1,2026-02-19
48555,452,0.95,0.53,0.41,0.19,0.63,0.25,v1,2026-02-19
48556,801,0.01,0.77,0.02,0.88,0.11,0.3,v1,2026-02-19
48557,454,0.86,0.01,0.34,0.96,0.71,0.46,v1,2026-02-19
48558,76,0.43,0.94,0.55,0.84,0.85,0.3,v1,2026-02-19
48559,196,0.47,0.08,0.62,0.91,0.63,0.94,v1,2026-02-19
48560,206,0.27,0.65,0.05,0.0,0.87,0.63,v1,2026-02-19
48561,952,0.31,0.94,0.7,0.15,0.89,0.99,v1,2026-02-19
48562,820,0.73,0.74,0.18,0.95,0.24,0.13,v1,2026-02-19
48563,920,0.97,0.02,0.37,0.71,0.11,0.36,v1,2026-02-19
48564,745,0.23,0.45,0.78,0.23,0.04,0.49,v1,2026-02-19
48565,158,0.35,0.2,0.51,0.12,0.99,0.72,v1,2026-02-19
48566,258,0.72,0.72,0.52,0.35,0.71,0.33,v1,2026-02-19
48567,740,0.39,0.21,0.35,0.25,0.15,0.44,v1,2026-02-19
48568,513,0.62,0.37,0.1,0.43,0.57,0.57,v1,2026-02-19
48569,781,0.66,0.09,0.82,0.9,0.63,0.84,v1,2026-02-19
48570,508,0.94,0.41,0.45,0.52,0.91,0.85,v1,2026-02-19
48571,415,0.23,0.97,0.68,0.61,0.33,0.81,v1,2026-02-19
48572,884,0.2,0.93,0.95,0.73,0.08,0.29,v1,2026-02-19
48573,34,0.77,0.6,0.96,0.24,0.75,0.11,v1,2026-02-19
48574,855,0.35,0.16,0.7,0.47,0.6,1.0,v1,2026-02-19
48575,859,0.51,0.9,0.4,0.26,0.04,0.8,v1,2026-02-19
48576,256,1.0,0.8,0.14,0.9,0.02,0.85,v1,2026-02-19
48577,446,0.66,0.46,0.13,0.62,0.54,0.61,v1,2026-02-19
48578,720,0.65,0.54,0.98,0.84,0.34,0.92,v1,2026-02-19
48579,603,0.88,0.27,0.15,0.85,0.4,0.22,v1,2026-02-19
48580,494,0.68,0.16,0.18,0.23,0.93,0.1,v1,2026-02-19
48581,269,0.48,0.25,0.24,0.21,0.36,0.56,v1,2026-02-19
48582,600,0.38,0.63,0.44,0.53,0.84,0.8,v1,2026-02-19
48583,672,0.09,0.14,0.91,0.47,0.54,0.36,v1,2026-02-19
48584,62,0.47,0.9,0.81,0.13,0.49,0.05,v1,2026-02-19
48585,620,0.32,0.38,0.47,0.08,0.49,0.98,v1,2026-02-19
48586,572,0.44,0.64,0.24,0.49,0.53,0.58,v1,2026-02-19
48587,909,0.71,0.52,0.15,0.56,0.11,0.59,v1,2026-02-19
48588,95,0.93,0.6,0.35,0.7,0.12,0.05,v1,2026-02-19
48589,424,0.36,0.53,0.52,0.32,0.76,0.05,v1,2026-02-19
48590,913,0.22,0.48,0.04,0.6,0.68,0.61,v1,2026-02-19
48591,406,0.49,0.82,0.47,0.91,0.97,0.03,v1,2026-02-19
48592,724,0.74,0.71,0.57,0.23,0.93,0.39,v1,2026-02-19
48593,114,0.08,0.72,0.82,0.21,0.97,0.22,v1,2026-02-19
48594,419,0.2,0.74,0.92,0.8,0.1,0.96,v1,2026-02-19
48595,768,0.09,0.03,0.92,0.19,0.31,0.02,v1,2026-02-19
48596,402,0.81,0.03,0.73,0.22,0.3,0.61,v1,2026-02-19
48597,697,0.08,0.49,0.4,0.84,0.81,0.55,v1,2026-02-19
48598,963,0.14,0.56,0.12,0.79,0.96,0.87,v1,2026-02-19
48599,654,0.47,0.85,0.43,1.0,0.52,0.43,v1,2026-02-19
48600,362,0.38,0.38,0.81,0.55,0.13,0.89,v1,2026-02-19
48601,192,0.47,0.06,0.66,0.13,0.44,0.52,v1,2026-02-19
48602,623,0.94,0.98,0.26,0.35,0.89,0.0,v1,2026-02-19
48603,221,0.14,0.84,0.11,0.72,0.93,0.84,v1,2026-02-19
48604,153,0.39,0.97,0.6,0.18,0.87,0.4,v1,2026-02-19
48605,977,0.99,0.19,0.54,0.63,0.7,0.44,v1,2026-02-19
48606,349,0.29,0.19,0.83,0.93,0.3,0.27,v1,2026-02-19
48607,320,0.44,0.3,0.49,0.59,0.36,0.95,v1,2026-02-19
48608,94,0.7,0.68,0.04,0.29,0.89,0.03,v1,2026-02-19
48609,940,0.17,0.15,0.29,0.15,0.81,0.35,v1,2026-02-19
48610,476,0.78,0.77,0.74,0.04,0.84,0.97,v1,2026-02-19
48611,233,0.26,0.77,0.34,0.73,0.5,0.63,v1,2026-02-19
48612,445,0.1,0.35,0.82,0.21,0.16,0.24,v1,2026-02-19
48613,701,0.73,0.71,0.68,0.48,0.93,0.69,v1,2026-02-19
48614,183,0.56,0.78,0.66,0.81,0.69,0.24,v1,2026-02-19
48615,290,0.5,0.08,0.7,0.9,0.59,0.99,v1,2026-02-19
48616,815,0.75,0.87,0.41,0.39,0.61,0.09,v1,2026-02-19
48617,139,0.74,0.66,0.11,0.32,0.14,0.92,v1,2026-02-19
48618,676,0.3,0.92,0.63,0.6,0.01,0.58,v1,2026-02-19
48619,176,0.08,0.57,0.98,0.56,0.82,0.19,v1,2026-02-19
48620,948,0.01,0.97,0.9,0.27,0.9,0.33,v1,2026-02-19
48621,933,0.65,0.64,0.68,0.47,0.46,0.25,v1,2026-02-19
48622,91,0.26,0.93,0.74,0.18,0.07,0.52,v1,2026-02-19
48623,660,0.03,0.42,0.03,0.91,0.66,0.4,v1,2026-02-19
48624,927,0.29,0.12,0.63,0.26,0.67,0.23,v1,2026-02-19
48625,339,0.9,0.09,0.55,0.89,0.5,0.39,v1,2026-02-19
48626,538,0.01,0.82,0.52,0.22,0.07,0.79,v1,2026-02-19
48627,579,0.93,0.03,0.4,0.61,0.04,0.81,v1,2026-02-19
48628,409,0.43,0.19,0.92,0.78,0.93,0.85,v1,2026-02-19
48629,222,0.36,0.65,0.1,0.19,0.74,0.61,v1,2026-02-19
48630,784,0.12,0.69,0.06,0.07,0.93,0.82,v1,2026-02-19
48631,603,0.9,0.28,0.55,0.25,0.63,0.97,v1,2026-02-19
48632,961,0.06,0.87,0.64,0.63,0.78,0.89,v1,2026-02-19
48633,341,0.55,0.02,0.75,0.29,0.88,0.35,v1,2026-02-19
48634,820,0.57,0.48,0.49,0.49,0.46,1.0,v1,2026-02-19
48635,643,0.08,0.5,0.61,0.82,0.57,0.18,v1,2026-02-19
48636,95,0.44,0.88,0.52,0.74,0.47,0.81,v1,2026-02-19
48637,990,0.23,0.18,0.44,0.66,0.57,0.97,v1,2026-02-19
48638,214,0.46,0.41,0.61,0.22,0.45,0.3,v1,2026-02-19
48639,741,0.87,0.3,0.96,0.18,0.85,0.72,v1,2026-02-19
48640,167,0.21,0.53,0.31,0.4,0.38,0.57,v1,2026-02-19
48641,235,0.75,0.99,0.03,0.62,0.55,0.73,v1,2026-02-19
48642,665,0.37,0.85,0.44,0.17,0.49,0.08,v1,2026-02-19
48643,478,0.48,0.21,0.11,0.54,0.15,0.55,v1,2026-02-19
48644,575,0.88,0.76,0.09,0.12,0.31,0.86,v1,2026-02-19
48645,82,0.13,0.28,0.63,0.42,0.59,0.25,v1,2026-02-19
48646,715,0.71,0.58,0.76,0.01,0.31,0.73,v1,2026-02-19
48647,300,0.7,0.28,0.02,0.5,0.01,0.88,v1,2026-02-19
48648,779,0.45,0.58,0.34,0.92,0.78,0.44,v1,2026-02-19
48649,372,0.59,0.69,0.57,0.49,0.35,0.94,v1,2026-02-19
48650,149,0.97,0.84,0.57,0.66,0.02,0.77,v1,2026-02-19
48651,628,0.24,0.38,0.96,0.83,0.55,0.77,v1,2026-02-19
48652,690,0.7,0.49,0.41,0.5,0.13,0.28,v1,2026-02-19
48653,865,0.12,0.4,0.26,0.55,0.94,0.76,v1,2026-02-19
48654,473,0.57,0.13,0.09,0.5,0.15,0.37,v1,2026-02-19
48655,616,0.67,0.4,0.52,0.61,0.04,0.71,v1,2026-02-19
48656,281,0.48,0.67,0.8,0.86,0.72,0.62,v1,2026-02-19
48657,253,0.71,0.9,0.2,0.74,0.55,0.41,v1,2026-02-19
48658,103,0.36,0.69,0.42,0.99,0.72,0.89,v1,2026-02-19
48659,332,0.58,0.9,0.21,0.26,0.41,0.48,v1,2026-02-19
