trend_id,skill_id,year,quarter,global_job_postings_count,india_job_postings_count,salary_average,growth_rate_percent,demand_score_normalized,industry_sector,source
35883,253,2024,3,45524,540,1021349,-3.24,0.33,IT,LinkedIn
35884,372,2024,2,17447,26402,1777682,1.19,0.78,IT,LinkedIn
35885,819,2025,3,22811,8701,1565814,-3.83,0.21,IT,LinkedIn
35886,790,2023,1,32438,20165,1767319,-2.21,0.13,IT,LinkedIn
35887,26,2024,4,22589,19438,2368854,11.76,0.68,IT,LinkedIn
35888,470,2020,4,2449,12472,904060,17.11,0.05,IT,LinkedIn
35889,927,2023,1,5364,7012,1859255,24.85,0.66,IT,LinkedIn
35890,22,2022,1,43923,22033,1106918,-0.24,0.39,IT,LinkedIn
35891,269,2023,4,32172,26223,1024073,14.63,0.7,IT,LinkedIn
35892,3,2021,4,23757,6732,1596493,-2.74,0.18,IT,LinkedIn
35893,369,2023,2,49691,9004,1935454,17.13,0.15,IT,LinkedIn
35894,481,2022,3,39051,16096,962361,20.56,0.4,IT,LinkedIn
35895,408,2024,1,40811,11664,535329,18.07,0.28,IT,LinkedIn
35896,99,2025,4,40986,27430,1398659,-2.14,0.72,IT,LinkedIn
35897,56,2024,4,6501,17246,859044,0.41,0.96,IT,LinkedIn
35898,150,2022,2,9088,27696,2165269,23.7,0.07,IT,LinkedIn
35899,827,2025,1,21947,24463,2286132,23.99,0.01,IT,LinkedIn
35900,127,2022,1,47083,6942,1227180,24.56,0.46,IT,LinkedIn
35901,282,2019,3,40160,25681,2393475,9.96,0.73,IT,LinkedIn
35902,365,2022,4,45555,25767,1875646,5.39,0.3,IT,LinkedIn
35903,633,2024,3,22386,18317,1703172,-3.19,0.74,IT,LinkedIn
35904,976,2022,2,24625,26058,1558519,11.61,0.18,IT,LinkedIn
35905,700,2022,4,1610,25479,2095913,13.15,0.92,IT,LinkedIn
35906,50,2019,1,48153,13063,1342455,3.47,0.8,IT,LinkedIn
35907,24,2022,1,11668,19755,1362041,0.15,0.34,IT,LinkedIn
35908,744,2025,3,679,5261,1255135,-2.13,0.9,IT,LinkedIn
35909,542,2019,2,29366,18053,911691,21.86,0.96,IT,LinkedIn
35910,39,2020,1,33303,13960,610452,7.04,0.47,IT,LinkedIn
35911,386,2020,3,41274,11946,2184865,4.01,0.94,IT,LinkedIn
35912,270,2021,2,32315,2146,1593861,10.43,0.12,IT,LinkedIn
35913,571,2024,2,34410,1149,640604,20.95,0.94,IT,LinkedIn
35914,450,2023,4,20542,16948,843251,19.09,0.1,IT,LinkedIn
35915,149,2022,2,9445,13944,1391291,8.81,0.38,IT,LinkedIn
35916,231,2022,1,4631,23058,1320373,5.59,0.3,IT,LinkedIn
35917,565,2021,3,20836,29579,728641,-3.56,0.91,IT,LinkedIn
35918,358,2022,3,14725,26653,1936317,-4.54,0.2,IT,LinkedIn
35919,360,2019,3,12209,12184,1604711,-3.01,0.27,IT,LinkedIn
35920,670,2023,2,6887,20605,1423235,13.81,0.97,IT,LinkedIn
35921,261,2021,2,47807,21866,1311723,7.49,0.6,IT,LinkedIn
35922,222,2021,3,9990,29124,883408,12.65,0.11,IT,LinkedIn
35923,709,2021,1,5517,29283,1124739,11.64,0.1,IT,LinkedIn
35924,448,2019,1,19394,4965,2457377,2.0,0.91,IT,LinkedIn
35925,168,2024,1,5509,19902,2191422,21.16,0.88,IT,LinkedIn
35926,549,2021,3,1655,22546,2066780,18.54,0.01,IT,LinkedIn
35927,941,2025,2,3148,14791,2447270,8.9,0.81,IT,LinkedIn
35928,474,2025,2,42012,5272,1435352,1.83,0.98,IT,LinkedIn
35929,10,2024,4,49107,13203,584224,10.64,0.49,IT,LinkedIn
35930,758,2023,2,43211,29304,773036,22.79,0.2,IT,LinkedIn
35931,833,2025,4,11289,15644,918473,2.15,0.58,IT,LinkedIn
35932,569,2024,4,3247,5357,1211783,22.3,0.88,IT,LinkedIn
35933,618,2023,4,12636,14628,717310,7.71,0.81,IT,LinkedIn
35934,55,2024,2,7949,23509,1064871,23.97,0.82,IT,LinkedIn
35935,100,2025,2,13526,12785,2291290,3.03,1.0,IT,LinkedIn
35936,419,2023,3,8525,26759,2398657,13.1,0.65,IT,LinkedIn
35937,551,2019,2,31652,13481,535515,19.3,0.68,IT,LinkedIn
35938,177,2019,3,24354,2278,434508,10.68,0.39,IT,LinkedIn
35939,490,2024,1,14647,20365,1055150,3.27,0.26,IT,LinkedIn
35940,414,2024,3,39976,19912,488142,-1.84,0.88,IT,LinkedIn
35941,699,2020,4,24106,12059,2241520,3.93,0.93,IT,LinkedIn
35942,2,2020,1,48968,18889,701462,8.67,0.99,IT,LinkedIn
35943,992,2022,4,48262,24327,2411852,9.8,0.84,IT,LinkedIn
35944,615,2019,2,18128,13614,1810791,11.73,0.74,IT,LinkedIn
35945,282,2019,4,16094,2939,1756474,4.44,0.69,IT,LinkedIn
35946,881,2019,2,9348,11578,1365931,5.34,0.79,IT,LinkedIn
35947,53,2020,2,36612,3263,1928812,8.32,0.78,IT,LinkedIn
35948,387,2022,4,3697,9918,676054,-4.53,0.55,IT,LinkedIn
35949,171,2025,2,22385,7925,1803412,21.15,0.73,IT,LinkedIn
35950,39,2023,3,28368,24940,968961,12.33,0.34,IT,LinkedIn
35951,752,2021,3,30174,27386,1020642,8.14,0.1,IT,LinkedIn
35952,738,2020,2,11904,18833,1324120,15.51,0.69,IT,LinkedIn
35953,209,2021,3,27229,18648,601077,15.54,0.14,IT,LinkedIn
35954,467,2020,3,1404,27599,1858727,11.52,0.49,IT,LinkedIn
35955,393,2019,2,4959,10834,2453186,9.62,0.59,IT,LinkedIn
35956,259,2024,4,7718,24372,883928,22.45,0.24,IT,LinkedIn
35957,211,2020,1,4261,10352,1822916,21.9,0.21,IT,LinkedIn
35958,822,2019,2,38658,11586,1008798,9.72,0.02,IT,LinkedIn
35959,695,2025,4,21833,3960,1099202,17.38,0.54,IT,LinkedIn
35960,590,2022,1,40407,7405,949565,3.78,0.78,IT,LinkedIn
35961,621,2019,3,8059,18816,554103,-1.13,0.73,IT,LinkedIn
35962,861,2023,2,40082,22691,535999,15.64,0.95,IT,LinkedIn
35963,135,2021,4,16578,29429,1298860,7.47,0.85,IT,LinkedIn
35964,529,2023,3,47410,19917,2023482,22.42,0.93,IT,LinkedIn
35965,394,2022,4,49014,10057,762392,21.99,0.22,IT,LinkedIn
35966,238,2021,3,38653,14668,825575,10.45,0.4,IT,LinkedIn
35967,368,2024,1,28689,14060,2316687,12.68,0.23,IT,LinkedIn
35968,158,2025,3,10538,2837,1341673,9.36,0.82,IT,LinkedIn
35969,399,2025,2,11106,12382,1758525,20.0,1.0,IT,LinkedIn
35970,294,2025,2,22556,14732,493720,19.12,0.69,IT,LinkedIn
35971,183,2025,3,34924,23283,453344,2.25,0.72,IT,LinkedIn
35972,594,2023,3,18107,5279,422190,7.63,0.12,IT,LinkedIn
35973,742,2023,1,27685,993,974510,22.3,0.03,IT,LinkedIn
35974,325,2020,1,4676,26969,2211061,-4.52,0.41,IT,LinkedIn
35975,72,2022,2,49117,17498,983379,0.94,0.99,IT,LinkedIn
35976,654,2025,1,37317,29559,932485,21.75,0.54,IT,LinkedIn
35977,11,2021,2,34782,25165,1723412,-1.71,0.03,IT,LinkedIn
35978,615,2020,4,554,22511,1194618,17.09,0.45,IT,LinkedIn
35979,612,2023,2,533,27156,1703772,-1.42,0.32,IT,LinkedIn
35980,864,2025,2,16680,24599,1431357,14.63,0.34,IT,LinkedIn
35981,823,2024,3,27920,29200,2276125,8.56,0.3,IT,LinkedIn
35982,844,2025,3,4929,6953,1636624,6.41,0.79,IT,LinkedIn
35983,814,2025,2,39740,14787,1251034,10.88,0.74,IT,LinkedIn
35984,51,2025,3,27660,12065,2059660,18.81,0.37,IT,LinkedIn
35985,958,2024,3,18163,8690,2405430,22.31,0.1,IT,LinkedIn
35986,390,2025,1,4319,3180,1045446,24.45,0.23,IT,LinkedIn
35987,364,2025,1,45579,9610,1812089,11.65,0.45,IT,LinkedIn
35988,836,2024,1,18727,11795,2058089,19.65,0.47,IT,LinkedIn
35989,358,2022,1,27942,5820,2253995,23.07,0.9,IT,LinkedIn
35990,486,2024,2,9990,26317,2222141,16.17,0.95,IT,LinkedIn
35991,676,2023,3,21423,21777,1425371,4.05,0.58,IT,LinkedIn
35992,658,2025,2,5083,5654,2492960,-4.83,0.15,IT,LinkedIn
35993,785,2023,4,35858,7888,475840,-1.16,0.36,IT,LinkedIn
35994,814,2020,3,9442,1896,1673099,14.14,0.47,IT,LinkedIn
35995,755,2021,4,30381,24944,1871178,5.79,0.5,IT,LinkedIn
35996,829,2022,2,27540,5997,1014231,13.5,0.62,IT,LinkedIn
35997,326,2024,3,10222,794,2224338,19.5,0.38,IT,LinkedIn
35998,335,2024,4,38251,5836,1587163,14.44,0.58,IT,LinkedIn
35999,34,2019,2,16277,19355,2207457,19.47,0.88,IT,LinkedIn
36000,226,2022,3,4458,25582,1749930,-2.13,0.85,IT,LinkedIn
36001,490,2021,1,20362,20516,1103324,7.77,0.88,IT,LinkedIn
36002,933,2021,1,8721,4269,408930,19.93,0.99,IT,LinkedIn
36003,669,2023,2,27578,18366,1827568,16.89,0.23,IT,LinkedIn
36004,68,2019,2,27745,27099,1918579,4.9,0.18,IT,LinkedIn
36005,662,2024,1,47354,11432,784781,16.97,0.41,IT,LinkedIn
36006,275,2022,2,20403,13865,2494261,19.1,0.84,IT,LinkedIn
36007,910,2021,2,13615,20719,1489679,13.92,0.73,IT,LinkedIn
36008,675,2022,4,44748,20695,760047,2.99,0.77,IT,LinkedIn
36009,817,2020,3,9579,2435,2133576,22.97,0.47,IT,LinkedIn
36010,516,2021,3,15989,701,1356229,20.68,0.04,IT,LinkedIn
36011,304,2025,3,28628,25209,1878131,19.43,0.82,IT,LinkedIn
36012,2,2023,3,19177,21763,1487345,18.29,0.63,IT,LinkedIn
36013,667,2023,3,15364,10790,841411,3.02,0.54,IT,LinkedIn
36014,999,2019,2,20128,19096,1270155,0.15,0.07,IT,LinkedIn
36015,334,2019,3,30852,1108,1577213,-2.92,0.63,IT,LinkedIn
36016,377,2024,4,12336,19153,985767,6.97,0.37,IT,LinkedIn
36017,497,2024,2,18089,2482,1406196,14.54,0.49,IT,LinkedIn
36018,693,2024,1,3955,9825,1973250,4.99,0.14,IT,LinkedIn
36019,285,2019,3,48596,2330,467354,-4.26,0.5,IT,LinkedIn
36020,628,2023,4,16562,24178,2162740,17.33,0.02,IT,LinkedIn
36021,733,2019,4,16874,1979,2114038,-0.82,0.0,IT,LinkedIn
36022,161,2023,4,35467,14462,1748315,13.15,0.15,IT,LinkedIn
36023,530,2021,4,16405,2448,985437,3.59,0.07,IT,LinkedIn
36024,927,2025,2,46059,2419,800483,8.58,0.64,IT,LinkedIn
36025,58,2024,1,16119,302,861939,9.55,0.71,IT,LinkedIn
36026,131,2025,3,36854,26400,1209664,14.29,0.98,IT,LinkedIn
36027,843,2019,2,37946,11431,1580530,3.08,0.53,IT,LinkedIn
36028,486,2022,3,45192,10034,968477,-2.35,0.79,IT,LinkedIn
36029,676,2022,1,45840,14998,780479,-4.79,0.74,IT,LinkedIn
36030,69,2024,2,47150,10443,1582530,3.43,0.48,IT,LinkedIn
36031,413,2019,3,15454,11709,500759,21.14,0.88,IT,LinkedIn
36032,773,2023,4,2660,17206,1357529,1.11,0.19,IT,LinkedIn
36033,253,2025,1,3101,14817,2313792,3.6,0.45,IT,LinkedIn
36034,338,2021,3,27036,3362,1365555,14.21,0.79,IT,LinkedIn
36035,134,2024,4,10843,14363,1571323,2.67,0.01,IT,LinkedIn
36036,909,2025,4,12970,7808,470666,-3.69,0.69,IT,LinkedIn
36037,827,2024,3,31736,16137,759802,12.53,0.86,IT,LinkedIn
36038,861,2025,4,36333,20793,564960,17.23,0.51,IT,LinkedIn
36039,612,2023,2,49073,15134,1114874,22.63,0.31,IT,LinkedIn
36040,113,2022,4,18492,9455,1300595,-3.35,0.3,IT,LinkedIn
36041,591,2019,2,42424,16568,981350,0.96,0.04,IT,LinkedIn
36042,955,2022,1,3511,1253,1866263,4.4,0.39,IT,LinkedIn
36043,142,2022,2,12018,7569,1094354,18.69,0.65,IT,LinkedIn
36044,332,2019,3,48071,6423,1028913,0.48,0.63,IT,LinkedIn
36045,820,2022,1,15567,18371,944660,4.23,0.12,IT,LinkedIn
36046,81,2022,3,45938,29035,1044089,19.27,0.37,IT,LinkedIn
36047,890,2019,2,28737,21603,1221129,0.41,0.79,IT,LinkedIn
36048,428,2022,3,47701,17873,1320057,14.34,0.48,IT,LinkedIn
36049,443,2022,2,44482,29124,489406,23.0,0.22,IT,LinkedIn
36050,273,2021,4,2213,20173,2201730,3.64,0.91,IT,LinkedIn
36051,103,2019,3,8273,19571,1035319,4.33,0.86,IT,LinkedIn
36052,239,2023,4,2732,19091,1100176,6.82,0.33,IT,LinkedIn
36053,938,2025,3,25473,17559,2280421,-4.47,0.98,IT,LinkedIn
36054,297,2023,3,43547,27086,1247804,10.19,0.2,IT,LinkedIn
36055,866,2022,1,15820,24795,882803,-2.0,0.92,IT,LinkedIn
36056,202,2022,4,10185,16886,2355512,3.24,0.12,IT,LinkedIn
36057,263,2023,1,4640,23823,2013624,12.67,0.47,IT,LinkedIn
36058,736,2021,1,42117,24199,1320693,2.6,0.34,IT,LinkedIn
36059,470,2022,3,8664,3399,2392815,23.64,0.6,IT,LinkedIn
36060,961,2021,2,22313,20102,953500,5.97,0.85,IT,LinkedIn
36061,608,2023,4,17544,16759,1633185,6.02,0.23,IT,LinkedIn
36062,652,2019,1,10616,22730,520728,17.89,0.55,IT,LinkedIn
36063,457,2019,4,45416,19174,1508070,19.86,0.21,IT,LinkedIn
36064,200,2019,4,14186,24350,681036,-2.91,0.1,IT,LinkedIn
36065,118,2019,1,47528,24609,2064548,24.3,0.68,IT,LinkedIn
36066,749,2022,1,15674,21341,1319285,16.04,0.37,IT,LinkedIn
36067,844,2025,3,15229,18155,1615745,24.95,0.48,IT,LinkedIn
36068,569,2019,1,46309,2123,531573,2.03,0.95,IT,LinkedIn
36069,921,2023,3,16351,21193,2367860,13.6,0.67,IT,LinkedIn
36070,944,2025,1,7229,268,1650654,8.58,0.81,IT,LinkedIn
36071,17,2022,2,21912,13253,1944071,24.39,0.03,IT,LinkedIn
36072,846,2022,1,40877,12517,671268,6.19,0.15,IT,LinkedIn
36073,674,2020,2,38554,25023,999080,2.95,0.68,IT,LinkedIn
36074,277,2020,3,38939,11366,1896930,5.95,0.25,IT,LinkedIn
36075,382,2023,2,21576,18446,2216291,5.82,0.89,IT,LinkedIn
36076,569,2020,3,30046,4639,2315833,22.68,0.97,IT,LinkedIn
36077,647,2022,4,32893,2192,523629,-4.3,0.39,IT,LinkedIn
36078,728,2021,2,13163,5618,1461713,19.62,0.38,IT,LinkedIn
36079,153,2024,1,40291,18557,1709549,23.01,0.07,IT,LinkedIn
36080,876,2023,4,49241,13721,2036869,-1.05,0.18,IT,LinkedIn
36081,255,2020,4,13459,16895,1356536,4.61,0.66,IT,LinkedIn
36082,461,2019,1,12579,3030,1114858,1.01,0.59,IT,LinkedIn
36083,845,2021,1,42630,9064,2455885,-3.58,0.61,IT,LinkedIn
36084,944,2023,1,15805,11046,1244680,12.35,0.85,IT,LinkedIn
36085,130,2020,3,30536,28232,1195225,24.45,0.22,IT,LinkedIn
36086,385,2019,1,46861,10888,1281101,18.42,0.84,IT,LinkedIn
36087,236,2025,4,8463,5564,1266305,3.94,0.24,IT,LinkedIn
36088,872,2024,2,13492,23377,2031099,8.03,0.95,IT,LinkedIn
36089,864,2025,1,47244,26520,1097800,24.57,0.36,IT,LinkedIn
36090,22,2019,4,33400,3544,1666692,21.39,0.77,IT,LinkedIn
36091,160,2023,2,32071,11595,492323,12.56,0.75,IT,LinkedIn
36092,170,2024,1,40806,13443,2197321,5.83,0.78,IT,LinkedIn
36093,597,2021,4,14974,22717,2269381,18.16,0.32,IT,LinkedIn
36094,208,2022,4,29231,16126,580976,-1.13,0.6,IT,LinkedIn
36095,209,2024,1,3064,7446,725997,6.25,0.28,IT,LinkedIn
36096,807,2019,3,12345,15466,1273283,3.42,0.3,IT,LinkedIn
36097,857,2023,3,42941,1272,1548121,23.4,0.74,IT,LinkedIn
36098,560,2024,4,31975,23878,1806161,1.56,0.84,IT,LinkedIn
36099,612,2020,2,41403,2872,404559,12.79,0.47,IT,LinkedIn
36100,410,2024,2,13018,2494,1833294,3.61,0.45,IT,LinkedIn
36101,442,2021,2,37127,17977,1124009,7.75,0.07,IT,LinkedIn
36102,635,2025,2,37732,24490,983431,-2.67,0.67,IT,LinkedIn
36103,41,2022,1,41137,21192,1312602,22.85,0.42,IT,LinkedIn
36104,406,2022,3,45471,3297,1625731,-4.68,0.04,IT,LinkedIn
36105,853,2025,2,45078,9081,857629,1.94,0.52,IT,LinkedIn
36106,190,2022,4,41576,4023,2482517,-2.44,0.83,IT,LinkedIn
36107,489,2020,3,7996,881,490648,-4.76,0.06,IT,LinkedIn
36108,650,2025,4,32383,23471,1797002,20.19,0.27,IT,LinkedIn
36109,168,2022,2,31127,23405,2363324,3.67,0.49,IT,LinkedIn
36110,838,2022,3,33997,10968,1987412,14.84,0.31,IT,LinkedIn
36111,8,2023,3,17426,13657,425723,12.09,0.05,IT,LinkedIn
36112,555,2023,3,42091,7442,1222759,5.83,0.9,IT,LinkedIn
36113,777,2019,2,12663,11577,1215569,24.65,0.24,IT,LinkedIn
36114,73,2019,3,7931,13325,1923525,-4.75,0.14,IT,LinkedIn
36115,846,2023,1,27165,5303,1881974,-4.48,0.79,IT,LinkedIn
36116,936,2019,3,8962,12084,2199372,21.72,0.58,IT,LinkedIn
36117,154,2019,4,18125,5798,1130581,4.16,0.75,IT,LinkedIn
36118,371,2022,2,3882,12660,504801,7.29,0.71,IT,LinkedIn
36119,595,2020,1,40102,14882,520241,-0.16,0.81,IT,LinkedIn
36120,637,2021,3,10398,4505,1643532,16.18,0.23,IT,LinkedIn
36121,233,2020,4,5801,18082,490940,3.11,0.11,IT,LinkedIn
36122,277,2019,4,4267,5973,2072886,21.48,0.79,IT,LinkedIn
36123,210,2020,4,24800,12169,1044100,2.43,1.0,IT,LinkedIn
36124,93,2025,2,32996,25995,2104308,10.05,0.51,IT,LinkedIn
36125,849,2025,4,49961,17738,2384702,5.92,0.3,IT,LinkedIn
36126,135,2021,2,3699,13423,539244,15.91,0.83,IT,LinkedIn
36127,536,2023,4,31331,26500,1811612,5.55,0.9,IT,LinkedIn
36128,697,2024,2,23547,12932,624642,-2.33,0.39,IT,LinkedIn
36129,399,2020,1,18627,4553,1371787,13.44,0.3,IT,LinkedIn
36130,580,2019,4,11527,20467,1322288,4.81,0.15,IT,LinkedIn
36131,650,2020,3,7404,15853,2218010,19.19,0.36,IT,LinkedIn
36132,343,2020,2,25210,10554,768276,20.21,0.55,IT,LinkedIn
36133,793,2022,3,2750,29403,990115,12.76,0.97,IT,LinkedIn
36134,267,2024,1,8698,23265,1309546,12.77,0.04,IT,LinkedIn
36135,393,2024,3,24230,25290,1841303,2.51,0.52,IT,LinkedIn
36136,959,2021,2,41981,25625,1053816,1.94,0.12,IT,LinkedIn
36137,851,2020,3,5260,23473,2450644,9.58,0.6,IT,LinkedIn
36138,253,2019,1,41752,2397,449684,10.56,0.36,IT,LinkedIn
36139,484,2021,2,43904,10494,2472116,14.12,0.43,IT,LinkedIn
36140,240,2019,1,26905,8958,1789241,11.32,0.23,IT,LinkedIn
36141,911,2024,3,49036,29906,1135121,-4.61,0.29,IT,LinkedIn
36142,990,2019,2,7865,7196,2016011,24.97,0.15,IT,LinkedIn
36143,167,2022,3,18092,21382,1254052,8.16,0.47,IT,LinkedIn
36144,667,2022,3,33721,27150,1612614,1.39,0.99,IT,LinkedIn
36145,92,2023,1,47973,19390,1878038,-4.38,0.4,IT,LinkedIn
36146,921,2024,4,48039,21145,1205067,-4.41,0.55,IT,LinkedIn
36147,97,2025,4,8943,22699,1795782,9.72,0.5,IT,LinkedIn
36148,444,2020,3,9135,2372,517036,19.42,0.23,IT,LinkedIn
36149,345,2020,1,15085,4260,1009937,-0.66,0.08,IT,LinkedIn
36150,453,2019,2,24567,25582,1854099,13.99,0.03,IT,LinkedIn
36151,188,2019,1,48890,7029,520595,-0.07,0.57,IT,LinkedIn
36152,182,2025,4,1193,28977,467404,2.05,0.56,IT,LinkedIn
36153,786,2022,4,11719,29488,751650,-0.22,0.58,IT,LinkedIn
36154,995,2019,3,17604,23292,2407711,21.31,0.78,IT,LinkedIn
36155,4,2025,3,19792,19967,1703005,1.94,0.86,IT,LinkedIn
36156,375,2023,2,26541,18815,564287,-3.81,0.5,IT,LinkedIn
36157,504,2022,4,24371,27474,1537421,1.34,0.57,IT,LinkedIn
36158,483,2023,1,28691,21422,523556,23.0,0.94,IT,LinkedIn
36159,59,2021,4,29222,16099,1181176,13.72,0.44,IT,LinkedIn
36160,24,2019,4,7190,4632,562936,17.84,0.4,IT,LinkedIn
36161,685,2021,4,8364,12681,887606,5.34,0.82,IT,LinkedIn
36162,522,2024,3,3753,24421,1230783,13.72,0.62,IT,LinkedIn
36163,78,2021,3,30971,18066,1920353,21.8,0.68,IT,LinkedIn
36164,613,2024,2,36853,22831,2481437,11.87,0.04,IT,LinkedIn
36165,301,2024,2,35878,28970,1126559,-4.29,0.84,IT,LinkedIn
36166,137,2020,1,31852,18907,1063704,3.5,0.69,IT,LinkedIn
36167,319,2019,2,25335,11165,632829,24.71,0.87,IT,LinkedIn
36168,540,2024,1,48341,19699,975325,18.37,0.84,IT,LinkedIn
36169,604,2025,2,19962,21656,1359140,22.1,0.2,IT,LinkedIn
36170,142,2025,1,42880,15673,1714453,20.86,0.52,IT,LinkedIn
36171,644,2024,3,7129,316,1885901,10.21,0.17,IT,LinkedIn
36172,126,2020,4,25680,20024,1256649,-3.67,0.16,IT,LinkedIn
36173,333,2025,1,8900,19812,864766,-3.01,0.02,IT,LinkedIn
36174,398,2021,4,32777,29025,2198707,20.31,0.16,IT,LinkedIn
36175,629,2019,2,34584,15805,617304,11.36,0.1,IT,LinkedIn
36176,674,2024,1,616,15777,1113196,18.85,0.77,IT,LinkedIn
36177,63,2019,1,46816,23794,1038017,19.28,0.76,IT,LinkedIn
36178,438,2024,1,27911,21502,2474984,18.76,0.84,IT,LinkedIn
36179,119,2022,2,13230,2860,2474224,11.85,0.63,IT,LinkedIn
36180,159,2024,1,6846,19218,2021343,24.03,0.88,IT,LinkedIn
36181,496,2019,4,33722,9630,1220671,15.15,0.98,IT,LinkedIn
36182,466,2022,1,34843,13368,1019059,15.72,0.08,IT,LinkedIn
36183,926,2020,2,18091,23239,872591,5.6,0.89,IT,LinkedIn
36184,28,2022,3,3087,12562,1088333,20.77,0.31,IT,LinkedIn
36185,47,2020,1,20124,16389,840951,11.28,0.05,IT,LinkedIn
36186,313,2025,2,9877,27454,473125,-0.85,0.29,IT,LinkedIn
36187,496,2024,1,31050,3234,1707551,14.77,0.74,IT,LinkedIn
36188,599,2022,4,24717,7328,1703835,-1.07,0.86,IT,LinkedIn
36189,222,2019,2,44809,13333,664722,23.76,0.5,IT,LinkedIn
36190,608,2021,2,34505,21671,981880,1.59,0.01,IT,LinkedIn
36191,551,2021,3,28801,230,1824604,15.3,0.07,IT,LinkedIn
36192,963,2020,4,11787,14003,1985075,-2.36,0.12,IT,LinkedIn
36193,317,2023,2,17871,2111,2498832,19.18,0.61,IT,LinkedIn
36194,632,2020,4,49106,9757,441574,2.38,0.07,IT,LinkedIn
36195,49,2023,2,28387,6435,1085121,16.53,0.13,IT,LinkedIn
36196,589,2019,2,22658,1191,1763244,19.95,0.1,IT,LinkedIn
36197,223,2024,1,23789,28671,2449840,21.62,0.24,IT,LinkedIn
36198,242,2020,2,1921,16330,1169067,17.64,0.88,IT,LinkedIn
36199,458,2019,1,6503,2141,717579,11.39,0.1,IT,LinkedIn
36200,548,2019,4,25310,1937,1408746,6.9,0.38,IT,LinkedIn
36201,283,2020,4,16856,6622,1140398,24.78,0.43,IT,LinkedIn
36202,266,2023,4,32353,11220,2141023,19.45,0.61,IT,LinkedIn
36203,709,2023,4,21055,9903,884356,5.86,0.83,IT,LinkedIn
36204,561,2023,4,11892,9697,1953480,2.41,0.03,IT,LinkedIn
36205,805,2019,4,36059,28824,1430763,7.81,0.9,IT,LinkedIn
36206,193,2025,3,7140,5979,1737602,14.79,0.75,IT,LinkedIn
36207,409,2023,2,8265,14805,594246,7.22,0.06,IT,LinkedIn
36208,791,2022,1,35092,29392,2355710,7.32,0.52,IT,LinkedIn
36209,293,2019,3,21138,13926,756337,1.26,0.95,IT,LinkedIn
36210,463,2021,1,34240,7601,1067921,20.48,0.98,IT,LinkedIn
36211,884,2020,2,32123,5218,981434,8.74,0.72,IT,LinkedIn
36212,440,2025,1,42003,3581,1218540,0.29,0.13,IT,LinkedIn
36213,95,2024,4,10772,1315,2004672,24.55,0.29,IT,LinkedIn
36214,644,2020,2,5846,14899,965470,-3.11,0.66,IT,LinkedIn
36215,611,2024,4,16763,26457,922178,-1.78,0.14,IT,LinkedIn
36216,193,2021,2,48363,21544,1920202,5.67,0.37,IT,LinkedIn
36217,233,2024,4,7087,18933,1127194,11.7,0.52,IT,LinkedIn
36218,297,2019,4,14593,2298,1243688,-3.8,0.31,IT,LinkedIn
36219,608,2023,2,41385,11688,1799334,3.56,0.25,IT,LinkedIn
36220,550,2023,2,18642,17373,740098,18.51,0.17,IT,LinkedIn
36221,222,2025,2,36305,24597,1753601,7.57,0.09,IT,LinkedIn
36222,223,2019,2,40478,6662,591378,0.84,0.73,IT,LinkedIn
36223,590,2023,1,25544,6949,1793876,6.43,0.41,IT,LinkedIn
36224,64,2019,3,41851,25393,875007,8.51,0.79,IT,LinkedIn
36225,763,2020,2,48301,13396,2241187,10.39,0.74,IT,LinkedIn
36226,654,2023,3,12703,24882,1272851,1.81,0.35,IT,LinkedIn
36227,841,2024,3,37690,6921,2015728,12.97,0.13,IT,LinkedIn
36228,158,2019,2,8402,2925,1117472,21.69,0.25,IT,LinkedIn
36229,294,2019,1,2561,12444,1744636,-3.62,0.18,IT,LinkedIn
36230,400,2022,1,29321,904,2270328,2.35,0.04,IT,LinkedIn
36231,692,2019,4,26317,14082,1793859,13.72,0.75,IT,LinkedIn
36232,643,2023,2,14596,15861,2487579,8.62,0.7,IT,LinkedIn
36233,536,2019,4,28655,19890,869347,22.83,0.4,IT,LinkedIn
36234,62,2022,4,46146,25614,603093,17.66,0.65,IT,LinkedIn
36235,656,2025,3,7196,454,468712,-3.86,0.04,IT,LinkedIn
36236,88,2022,2,2246,2284,2363403,7.3,0.27,IT,LinkedIn
36237,547,2022,2,35246,11633,654061,16.81,0.42,IT,LinkedIn
36238,841,2023,2,12832,25979,1738189,2.54,0.62,IT,LinkedIn
36239,775,2024,4,20799,1389,2142785,10.64,0.04,IT,LinkedIn
36240,960,2020,4,22889,8239,2481985,20.49,0.3,IT,LinkedIn
36241,991,2019,3,7343,8037,1462100,-3.78,0.85,IT,LinkedIn
36242,974,2023,3,17872,11744,1732252,5.75,0.69,IT,LinkedIn
36243,668,2019,1,22225,15386,1387535,-0.68,0.44,IT,LinkedIn
36244,656,2019,3,45983,17536,406074,14.22,0.68,IT,LinkedIn
36245,134,2025,3,45935,22438,424436,5.52,0.33,IT,LinkedIn
36246,175,2020,1,17980,16779,1881407,2.27,0.17,IT,LinkedIn
36247,687,2024,4,32259,14577,1228602,7.14,0.04,IT,LinkedIn
36248,849,2023,3,46545,6652,1829758,24.97,0.46,IT,LinkedIn
36249,900,2020,1,30497,26104,858301,-2.44,0.09,IT,LinkedIn
36250,800,2025,4,38935,9229,2455201,6.53,0.93,IT,LinkedIn
