path_id,current_role_id,next_role_id,transition_difficulty_score,required_additional_skills,required_experience_years,recommended_certifications,average_transition_time_months,salary_growth_percent,role_similarity_score
44522,511,59,0.37,"182,148,144",3,AWS Certification,16,42,0.06
44523,365,969,0.55,"1,326,956",5,AWS Certification,21,65,0.02
44524,904,302,0.15,"496,472,319",5,AWS Certification,18,22,0.96
44525,429,112,0.07,"177,113,837",1,AWS Certification,17,41,0.27
44526,985,799,0.93,"101,725,214",2,AWS Certification,20,15,0.03
44527,625,494,0.37,"786,265,414",3,AWS Certification,9,38,0.26
44528,870,131,0.46,"784,583,525",3,AWS Certification,15,31,0.68
44529,253,478,0.01,"423,621,145",1,AWS Certification,21,54,0.95
44530,288,220,0.02,"368,712,615",1,AWS Certification,18,35,0.62
44531,934,277,0.83,"646,548,951",5,AWS Certification,23,63,0.58
44532,190,847,0.5,"578,966,969",4,AWS Certification,14,55,0.11
44533,330,535,0.46,"291,82,4",5,AWS Certification,23,21,0.18
44534,990,275,0.76,"831,451,536",4,AWS Certification,17,42,0.06
44535,118,630,0.25,"654,867,143",1,AWS Certification,7,63,0.55
44536,894,198,1.0,"24,455,782",2,AWS Certification,6,37,0.53
44537,474,273,0.05,"137,585,49",1,AWS Certification,15,52,0.37
44538,459,53,0.57,"489,654,335",5,AWS Certification,19,39,0.12
44539,630,427,0.53,"864,652,758",4,AWS Certification,11,75,0.61
44540,571,383,0.94,"588,881,645",4,AWS Certification,6,74,0.76
44541,47,88,0.66,"815,782,596",2,AWS Certification,14,71,0.21
44542,599,177,0.72,"626,430,934",3,AWS Certification,18,80,0.62
44543,809,875,0.08,"809,86,390",3,AWS Certification,11,17,0.98
44544,5,768,0.03,"628,665,701",3,AWS Certification,20,28,0.27
44545,339,913,0.96,"165,457,633",3,AWS Certification,20,58,0.85
44546,356,765,0.39,"30,231,205",3,AWS Certification,9,36,0.5
44547,980,284,0.16,"504,535,27",1,AWS Certification,16,71,0.52
44548,353,528,0.28,"743,167,810",4,AWS Certification,8,79,0.0
44549,839,640,0.15,"306,510,115",3,AWS Certification,15,22,0.46
44550,75,666,0.7,"309,785,12",1,AWS Certification,13,59,0.62
44551,897,900,0.38,"896,106,625",1,AWS Certification,6,33,0.99
44552,643,406,0.07,"942,340,701",3,AWS Certification,8,36,0.89
44553,264,465,0.31,"99,47,316",2,AWS Certification,23,45,0.22
44554,237,254,0.37,"708,130,865",5,AWS Certification,16,15,0.51
44555,298,139,0.91,"858,838,832",4,AWS Certification,13,74,0.75
44556,915,913,0.35,"923,419,520",1,AWS Certification,9,40,0.42
44557,150,295,0.18,"173,682,604",4,AWS Certification,15,33,0.45
44558,327,147,0.51,"475,533,162",5,AWS Certification,7,21,0.7
44559,95,613,0.15,"507,173,10",2,AWS Certification,17,48,0.34
44560,994,392,0.29,"101,288,0",5,AWS Certification,17,77,0.2
44561,398,190,0.2,"342,260,737",5,AWS Certification,8,61,0.22
44562,276,905,0.73,"706,192,190",5,AWS Certification,24,15,0.49
44563,237,231,0.95,"854,138,819",4,AWS Certification,13,71,0.64
44564,517,209,0.42,"23,383,857",1,AWS Certification,23,18,0.64
44565,605,62,0.28,"342,756,547",3,AWS Certification,21,16,0.62
44566,330,566,0.47,"516,896,375",1,AWS Certification,14,76,0.27
44567,279,349,0.6,"493,206,424",5,AWS Certification,22,37,0.37
44568,816,970,0.35,"881,384,736",5,AWS Certification,18,72,0.01
44569,282,102,0.4,"886,44,428",3,AWS Certification,8,76,0.29
44570,674,444,0.16,"525,182,815",2,AWS Certification,18,59,0.09
44571,138,714,0.72,"197,817,617",5,AWS Certification,6,16,0.5
44572,233,638,0.42,"493,566,654",4,AWS Certification,8,39,0.64
44573,579,67,0.8,"128,825,48",2,AWS Certification,6,50,0.69
44574,356,634,0.72,"199,98,839",3,AWS Certification,14,20,0.53
44575,980,554,0.62,"901,107,636",2,AWS Certification,10,49,0.34
44576,765,688,0.07,"936,605,116",4,AWS Certification,17,12,0.89
44577,340,417,0.96,"477,199,727",2,AWS Certification,16,59,0.67
44578,645,355,0.6,"948,336,251",2,AWS Certification,13,46,0.18
44579,17,245,0.62,"268,348,891",1,AWS Certification,21,44,0.4
44580,172,618,0.71,"556,47,107",2,AWS Certification,8,50,0.55
44581,527,980,0.45,"328,597,782",1,AWS Certification,23,59,0.73
44582,408,768,0.01,"637,690,539",3,AWS Certification,18,58,0.0
44583,814,356,0.2,"447,370,839",2,AWS Certification,15,44,0.91
44584,425,475,0.6,"579,211,126",1,AWS Certification,6,72,0.23
44585,888,346,0.01,"812,601,996",3,AWS Certification,12,41,0.49
44586,921,449,0.63,"297,232,331",1,AWS Certification,8,58,0.62
44587,812,907,0.66,"315,478,799",4,AWS Certification,14,68,0.1
44588,153,263,0.5,"478,382,167",3,AWS Certification,15,70,0.57
44589,728,225,0.5,"408,632,552",1,AWS Certification,20,10,0.48
44590,40,607,0.31,"154,593,243",1,AWS Certification,23,70,0.28
44591,195,864,0.15,"741,122,304",2,AWS Certification,8,46,0.01
44592,676,546,0.55,"480,437,801",3,AWS Certification,22,36,0.26
44593,385,224,0.49,"506,910,9",2,AWS Certification,21,20,0.07
44594,251,492,0.09,"187,198,173",2,AWS Certification,16,42,0.83
44595,449,735,0.93,"425,95,525",2,AWS Certification,11,29,0.66
44596,921,449,0.38,"917,284,399",1,AWS Certification,16,70,0.99
44597,356,697,0.93,"609,767,19",4,AWS Certification,12,20,0.32
44598,964,244,0.78,"165,255,55",3,AWS Certification,8,70,0.99
44599,613,223,0.99,"349,118,164",2,AWS Certification,24,17,0.68
44600,996,874,0.89,"581,409,314",3,AWS Certification,21,66,0.2
44601,904,26,0.08,"982,636,986",3,AWS Certification,20,24,0.06
44602,163,144,0.83,"751,709,632",5,AWS Certification,17,32,0.65
44603,127,370,0.11,"104,733,453",3,AWS Certification,7,73,0.16
44604,2,528,0.73,"723,674,976",1,AWS Certification,7,32,0.51
44605,448,425,0.87,"876,339,347",4,AWS Certification,18,10,0.77
44606,90,462,0.25,"510,227,101",4,AWS Certification,17,60,0.38
44607,591,622,0.49,"751,886,176",4,AWS Certification,10,18,0.48
44608,85,445,0.59,"461,713,646",5,AWS Certification,24,32,0.88
44609,1,336,0.01,"939,964,52",4,AWS Certification,19,27,0.45
44610,53,660,0.0,"175,274,18",4,AWS Certification,12,42,0.55
44611,217,466,0.72,"860,402,302",4,AWS Certification,9,47,0.36
44612,624,837,0.11,"780,863,308",3,AWS Certification,23,29,0.61
44613,276,824,0.19,"643,834,598",4,AWS Certification,6,26,0.5
44614,839,576,0.52,"236,794,218",5,AWS Certification,14,56,0.38
44615,173,879,0.49,"253,30,71",1,AWS Certification,14,13,0.22
44616,295,322,0.98,"734,243,866",2,AWS Certification,19,77,0.6
44617,881,170,0.8,"459,206,676",1,AWS Certification,6,53,0.87
44618,309,275,0.12,"537,898,811",5,AWS Certification,23,38,0.92
44619,85,624,0.42,"911,839,821",2,AWS Certification,24,11,0.33
44620,127,779,0.21,"305,811,416",3,AWS Certification,20,76,0.96
44621,533,830,0.18,"627,97,264",3,AWS Certification,16,38,0.79
44622,475,929,0.74,"289,594,681",3,AWS Certification,23,38,0.03
44623,303,70,0.32,"607,341,71",4,AWS Certification,22,17,0.7
44624,872,977,0.66,"324,498,353",5,AWS Certification,22,53,0.65
44625,665,827,0.45,"741,245,63",2,AWS Certification,22,62,0.37
44626,105,482,0.86,"537,336,844",5,AWS Certification,14,24,0.57
44627,541,891,0.45,"789,103,920",3,AWS Certification,18,61,0.9
44628,632,259,0.14,"761,653,25",2,AWS Certification,10,64,0.85
44629,763,518,0.94,"281,185,262",3,AWS Certification,11,78,0.51
44630,202,222,0.12,"660,637,647",1,AWS Certification,22,14,0.8
44631,38,186,0.28,"846,582,319",2,AWS Certification,18,69,0.0
44632,213,224,0.54,"100,328,524",4,AWS Certification,16,70,0.23
44633,690,948,0.85,"690,971,926",2,AWS Certification,9,60,0.54
44634,250,341,0.85,"830,557,692",2,AWS Certification,6,33,0.83
44635,937,250,0.64,"975,116,759",1,AWS Certification,16,29,0.33
44636,133,816,0.92,"997,338,186",3,AWS Certification,18,19,0.26
44637,683,431,0.43,"254,167,152",4,AWS Certification,17,75,0.01
44638,162,470,0.75,"323,822,966",2,AWS Certification,22,72,0.28
44639,434,107,0.26,"420,386,349",4,AWS Certification,24,11,0.55
44640,948,772,0.36,"284,402,454",3,AWS Certification,8,41,0.34
44641,850,369,0.43,"389,805,973",1,AWS Certification,24,43,0.69
44642,103,618,0.18,"342,974,171",4,AWS Certification,13,34,0.03
44643,892,590,0.01,"672,702,336",4,AWS Certification,9,19,0.04
44644,811,417,0.87,"634,22,93",2,AWS Certification,24,33,0.55
44645,546,504,0.09,"489,49,768",4,AWS Certification,15,52,0.86
44646,496,762,0.75,"656,385,669",3,AWS Certification,15,49,0.18
44647,327,473,0.89,"324,177,398",4,AWS Certification,9,66,0.26
44648,443,50,0.02,"973,536,487",2,AWS Certification,20,44,0.24
44649,260,584,0.05,"222,154,278",4,AWS Certification,6,44,0.57
44650,326,849,0.63,"358,484,821",2,AWS Certification,16,67,0.76
44651,765,315,0.32,"638,798,312",5,AWS Certification,20,55,0.79
44652,4,946,0.58,"133,216,427",3,AWS Certification,13,68,0.18
44653,107,423,0.59,"296,566,373",3,AWS Certification,15,69,0.78
44654,797,846,0.31,"413,721,791",3,AWS Certification,7,21,0.51
44655,835,984,0.35,"550,961,170",1,AWS Certification,20,35,0.6
44656,434,927,0.25,"347,998,542",5,AWS Certification,15,73,0.13
44657,754,714,0.14,"650,727,979",5,AWS Certification,14,20,0.7
44658,759,373,0.62,"387,534,312",3,AWS Certification,11,42,0.26
44659,69,756,0.91,"292,709,528",1,AWS Certification,10,12,0.33
44660,657,288,0.36,"906,964,80",2,AWS Certification,20,70,0.03
44661,346,13,0.55,"150,93,516",1,AWS Certification,15,47,0.02
44662,337,551,0.16,"689,128,645",5,AWS Certification,24,34,0.64
44663,552,50,0.78,"692,215,135",2,AWS Certification,9,21,0.83
44664,138,554,0.62,"142,912,892",3,AWS Certification,19,37,0.66
44665,455,242,0.02,"461,719,835",1,AWS Certification,23,67,0.54
44666,556,990,0.11,"191,602,568",1,AWS Certification,6,57,0.06
44667,234,98,0.49,"465,231,773",2,AWS Certification,11,73,0.23
44668,317,233,0.66,"851,403,16",4,AWS Certification,11,67,0.62
44669,768,406,0.22,"806,408,560",4,AWS Certification,17,72,0.4
44670,559,161,0.47,"278,270,730",5,AWS Certification,15,65,0.26
44671,216,380,0.04,"244,749,232",5,AWS Certification,14,79,0.98
44672,31,396,0.02,"920,486,162",1,AWS Certification,19,10,0.88
44673,596,9,0.89,"376,187,832",3,AWS Certification,9,47,0.28
44674,78,486,0.57,"110,283,343",5,AWS Certification,12,66,0.62
44675,54,98,0.95,"904,828,850",2,AWS Certification,13,37,0.71
44676,723,290,0.28,"671,62,672",2,AWS Certification,22,79,0.49
44677,871,705,0.15,"937,264,874",4,AWS Certification,21,24,0.04
44678,653,587,0.64,"72,212,883",5,AWS Certification,9,32,0.09
44679,989,665,0.32,"702,413,92",4,AWS Certification,15,53,0.41
44680,270,223,0.86,"913,217,566",3,AWS Certification,16,70,0.69
44681,710,559,0.86,"764,158,759",2,AWS Certification,21,59,0.22
44682,853,142,0.11,"353,567,322",5,AWS Certification,22,58,0.63
44683,658,906,0.9,"757,147,387",2,AWS Certification,20,25,0.14
44684,455,203,0.21,"29,8,363",2,AWS Certification,14,37,0.32
44685,873,248,0.13,"545,231,905",5,AWS Certification,13,14,0.38
44686,602,860,0.68,"290,653,665",1,AWS Certification,7,26,0.76
44687,189,704,0.14,"909,515,683",1,AWS Certification,8,35,0.81
44688,658,48,0.39,"436,286,624",3,AWS Certification,15,57,0.29
44689,273,717,0.72,"170,951,398",1,AWS Certification,20,68,0.12
44690,800,523,0.44,"234,415,811",1,AWS Certification,7,24,0.26
44691,926,379,0.55,"700,42,866",1,AWS Certification,6,25,0.92
44692,649,887,0.92,"426,486,661",3,AWS Certification,17,48,0.6
44693,410,426,0.23,"905,167,864",3,AWS Certification,12,30,0.87
44694,7,549,0.61,"675,848,9",4,AWS Certification,22,17,0.78
44695,796,988,0.1,"16,224,720",1,AWS Certification,17,27,0.16
44696,440,530,0.4,"555,729,424",1,AWS Certification,10,38,0.26
44697,485,330,0.28,"751,655,428",4,AWS Certification,8,47,0.72
44698,223,137,0.49,"971,227,247",3,AWS Certification,13,59,0.66
44699,860,893,0.76,"653,129,887",3,AWS Certification,8,70,0.28
44700,932,393,0.57,"897,579,535",2,AWS Certification,21,47,0.44
44701,928,320,0.34,"795,592,898",4,AWS Certification,24,80,0.2
44702,611,546,0.04,"337,247,902",1,AWS Certification,11,23,0.51
44703,657,652,0.8,"480,186,345",3,AWS Certification,22,56,0.52
44704,6,478,0.46,"7,386,60",4,AWS Certification,14,36,0.57
44705,196,588,0.97,"549,934,632",4,AWS Certification,12,68,0.62
44706,95,401,0.92,"199,93,225",5,AWS Certification,10,43,0.15
44707,427,242,0.77,"456,686,238",2,AWS Certification,7,57,0.17
44708,610,226,0.63,"230,766,188",5,AWS Certification,24,13,0.39
44709,604,443,0.88,"172,44,469",5,AWS Certification,10,34,0.0
44710,808,72,0.5,"187,461,117",3,AWS Certification,6,42,0.4
44711,175,339,0.2,"824,557,561",4,AWS Certification,13,14,0.99
44712,347,430,0.9,"507,524,896",5,AWS Certification,12,33,0.36
44713,658,390,0.32,"990,45,55",3,AWS Certification,8,19,0.62
44714,899,919,0.76,"377,907,587",4,AWS Certification,6,77,0.24
44715,765,471,0.13,"737,65,220",4,AWS Certification,23,49,0.42
44716,768,954,0.86,"910,364,609",4,AWS Certification,19,68,0.31
44717,154,282,0.57,"488,929,983",2,AWS Certification,20,79,0.1
44718,327,590,0.19,"935,810,722",4,AWS Certification,23,54,0.24
44719,936,829,0.97,"788,92,264",2,AWS Certification,22,41,0.58
44720,282,588,0.36,"916,833,349",5,AWS Certification,7,36,0.37
44721,628,396,0.82,"111,954,825",4,AWS Certification,14,11,0.6
44722,299,960,0.76,"135,436,669",2,AWS Certification,8,19,0.66
44723,150,431,0.14,"802,4,361",5,AWS Certification,13,57,0.64
44724,34,405,0.57,"872,890,43",5,AWS Certification,18,74,0.67
44725,63,290,0.72,"330,676,936",4,AWS Certification,10,80,0.69
44726,857,331,0.09,"308,980,901",3,AWS Certification,10,38,0.23
44727,74,125,0.81,"477,821,363",3,AWS Certification,24,44,0.17
44728,72,298,0.01,"161,498,555",4,AWS Certification,24,29,0.08
44729,580,194,0.65,"918,627,875",4,AWS Certification,10,76,0.42
44730,705,584,0.64,"685,314,862",4,AWS Certification,13,59,0.09
44731,368,240,0.82,"617,101,504",3,AWS Certification,8,36,0.93
44732,946,372,0.68,"232,186,239",1,AWS Certification,12,50,0.72
44733,316,897,0.74,"113,590,275",4,AWS Certification,10,64,0.71
44734,119,901,0.63,"570,69,948",5,AWS Certification,7,58,0.79
44735,95,312,0.59,"995,384,51",2,AWS Certification,8,22,0.64
44736,136,418,0.2,"79,608,292",3,AWS Certification,12,32,0.38
44737,939,534,0.68,"115,390,288",1,AWS Certification,14,71,0.02
44738,159,534,0.74,"979,274,724",5,AWS Certification,18,31,0.34
44739,72,857,0.27,"906,669,537",3,AWS Certification,6,71,0.36
44740,45,431,0.77,"959,264,382",4,AWS Certification,15,70,0.1
44741,90,531,0.5,"18,487,496",3,AWS Certification,10,15,0.97
44742,471,5,0.67,"813,416,489",5,AWS Certification,23,45,0.36
44743,265,799,0.24,"287,275,507",4,AWS Certification,6,36,0.5
44744,967,272,0.72,"973,452,576",1,AWS Certification,11,22,0.4
44745,238,398,0.2,"969,38,385",3,AWS Certification,20,77,0.23
44746,474,786,0.66,"191,624,829",1,AWS Certification,17,11,0.48
44747,613,118,0.27,"665,783,182",1,AWS Certification,20,32,0.5
44748,761,843,0.14,"600,846,829",4,AWS Certification,8,38,0.31
44749,144,426,0.58,"384,91,199",1,AWS Certification,9,30,0.77
44750,22,270,0.52,"367,588,26",1,AWS Certification,13,27,0.73
44751,683,483,0.43,"619,629,117",3,AWS Certification,18,79,0.51
44752,941,813,0.3,"979,110,314",2,AWS Certification,8,42,0.79
44753,173,318,0.97,"371,608,774",1,AWS Certification,17,73,0.79
44754,674,381,0.7,"416,225,551",4,AWS Certification,20,29,0.43
44755,828,853,0.86,"989,711,415",2,AWS Certification,10,78,0.89
44756,980,74,0.06,"24,54,65",4,AWS Certification,12,41,0.65
44757,700,262,0.65,"675,833,454",5,AWS Certification,17,18,0.35
44758,277,992,0.58,"461,261,69",4,AWS Certification,14,36,0.82
44759,738,242,0.55,"924,399,736",1,AWS Certification,11,25,0.05
44760,643,531,0.97,"812,435,386",4,AWS Certification,6,27,0.31
44761,1000,585,0.97,"473,129,762",5,AWS Certification,19,80,0.09
44762,695,58,0.16,"725,298,998",5,AWS Certification,20,45,0.11
44763,578,705,0.82,"349,859,24",2,AWS Certification,6,41,0.57
44764,841,828,0.77,"336,608,510",2,AWS Certification,11,49,0.81
44765,662,790,0.06,"747,311,152",5,AWS Certification,10,11,0.17
44766,271,812,0.54,"40,972,383",3,AWS Certification,22,28,0.06
44767,113,136,0.87,"630,481,42",5,AWS Certification,22,31,0.97
44768,259,61,0.78,"947,181,152",4,AWS Certification,7,42,0.04
44769,73,715,0.73,"763,566,45",2,AWS Certification,7,74,0.28
44770,23,725,0.39,"239,886,848",2,AWS Certification,23,18,0.32
44771,837,907,0.14,"895,126,663",4,AWS Certification,10,64,0.56
44772,548,298,0.23,"864,820,518",1,AWS Certification,16,38,0.64
44773,552,189,0.69,"407,111,269",2,AWS Certification,16,14,0.07
44774,604,445,0.96,"456,79,588",1,AWS Certification,11,12,0.05
44775,149,479,0.49,"17,694,254",3,AWS Certification,8,40,0.24
44776,290,776,0.74,"632,76,789",1,AWS Certification,22,68,0.1
44777,242,220,0.9,"458,602,415",2,AWS Certification,11,48,0.75
44778,893,907,0.63,"209,101,730",4,AWS Certification,16,39,0.49
44779,594,676,0.05,"454,325,439",1,AWS Certification,16,26,0.08
44780,422,376,0.11,"489,209,15",2,AWS Certification,17,16,0.45
44781,775,826,0.89,"845,597,622",1,AWS Certification,9,73,0.47
44782,200,890,0.84,"768,522,771",3,AWS Certification,21,53,0.87
44783,611,960,0.42,"987,645,623",5,AWS Certification,7,15,0.41
44784,793,414,0.23,"566,580,747",5,AWS Certification,16,33,0.62
44785,278,583,0.36,"840,229,36",3,AWS Certification,6,38,0.17
44786,286,841,0.62,"648,393,112",1,AWS Certification,22,66,0.64
44787,629,548,0.05,"566,633,269",2,AWS Certification,9,46,0.56
44788,933,352,0.65,"234,289,998",4,AWS Certification,22,37,0.22
44789,662,236,0.05,"716,203,851",2,AWS Certification,16,77,0.01
44790,112,397,0.49,"290,735,394",1,AWS Certification,18,11,0.57
44791,752,665,0.44,"499,168,979",4,AWS Certification,17,20,0.08
44792,267,307,0.81,"115,514,897",4,AWS Certification,6,56,0.32
44793,758,519,0.23,"125,2,582",2,AWS Certification,22,47,0.9
44794,585,541,0.54,"74,55,359",4,AWS Certification,10,51,0.99
44795,624,943,0.82,"741,169,897",2,AWS Certification,18,48,0.76
44796,254,29,0.99,"513,234,971",3,AWS Certification,20,62,0.67
44797,652,932,0.44,"695,234,37",5,AWS Certification,6,60,0.1
44798,553,767,0.48,"231,8,50",5,AWS Certification,12,43,0.76
44799,14,285,0.56,"404,470,397",1,AWS Certification,16,35,0.8
44800,994,388,0.06,"413,507,680",1,AWS Certification,7,24,0.35
44801,337,874,0.89,"543,504,954",5,AWS Certification,6,43,0.33
44802,199,345,0.66,"591,669,647",1,AWS Certification,16,34,0.89
44803,48,814,0.81,"827,702,116",3,AWS Certification,9,18,0.53
44804,335,599,0.3,"118,292,628",2,AWS Certification,15,44,0.04
44805,567,247,0.66,"502,603,231",5,AWS Certification,22,34,0.09
44806,450,337,0.42,"232,576,268",5,AWS Certification,13,57,0.65
44807,420,45,0.27,"403,47,557",4,AWS Certification,21,49,0.32
44808,532,695,0.55,"842,538,73",4,AWS Certification,7,40,0.06
44809,317,381,0.83,"425,400,415",5,AWS Certification,16,59,0.31
44810,90,780,0.31,"220,22,598",2,AWS Certification,24,31,0.39
44811,987,773,0.17,"74,769,509",5,AWS Certification,14,63,0.35
44812,834,240,0.69,"757,728,356",3,AWS Certification,6,24,0.86
44813,841,919,0.94,"888,57,648",1,AWS Certification,13,51,0.27
44814,202,820,0.41,"236,899,700",3,AWS Certification,24,32,0.51
44815,984,52,0.81,"849,940,337",3,AWS Certification,11,62,0.11
44816,898,648,1.0,"61,209,705",5,AWS Certification,15,73,0.5
44817,109,298,0.45,"422,610,688",4,AWS Certification,21,15,0.6
44818,502,922,0.72,"106,224,458",2,AWS Certification,11,15,0.62
44819,36,58,0.34,"892,968,792",2,AWS Certification,21,53,0.11
44820,380,889,0.14,"592,170,906",3,AWS Certification,15,40,0.54
44821,854,149,0.97,"563,3,277",2,AWS Certification,16,24,0.76
44822,870,676,0.57,"476,639,290",2,AWS Certification,9,74,0.53
44823,471,958,0.92,"656,953,485",3,AWS Certification,19,61,0.06
44824,272,995,0.79,"451,502,882",5,AWS Certification,9,74,0.37
44825,598,845,0.47,"587,22,797",2,AWS Certification,11,53,0.44
44826,690,83,0.89,"998,11,795",4,AWS Certification,9,24,0.6
44827,756,173,0.37,"692,212,364",4,AWS Certification,12,61,0.86
44828,851,176,0.14,"13,664,952",3,AWS Certification,17,45,0.28
44829,234,61,0.84,"531,907,733",5,AWS Certification,17,62,0.01
44830,772,258,0.08,"93,294,526",2,AWS Certification,22,80,1.0
44831,177,961,0.75,"306,805,166",1,AWS Certification,22,45,0.04
44832,807,176,0.12,"63,477,288",1,AWS Certification,9,33,0.23
44833,232,503,0.62,"537,478,155",5,AWS Certification,18,77,0.86
44834,196,501,0.89,"819,712,38",3,AWS Certification,22,14,0.48
44835,714,999,0.88,"781,273,143",1,AWS Certification,20,61,0.31
44836,431,412,0.64,"550,726,192",3,AWS Certification,14,56,0.62
44837,275,340,0.63,"332,741,10",4,AWS Certification,7,74,0.4
44838,984,933,0.18,"337,269,909",3,AWS Certification,21,36,0.61
44839,359,162,0.18,"545,400,139",2,AWS Certification,11,19,0.77
44840,220,839,0.1,"450,427,543",2,AWS Certification,21,49,0.65
44841,484,98,0.72,"185,153,263",4,AWS Certification,8,13,0.05
44842,289,857,0.99,"249,596,355",3,AWS Certification,20,29,0.53
44843,220,190,0.31,"872,887,57",3,AWS Certification,15,33,0.01
44844,809,737,0.01,"612,752,483",3,AWS Certification,7,35,0.69
44845,151,0,0.08,"118,831,148",3,AWS Certification,8,22,0.07
44846,974,934,0.42,"752,242,389",2,AWS Certification,8,25,0.52
44847,39,248,0.92,"746,679,844",4,AWS Certification,13,21,0.05
44848,242,549,0.81,"541,751,968",1,AWS Certification,24,50,0.58
44849,488,340,0.77,"940,248,979",2,AWS Certification,18,55,0.17
44850,91,202,0.22,"739,292,945",2,AWS Certification,18,52,0.05
44851,237,551,0.74,"211,922,498",5,AWS Certification,14,69,0.37
44852,443,244,0.79,"216,722,90",4,AWS Certification,22,11,0.08
44853,959,548,0.83,"943,488,131",5,AWS Certification,12,45,1.0
44854,683,514,0.94,"189,776,756",2,AWS Certification,23,48,0.92
44855,918,189,0.11,"77,924,570",2,AWS Certification,11,71,0.67
44856,274,931,0.34,"930,246,65",2,AWS Certification,15,58,0.43
44857,340,568,0.39,"802,845,743",3,AWS Certification,22,74,0.29
44858,949,168,0.76,"369,261,6",3,AWS Certification,23,48,0.52
44859,468,637,0.27,"102,121,341",5,AWS Certification,10,67,0.32
44860,355,613,0.79,"244,665,511",2,AWS Certification,23,43,0.37
44861,715,55,0.06,"768,611,323",4,AWS Certification,16,10,0.04
44862,140,174,0.89,"811,756,940",3,AWS Certification,24,59,0.89
44863,261,67,0.9,"939,867,532",3,AWS Certification,9,20,0.81
44864,663,749,0.46,"245,247,635",3,AWS Certification,7,72,0.32
44865,502,953,0.16,"469,630,558",2,AWS Certification,14,31,0.34
44866,760,200,0.27,"131,291,24",3,AWS Certification,15,78,0.28
44867,300,301,0.94,"597,704,613",3,AWS Certification,24,37,0.47
44868,591,787,0.75,"117,78,103",4,AWS Certification,11,55,0.98
44869,88,291,0.65,"146,679,326",2,AWS Certification,12,79,0.22
44870,742,92,0.73,"14,542,836",3,AWS Certification,20,10,0.5
44871,148,196,0.18,"550,221,627",5,AWS Certification,21,41,0.3
44872,611,324,0.5,"257,207,904",2,AWS Certification,16,42,0.32
44873,882,135,0.32,"354,478,415",1,AWS Certification,14,53,0.67
44874,313,897,0.95,"15,923,259",3,AWS Certification,13,57,0.61
44875,602,888,0.73,"330,324,420",3,AWS Certification,18,59,0.55
44876,922,835,0.35,"607,71,425",4,AWS Certification,24,76,0.46
44877,408,531,0.98,"634,427,820",1,AWS Certification,17,39,0.32
44878,872,404,0.84,"798,86,48",1,AWS Certification,17,31,0.28
44879,422,946,0.32,"65,605,945",1,AWS Certification,11,78,0.3
44880,515,463,0.84,"732,303,207",3,AWS Certification,22,37,0.72
44881,619,276,0.18,"787,963,360",4,AWS Certification,15,80,0.61
44882,68,261,0.42,"303,373,442",2,AWS Certification,17,30,0.73
44883,336,646,0.5,"65,222,917",2,AWS Certification,12,25,0.98
44884,567,108,0.52,"560,238,755",4,AWS Certification,8,53,0.55
44885,920,973,0.97,"859,476,515",1,AWS Certification,23,65,0.15
44886,474,48,0.6,"179,844,344",4,AWS Certification,10,23,0.81
44887,803,559,0.29,"9,146,488",1,AWS Certification,12,12,0.97
44888,686,536,0.36,"30,576,598",5,AWS Certification,13,53,0.61
44889,747,739,0.19,"703,271,471",3,AWS Certification,8,34,0.79
44890,605,715,0.63,"778,852,326",4,AWS Certification,22,70,0.37
44891,255,342,0.51,"872,159,620",4,AWS Certification,22,46,0.24
44892,320,87,0.19,"57,721,579",3,AWS Certification,15,22,0.02
44893,454,702,0.31,"216,6,636",5,AWS Certification,23,77,0.48
44894,722,403,0.46,"325,394,690",4,AWS Certification,21,78,0.47
44895,156,833,0.45,"557,358,884",4,AWS Certification,17,16,0.19
44896,456,714,0.79,"373,436,711",5,AWS Certification,19,34,0.06
44897,612,611,0.88,"672,875,144",1,AWS Certification,20,31,0.38
44898,239,396,0.49,"749,405,267",3,AWS Certification,19,63,0.48
44899,349,938,0.09,"100,917,458",4,AWS Certification,24,47,0.73
44900,524,850,0.81,"362,229,119",2,AWS Certification,10,15,0.09
44901,380,287,0.44,"894,454,434",4,AWS Certification,23,43,0.12
44902,786,454,0.56,"861,714,533",3,AWS Certification,20,38,0.83
44903,33,940,0.47,"639,631,458",4,AWS Certification,9,70,0.12
44904,950,828,0.74,"417,418,564",1,AWS Certification,22,22,0.81
44905,887,26,0.43,"319,234,83",3,AWS Certification,11,23,0.77
44906,999,303,0.82,"958,3,500",1,AWS Certification,13,27,0.21
44907,671,673,0.55,"829,77,504",2,AWS Certification,17,49,0.37
44908,589,107,0.51,"408,561,248",2,AWS Certification,20,13,0.59
44909,23,203,0.97,"12,528,431",1,AWS Certification,21,68,0.02
44910,354,869,0.81,"297,346,876",4,AWS Certification,7,41,0.85
44911,601,390,0.49,"474,814,281",4,AWS Certification,18,44,0.68
44912,74,139,0.92,"112,887,47",5,AWS Certification,23,16,0.94
44913,492,198,0.22,"298,450,726",5,AWS Certification,7,34,0.76
44914,78,170,0.11,"310,687,434",2,AWS Certification,22,32,0.41
44915,74,838,0.24,"864,750,939",1,AWS Certification,7,39,0.9
44916,316,327,0.65,"570,513,430",1,AWS Certification,12,40,0.09
44917,255,463,0.57,"475,587,628",1,AWS Certification,18,33,0.16
44918,270,482,0.42,"808,687,295",1,AWS Certification,22,68,0.11
